Cell	Carbon Source	OD 600 Data	OD 550	SMC #	Gene	Plate	Date
F4	D-Threonine		0.155		4DGC	PM1	6/15/16
F5	Fumaric Acid		0.126		4DGC	PM1	6/15/16
F6	Bromo Succinic Acid		0.151		4DGC	PM1	6/15/16
F7	Propionic Acid		0.158		4DGC	PM1	6/15/16
F8	Mucic Acid		0.116		4DGC	PM1	6/15/16
F9	Glycolic Acid		0.128		4DGC	PM1	6/15/16
F10	Glyoxylic Acid		0.222		4DGC	PM1	6/15/16
F11	D-Cellobiose		0.114		4DGC	PM1	6/15/16
F12	Inosine		0.083		4DGC	PM1	6/15/16
G1	Glycil-L-Glutamic Acid		0.109		4DGC	PM1	6/15/16
G2	Tricarballylic Acid		0.072		4DGC	PM1	6/15/16
G3	L-Serine		0.125		4DGC	PM1	6/15/16
G4	L-Threonine		0.111		4DGC	PM1	6/15/16
G5	L-Alanine		0.095		4DGC	PM1	6/15/16
G6	L-Alanyl-Glycine		0.125		4DGC	PM1	6/15/16
G7	Acetoacetic Acid		0.088		4DGC	PM1	6/15/16
G8	N-Acetyl-b-D-Mannosamine		0.109		4DGC	PM1	6/15/16
G9	Mono Methyl Succinate		0.115		4DGC	PM1	6/15/16
G10	Methyl Pyruvate		0.123		4DGC	PM1	6/15/16
G11	D-Malic Acid		0.175		4DGC	PM1	6/15/16
G12	L-Malic Acid		0.109		4DGC	PM1	6/15/16
H1	Glycil-L-Proline		0.127		4DGC	PM1	6/15/16
H2	p-Hydroxy Phenyl Acetic Acid		0.114		4DGC	PM1	6/15/16
H3	m-Hydroxy Phenyl Acetic Acid		0.111		4DGC	PM1	6/15/16
H4	Tyramine		0.118		4DGC	PM1	6/15/16
H5	D-Psicose		0.139		4DGC	PM1	6/15/16
H6	L-Lyxose		0.145		4DGC	PM1	6/15/16
H7	Glucuronamide		0.12		4DGC	PM1	6/15/16
H8	Pyruvic Acid		0.119		4DGC	PM1	6/15/16
H9	L-Galactonic Acid-g-Lactone		0.098		4DGC	PM1	6/15/16
H10	D-Galacturonic Acid		0.123		4DGC	PM1	6/15/16
H11	Phenylethyl-amine		0.102		4DGC	PM1	6/15/16
H12	2-Aminoethanol		0.104		4DGC	PM1	6/15/16
A1	Negative Control		0.16		4DGC	PM2A	6/15/16
A2	Chondroitin Sulfate C		0.112		4DGC	PM2A	6/15/16
A3	a-Cyclodextrin		0.206		4DGC	PM2A	6/15/16
A4	b-Cyclodextrin		0.187		4DGC	PM2A	6/15/16
A5	g-Cyclodextrin		0.123		4DGC	PM2A	6/15/16
A6	Dextrin		0.029		4DGC	PM2A	6/15/16
A7	Gelatin		0.028		4DGC	PM2A	6/15/16
A8	Glycogen		0.036		4DGC	PM2A	6/15/16
A9	Inulin		0.107		4DGC	PM2A	6/15/16
A10	Laminarin		0.07		4DGC	PM2A	6/15/16
A11	Mannan		0.028		4DGC	PM2A	6/15/16
A12	Pectin		0.072		4DGC	PM2A	6/15/16
B1	N-Acetyl-D-Galactosamine		0.131		4DGC	PM2A	6/15/16
B2	N-Acetyl-Neuraminic Acid		0.145		4DGC	PM2A	6/15/16
B3	b-D-Allose		0.16		4DGC	PM2A	6/15/16
B4	Amygdalin		0.092		4DGC	PM2A	6/15/16
B5	D-Arabinose		0.12		4DGC	PM2A	6/15/16
B6	D-Arabitol		0.123		4DGC	PM2A	6/15/16
B7	L-Arabitol		0.102		4DGC	PM2A	6/15/16
B8	Arbutin		0.115		4DGC	PM2A	6/15/16
B9	2-Deoxy-D-Ribose		0.096		4DGC	PM2A	6/15/16
B10	I-Erythritol		0.103		4DGC	PM2A	6/15/16
B11	D-Fucose		0.122		4DGC	PM2A	6/15/16
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.112		4DGC	PM2A	6/15/16
C1	Gentiobiose		0.13		4DGC	PM2A	6/15/16
C2	L-Glucose		0.15		4DGC	PM2A	6/15/16
C3	Lactitol		0.131		4DGC	PM2A	6/15/16
C4	D-Melezitose		0.124		4DGC	PM2A	6/15/16
C5	Maltitol		0.111		4DGC	PM2A	6/15/16
C6	a-Methyl-D-Glucoside		0.132		4DGC	PM2A	6/15/16
C7	b-Methyl-D-Gactoside		0.114		4DGC	PM2A	6/15/16
C8	3-Methyl-Glucose		0.151		4DGC	PM2A	6/15/16
C9	b-Methyl-D-Glucuronic Acid		0.12		4DGC	PM2A	6/15/16
C10	a-Methyl-D-Mannoside		0.108		4DGC	PM2A	6/15/16
C11	b-Methyl-D-Xyloside		0.113		4DGC	PM2A	6/15/16
C12	Palatinose		0.114		4DGC	PM2A	6/15/16
D1	D-Raffinose		0.118		4DGC	PM2A	6/15/16
D2	Salicin		0.103		4DGC	PM2A	6/15/16
D3	Sedoheptulosa		0.149		4DGC	PM2A	6/15/16
D4	L-Sorbose		0.12		4DGC	PM2A	6/15/16
D5	Stachyose		0.109		4DGC	PM2A	6/15/16
D6	D-Tagatose		0.131		4DGC	PM2A	6/15/16
D7	Turanose		0.111		4DGC	PM2A	6/15/16
D8	Xylitol		0.103		4DGC	PM2A	6/15/16
D9	N-Acetyl-D-Glucosaminatol		0.121		4DGC	PM2A	6/15/16
D10	g-Amino Butyric Acid		0.091		4DGC	PM2A	6/15/16
D11	d-Amino Valeric Acid		0.109		4DGC	PM2A	6/15/16
D12	Butyric Acid		0.148		4DGC	PM2A	6/15/16
E1	Capric Acid		0.055		4DGC	PM2A	6/15/16
E2	Caproic Acid		0.092		4DGC	PM2A	6/15/16
E3	Citraconic Acid		0.208		4DGC	PM2A	6/15/16
E4	Citramalic Acid		0.143		4DGC	PM2A	6/15/16
E5	D-Glucosamine		0.123		4DGC	PM2A	6/15/16
E6	2-Hydroxy Benzoic Acid		0.105		4DGC	PM2A	6/15/16
E7	4-Hydroxy Benzoic Acid		0.112		4DGC	PM2A	6/15/16
E8	b-Hydroxy Butyric Acid		0.097		4DGC	PM2A	6/15/16
E9	g-Hydroxy Butyric Acid		0.139		4DGC	PM2A	6/15/16
E10	a-Keto Valeric Acid		0.193		4DGC	PM2A	6/15/16
E11	Itaconic Acid		0.172		4DGC	PM2A	6/15/16
E12	5-Keto-D-Gluconic Acid		0.125		4DGC	PM2A	6/15/16
F1	D-Lactic Acid Methyl Ester		0.112		4DGC	PM2A	6/15/16
F2	Malonic Acid		0.122		4DGC	PM2A	6/15/16
F3	Melibionic Acid		0.138		4DGC	PM2A	6/15/16
F4	Oxalic Acid		0.153		4DGC	PM2A	6/15/16
F5	Oxalomalic Acid		0.118		4DGC	PM2A	6/15/16
F6	Quinic Acid		0.104		4DGC	PM2A	6/15/16
F7	"D-Ribono-1,4-Lactone"		0.134		4DGC	PM2A	6/15/16
F8	Sebacic Acid		0.112		4DGC	PM2A	6/15/16
F9	Sorbic Acid		0.141		4DGC	PM2A	6/15/16
F10	Succinamic Acid		0.105		4DGC	PM2A	6/15/16
F11	D-Tartaric Acid		0.147		4DGC	PM2A	6/15/16
F12	L-Tartaric Acid		0.128		4DGC	PM2A	6/15/16
G1	Acetamide		0.122		4DGC	PM2A	6/15/16
G2	L-Alaninamide		0.12		4DGC	PM2A	6/15/16
G3	N-Acetyl-L-Glutamic Acid		0.134		4DGC	PM2A	6/15/16
G4	L-Arginine		0.153		4DGC	PM2A	6/15/16
G5	Glycine		0.127		4DGC	PM2A	6/15/16
G6	L-Histidine		0.123		4DGC	PM2A	6/15/16
G7	L-Homoserine		0.047		4DGC	PM2A	6/15/16
G8	Hydroxy-L-Proline		0.119		4DGC	PM2A	6/15/16
G9	L-Isoleucine		0.142		4DGC	PM2A	6/15/16
G10	L-Leucine		0.122		4DGC	PM2A	6/15/16
G11	L-Lysine		0.146		4DGC	PM2A	6/15/16
G12	L-Methionine		0.113		4DGC	PM2A	6/15/16
H1	L-Ornithine		0.12		4DGC	PM2A	6/15/16
H2	Phenylalanine		0.091		4DGC	PM2A	6/15/16
H3	L-Pyroglutamic Acid		0.141		4DGC	PM2A	6/15/16
H4	L-Valine		0.143		4DGC	PM2A	6/15/16
H5	"D,L-Carnitine"		0.127		4DGC	PM2A	6/15/16
H6	Sec-Butylamine		0.139		4DGC	PM2A	6/15/16
H7	"D,L-Octopamine"		0.159		4DGC	PM2A	6/15/16
H8	Putrescine		0.153		4DGC	PM2A	6/15/16
H9	Dihydroxy Acetone		0.112		4DGC	PM2A	6/15/16
H10	"2,3-Butanediol"		0.145		4DGC	PM2A	6/15/16
H11	"2,3-Butanone"		0.062		4DGC	PM2A	6/15/16
H12	3-Hydroxy 2-Butanone		0.115		4DGC	PM2A	6/15/16
A1	Negative Control		0.128		4DGC	PM1	6/15/16
A2	L-Arabinose		0.182		4DGC	PM1	6/15/16
A3	N-Acetyl-D-Glucosamine		0.155		4DGC	PM1	6/15/16
A4	D-Saccharic Acid		0.171		4DGC	PM1	6/15/16
A5	Succinic Acid		0.147		4DGC	PM1	6/15/16
A6	D-Galactose		0.175		4DGC	PM1	6/15/16
A7	L-Aspartic Acid		0.196		4DGC	PM1	6/15/16
A8	L-Proline		0.149		4DGC	PM1	6/15/16
A9	D-Alanine		0.16		4DGC	PM1	6/15/16
A10	D-Trehalose		0.154		4DGC	PM1	6/15/16
A11	D-Mannose		0.188		4DGC	PM1	6/15/16
A12	Dulcitol		0.144		4DGC	PM1	6/15/16
B1	D-Serine		0.046		4DGC	PM1	6/15/16
B2	D-Sorbitol		0.119		4DGC	PM1	6/15/16
B3	Glycerol		0.109		4DGC	PM1	6/15/16
B4	L-Fucose		0.143		4DGC	PM1	6/15/16
B5	D-Glucuronic Acid		0.136		4DGC	PM1	6/15/16
B6	D-Gluconic Acid		0.135		4DGC	PM1	6/15/16
B7	"D,L-a-Glycerol-Phosphate"		0.113		4DGC	PM1	6/15/16
B8	D-Xylose		0.15		4DGC	PM1	6/15/16
B9	L-Lactic Acid		0.13		4DGC	PM1	6/15/16
B10	Formic Acid		0.131		4DGC	PM1	6/15/16
B11	D-Mannitol		0.145		4DGC	PM1	6/15/16
B12	L-Glutamic Acid		0.131		4DGC	PM1	6/15/16
C1	D-Glucose-6-Phosphate		0.109		4DGC	PM1	6/15/16
C2	D-Galactonic Acid-g-Lactone		0.112		4DGC	PM1	6/15/16
C3	"D,L-Malic Acid"		0.126		4DGC	PM1	6/15/16
C4	D-Ribose		0.126		4DGC	PM1	6/15/16
C5	Tween 20		0.011		4DGC	PM1	6/15/16
C6	L-Rhamnose		0.116		4DGC	PM1	6/15/16
C7	D-Fructose		0.11		4DGC	PM1	6/15/16
C8	Acetic Acid		0.105		4DGC	PM1	6/15/16
C9	a-D-Glucose		0.132		4DGC	PM1	6/15/16
C10	Maltose		0.114		4DGC	PM1	6/15/16
C11	D-Melibiose		0.112		4DGC	PM1	6/15/16
C12	Thymidine		0.13		4DGC	PM1	6/15/16
D1	L-Asparagine		0.121		4DGC	PM1	6/15/16
D2	D-Aspartic Acid		0.156		4DGC	PM1	6/15/16
D3	D-Glucosaminic Acid		0.117		4DGC	PM1	6/15/16
D4	"1,2-Propanediol"		0.115		4DGC	PM1	6/15/16
D5	Tween 40		0.034		4DGC	PM1	6/15/16
D6	a-Keto-Glutaric Acid		0.139		4DGC	PM1	6/15/16
D7	a-Keto-Butyric Acid		0.133		4DGC	PM1	6/15/16
D8	a-Methyl-D-Galactoside		0.104		4DGC	PM1	6/15/16
D9	a-D-Lactose		0.112		4DGC	PM1	6/15/16
D10	Lactulose		0.11		4DGC	PM1	6/15/16
D11	Sucrose		0.12		4DGC	PM1	6/15/16
D12	Uridine		0.088		4DGC	PM1	6/15/16
E1	L-Glutamine		0.118		4DGC	PM1	6/15/16
E2	M-Tartaric Acid		0.169		4DGC	PM1	6/15/16
E3	D-Glucose-1-Phosphate		0.113		4DGC	PM1	6/15/16
E4	D-Fructose-6-Phosphate		0.121		4DGC	PM1	6/15/16
E5	Tween 80		0.008		4DGC	PM1	6/15/16
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.111		4DGC	PM1	6/15/16
E7	a-Hydroxy Butyric Acid		0.126		4DGC	PM1	6/15/16
E8	b-Methyl-D-Glucoside		0.107		4DGC	PM1	6/15/16
E9	Adonitol		0.107		4DGC	PM1	6/15/16
E10	Maltotriose		0.116		4DGC	PM1	6/15/16
E11	2-Deoxy Adenosine		0.104		4DGC	PM1	6/15/16
E12	Adenosine		0.094		4DGC	PM1	6/15/16
F1	Glycil-L-Aspartic Acid		0.113		4DGC	PM1	6/15/16
F2	Citric Acid		0.112		4DGC	PM1	6/15/16
F3	M-Inositol		0.134		4DGC	PM1	6/15/16
F4	D-Threonine		0.171		4DGC	PM1	6/15/16
F5	Fumaric Acid		0.118		4DGC	PM1	6/15/16
F6	Bromo Succinic Acid		0.146		4DGC	PM1	6/15/16
F7	Propionic Acid		0.145		4DGC	PM1	6/15/16
F8	Mucic Acid		0.111		4DGC	PM1	6/15/16
F9	Glycolic Acid		0.163		4DGC	PM1	6/15/16
F10	Glyoxylic Acid		0.153		4DGC	PM1	6/15/16
F11	D-Cellobiose		0.115		4DGC	PM1	6/15/16
F12	Inosine		0.112		4DGC	PM1	6/15/16
G1	Glycil-L-Glutamic Acid		0.103		4DGC	PM1	6/15/16
G2	Tricarballylic Acid		0.129		4DGC	PM1	6/15/16
G3	L-Serine		0.114		4DGC	PM1	6/15/16
G4	L-Threonine		0.124		4DGC	PM1	6/15/16
G5	L-Alanine		0.133		4DGC	PM1	6/15/16
G6	L-Alanyl-Glycine		0.109		4DGC	PM1	6/15/16
G7	Acetoacetic Acid		0.099		4DGC	PM1	6/15/16
G8	N-Acetyl-b-D-Mannosamine		0.116		4DGC	PM1	6/15/16
G9	Mono Methyl Succinate		0.159		4DGC	PM1	6/15/16
G10	Methyl Pyruvate		0.122		4DGC	PM1	6/15/16
G11	D-Malic Acid		0.173		4DGC	PM1	6/15/16
G12	L-Malic Acid		0.159		4DGC	PM1	6/15/16
H1	Glycil-L-Proline		0.083		4DGC	PM1	6/15/16
H2	p-Hydroxy Phenyl Acetic Acid		0.098		4DGC	PM1	6/15/16
H3	m-Hydroxy Phenyl Acetic Acid		0.101		4DGC	PM1	6/15/16
H4	Tyramine		0.108		4DGC	PM1	6/15/16
H5	D-Psicose		0.11		4DGC	PM1	6/15/16
H6	L-Lyxose		0.111		4DGC	PM1	6/15/16
H7	Glucuronamide		0.118		4DGC	PM1	6/15/16
H8	Pyruvic Acid		0.121		4DGC	PM1	6/15/16
H9	L-Galactonic Acid-g-Lactone		0.129		4DGC	PM1	6/15/16
H10	D-Galacturonic Acid		0.123		4DGC	PM1	6/15/16
H11	Phenylethyl-amine		0.1		4DGC	PM1	6/15/16
H12	2-Aminoethanol		0.12		4DGC	PM1	6/15/16
A1	Negative Control		0.092		4DGC	PM2A	6/15/16
A2	Chondroitin Sulfate C		0.11		4DGC	PM2A	6/15/16
A3	a-Cyclodextrin		0.127		4DGC	PM2A	6/15/16
A4	b-Cyclodextrin		0.13		4DGC	PM2A	6/15/16
A5	g-Cyclodextrin		0.087		4DGC	PM2A	6/15/16
A6	Dextrin		0.021		4DGC	PM2A	6/15/16
A7	Gelatin		0.032		4DGC	PM2A	6/15/16
A8	Glycogen		0.037		4DGC	PM2A	6/15/16
A9	Inulin		0.112		4DGC	PM2A	6/15/16
A10	Laminarin		0.066		4DGC	PM2A	6/15/16
A11	Mannan		0.023		4DGC	PM2A	6/15/16
A12	Pectin		0.061		4DGC	PM2A	6/15/16
B1	N-Acetyl-D-Galactosamine		0.086		4DGC	PM2A	6/15/16
B2	N-Acetyl-Neuraminic Acid		0.088		4DGC	PM2A	6/15/16
B3	b-D-Allose		0.096		4DGC	PM2A	6/15/16
B4	Amygdalin		0.06		4DGC	PM2A	6/15/16
B5	D-Arabinose		0.089		4DGC	PM2A	6/15/16
B6	D-Arabitol		0.101		4DGC	PM2A	6/15/16
B7	L-Arabitol		0.083		4DGC	PM2A	6/15/16
B8	Arbutin		0.096		4DGC	PM2A	6/15/16
B9	2-Deoxy-D-Ribose		0.07		4DGC	PM2A	6/15/16
B10	I-Erythritol		0.096		4DGC	PM2A	6/15/16
B11	D-Fucose		0.121		4DGC	PM2A	6/15/16
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.077		4DGC	PM2A	6/15/16
C1	Gentiobiose		0.08		4DGC	PM2A	6/15/16
C2	L-Glucose		0.096		4DGC	PM2A	6/15/16
C3	Lactitol		0.09		4DGC	PM2A	6/15/16
C4	D-Melezitose		0.1		4DGC	PM2A	6/15/16
C5	Maltitol		0.091		4DGC	PM2A	6/15/16
C6	a-Methyl-D-Glucoside		0.096		4DGC	PM2A	6/15/16
C7	b-Methyl-D-Gactoside		0.089		4DGC	PM2A	6/15/16
C8	3-Methyl-Glucose		0.118		4DGC	PM2A	6/15/16
C9	b-Methyl-D-Glucuronic Acid		0.1		4DGC	PM2A	6/15/16
C10	a-Methyl-D-Mannoside		0.094		4DGC	PM2A	6/15/16
C11	b-Methyl-D-Xyloside		0.103		4DGC	PM2A	6/15/16
C12	Palatinose		0.106		4DGC	PM2A	6/15/16
D1	D-Raffinose		0.091		4DGC	PM2A	6/15/16
D2	Salicin		0.079		4DGC	PM2A	6/15/16
D3	Sedoheptulosa		0.091		4DGC	PM2A	6/15/16
D4	L-Sorbose		0.091		4DGC	PM2A	6/15/16
D5	Stachyose		0.091		4DGC	PM2A	6/15/16
D6	D-Tagatose		0.103		4DGC	PM2A	6/15/16
D7	Turanose		0.095		4DGC	PM2A	6/15/16
D8	Xylitol		0.099		4DGC	PM2A	6/15/16
D9	N-Acetyl-D-Glucosaminatol		0.093		4DGC	PM2A	6/15/16
D10	g-Amino Butyric Acid		0.082		4DGC	PM2A	6/15/16
D11	d-Amino Valeric Acid		0.086		4DGC	PM2A	6/15/16
D12	Butyric Acid		0.12		4DGC	PM2A	6/15/16
E1	Capric Acid		0.041		4DGC	PM2A	6/15/16
E2	Caproic Acid		0.061		4DGC	PM2A	6/15/16
E3	Citraconic Acid		0.154		4DGC	PM2A	6/15/16
E4	Citramalic Acid		0.089		4DGC	PM2A	6/15/16
E5	D-Glucosamine		0.1		4DGC	PM2A	6/15/16
E6	2-Hydroxy Benzoic Acid		0.274		4DGC	PM2A	6/15/16
E7	4-Hydroxy Benzoic Acid		0.103		4DGC	PM2A	6/15/16
E8	b-Hydroxy Butyric Acid		0.096		4DGC	PM2A	6/15/16
E9	g-Hydroxy Butyric Acid		0.113		4DGC	PM2A	6/15/16
E10	a-Keto Valeric Acid		0.158		4DGC	PM2A	6/15/16
E11	Itaconic Acid		0.168		4DGC	PM2A	6/15/16
E12	5-Keto-D-Gluconic Acid		0.131		4DGC	PM2A	6/15/16
F1	D-Lactic Acid Methyl Ester		0.073		4DGC	PM2A	6/15/16
F2	Malonic Acid		0.09		4DGC	PM2A	6/15/16
F3	Melibionic Acid		0.098		4DGC	PM2A	6/15/16
F4	Oxalic Acid		0.108		4DGC	PM2A	6/15/16
F5	Oxalomalic Acid		0.121		4DGC	PM2A	6/15/16
F6	Quinic Acid		0.108		4DGC	PM2A	6/15/16
F7	"D-Ribono-1,4-Lactone"		0.115		4DGC	PM2A	6/15/16
F8	Sebacic Acid		0.098		4DGC	PM2A	6/15/16
F9	Sorbic Acid		0.126		4DGC	PM2A	6/15/16
F10	Succinamic Acid		0.106		4DGC	PM2A	6/15/16
F11	D-Tartaric Acid		0.147		4DGC	PM2A	6/15/16
F12	L-Tartaric Acid		0.145		4DGC	PM2A	6/15/16
G1	Acetamide		0.088		4DGC	PM2A	6/15/16
G2	L-Alaninamide		0.089		4DGC	PM2A	6/15/16
G3	N-Acetyl-L-Glutamic Acid		0.096		4DGC	PM2A	6/15/16
G4	L-Arginine		0.112		4DGC	PM2A	6/15/16
G5	Glycine		0.125		4DGC	PM2A	6/15/16
G6	L-Histidine		0.098		4DGC	PM2A	6/15/16
G7	L-Homoserine		0.039		4DGC	PM2A	6/15/16
G8	Hydroxy-L-Proline		0.115		4DGC	PM2A	6/15/16
G9	L-Isoleucine		0.102		4DGC	PM2A	6/15/16
G10	L-Leucine		0.123		4DGC	PM2A	6/15/16
G11	L-Lysine		0.095		4DGC	PM2A	6/15/16
G12	L-Methionine		0.099		4DGC	PM2A	6/15/16
H1	L-Ornithine		0.108		4DGC	PM2A	6/15/16
H2	Phenylalanine		0.076		4DGC	PM2A	6/15/16
H3	L-Pyroglutamic Acid		0.076		4DGC	PM2A	6/15/16
H4	L-Valine		0.086		4DGC	PM2A	6/15/16
H5	"D,L-Carnitine"		0.099		4DGC	PM2A	6/15/16
H6	Sec-Butylamine		0.097		4DGC	PM2A	6/15/16
H7	"D,L-Octopamine"		0.108		4DGC	PM2A	6/15/16
H8	Putrescine		0.094		4DGC	PM2A	6/15/16
H9	Dihydroxy Acetone		0.085		4DGC	PM2A	6/15/16
H10	"2,3-Butanediol"		0.092		4DGC	PM2A	6/15/16
H11	"2,3-Butanone"		0.063		4DGC	PM2A	6/15/16
H12	3-Hydroxy 2-Butanone		0.091		4DGC	PM2A	6/15/16
