Cell	Carbon Source	OD 600 Data	OD 550	SMC #	Gene	Plate	Date	Biofilm Width	Bottom of well	Biofilm intensity	Biofilm/Growth	General Notes
D12	Butyric Acid		0.2709		WT	PM2A	5/7/16					
E1	Capric Acid		0.2582		WT	PM2A	5/7/16					
E2	Caproic Acid		0.2668		WT	PM2A	5/7/16					
E3	Citraconic Acid		0.445		WT	PM2A	5/7/16					
E4	Citramalic Acid		0.2629		WT	PM2A	5/7/16					
E5	D-Glucosamine		0.1668		WT	PM2A	5/7/16					
E6	2-Hydroxy Benzoic Acid		0.3591		WT	PM2A	5/7/16					
E7	4-Hydroxy Benzoic Acid		0.2157		WT	PM2A	5/7/16					
E8	b-Hydroxy Butyric Acid		0.3113		WT	PM2A	5/7/16					
E9	g-Hydroxy Butyric Acid		0.2713		WT	PM2A	5/7/16					
E10	a-Keto Valeric Acid		0.4437		WT	PM2A	5/7/16					
E11	Itaconic Acid		0.305		WT	PM2A	5/7/16					
E12	5-Keto-D-Gluconic Acid		0.2297		WT	PM2A	5/7/16					
F1	D-Lactic Acid Methyl Ester		0.294		WT	PM2A	5/7/16					
F2	Malonic Acid		0.2738		WT	PM2A	5/7/16					
F3	Melibionic Acid		0.1538		WT	PM2A	5/7/16					
F4	Oxalic Acid		0.225		WT	PM2A	5/7/16					
F5	Oxalomalic Acid		0.2715		WT	PM2A	5/7/16					
F6	Quinic Acid		0.2744		WT	PM2A	5/7/16					
F7	"D-Ribono-1,4-Lactone"		0.2516		WT	PM2A	5/7/16					
F8	Sebacic Acid		0.2432		WT	PM2A	5/7/16					
F9	Sorbic Acid		0.2282		WT	PM2A	5/7/16					
F10	Succinamic Acid		0.2104		WT	PM2A	5/7/16					
F11	D-Tartaric Acid		0.3306		WT	PM2A	5/7/16					
F12	L-Tartaric Acid		0.2931		WT	PM2A	5/7/16					
G1	Acetamide		0.2644		WT	PM2A	5/7/16					
G2	L-Alaninamide		0.18		WT	PM2A	5/7/16					
G3	N-Acetyl-L-Glutamic Acid		0.2731		WT	PM2A	5/7/16					
G4	L-Arginine		0.4256		WT	PM2A	5/7/16					
G5	Glycine		0.2835		WT	PM2A	5/7/16					
G6	L-Histidine		0.3328		WT	PM2A	5/7/16					
G7	L-Homoserine		0.3489		WT	PM2A	5/7/16					
G8	Hydroxy-L-Proline		0.3988		WT	PM2A	5/7/16					
G9	L-Isoleucine		0.4343		WT	PM2A	5/7/16					
G10	L-Leucine		0.2372		WT	PM2A	5/7/16					
G11	L-Lysine		0.3482		WT	PM2A	5/7/16					
G12	L-Methionine		0.2576		WT	PM2A	5/7/16					
H1	L-Ornithine		0.5167		WT	PM2A	5/7/16					
H2	Phenylalanine		0.2364		WT	PM2A	5/7/16					
H3	L-Pyroglutamic Acid		0.3063		WT	PM2A	5/7/16					
H4	L-Valine		0.2619		WT	PM2A	5/7/16					
H5	"D,L-Carnitine"		0.2737		WT	PM2A	5/7/16					
H6	Sec-Butylamine		0.3049		WT	PM2A	5/7/16					
H7	"D,L-Octopamine"		0.2324		WT	PM2A	5/7/16					
H8	Putrescine		0.2766		WT	PM2A	5/7/16					
H9	Dihydroxy Acetone		0.2739		WT	PM2A	5/7/16					
H10	"2,3-Butanediol"		0.2493		WT	PM2A	5/7/16					
H11	"2,3-Butanone"		0.2074		WT	PM2A	5/7/16					
H12	3-Hydroxy 2-Butanone		0.2502		WT	PM2A	5/7/16					
A1	Negative Control		0.235		GcbC	PM2A	5/7/16					
A2	Chondroitin Sulfate C		0.3229		GcbC	PM2A	5/7/16					
A3	a-Cyclodextrin		0.2617		GcbC	PM2A	5/7/16					
A4	b-Cyclodextrin		0.2993		GcbC	PM2A	5/7/16					
A5	g-Cyclodextrin		0.323		GcbC	PM2A	5/7/16					
A6	Dextrin		0.0736		GcbC	PM2A	5/7/16					
A7	Gelatin		0.0981		GcbC	PM2A	5/7/16					
A8	Glycogen		0.1079		GcbC	PM2A	5/7/16					
A9	Inulin		0.2208		GcbC	PM2A	5/7/16					
A10	Laminarin		0.1952		GcbC	PM2A	5/7/16					
A11	Mannan		0.0526		GcbC	PM2A	5/7/16					
A12	Pectin		0.1526		GcbC	PM2A	5/7/16					
B1	N-Acetyl-D-Galactosamine		0.2316		GcbC	PM2A	5/7/16					
B2	N-Acetyl-Neuraminic Acid		0.2477		GcbC	PM2A	5/7/16					
B3	b-D-Allose		0.2704		GcbC	PM2A	5/7/16					
B4	Amygdalin		0.2817		GcbC	PM2A	5/7/16					
B5	D-Arabinose		0.3149		GcbC	PM2A	5/7/16					
B6	D-Arabitol		0.3841		GcbC	PM2A	5/7/16					
B7	L-Arabitol		0.3176		GcbC	PM2A	5/7/16					
B8	Arbutin		0.2891		GcbC	PM2A	5/7/16					
B9	2-Deoxy-D-Ribose		0.2204		GcbC	PM2A	5/7/16					
B10	I-Erythritol		0.2861		GcbC	PM2A	5/7/16					
B11	D-Fucose		0.26		GcbC	PM2A	5/7/16					
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.2026		GcbC	PM2A	5/7/16					
C1	Gentiobiose		0.2448		GcbC	PM2A	5/7/16					
C2	L-Glucose		0.2645		GcbC	PM2A	5/7/16					
C3	Lactitol		0.2425		GcbC	PM2A	5/7/16					
C4	D-Melezitose		0.2992		GcbC	PM2A	5/7/16					
C5	Maltitol		0.2864		GcbC	PM2A	5/7/16					
C6	a-Methyl-D-Glucoside		0.3125		GcbC	PM2A	5/7/16					
C7	b-Methyl-D-Gactoside		0.2997		GcbC	PM2A	5/7/16					
C8	3-Methyl-Glucose		0.3084		GcbC	PM2A	5/7/16					
C9	b-Methyl-D-Glucuronic Acid		0.3059		GcbC	PM2A	5/7/16					
C10	a-Methyl-D-Mannoside		0.3044		GcbC	PM2A	5/7/16					
C11	b-Methyl-D-Xyloside		0.266		GcbC	PM2A	5/7/16					
C12	Palatinose		0.256		GcbC	PM2A	5/7/16					
D1	D-Raffinose		0.2398		GcbC	PM2A	5/7/16					
D2	Salicin		0.2173		GcbC	PM2A	5/7/16					
D3	Sedoheptulosa		0.2685		GcbC	PM2A	5/7/16					
D4	L-Sorbose		0.3127		GcbC	PM2A	5/7/16					
D5	Stachyose		0.2854		GcbC	PM2A	5/7/16					
D6	D-Tagatose		0.3027		GcbC	PM2A	5/7/16					
D7	Turanose		0.33		GcbC	PM2A	5/7/16					
D8	Xylitol		0.3043		GcbC	PM2A	5/7/16					
D9	N-Acetyl-D-Glucosaminatol		0.3082		GcbC	PM2A	5/7/16					
D10	g-Amino Butyric Acid		0.3153		GcbC	PM2A	5/7/16					
D11	d-Amino Valeric Acid		0.2477		GcbC	PM2A	5/7/16					
D12	Butyric Acid		0.3302		GcbC	PM2A	5/7/16					
E1	Capric Acid		0.2407		GcbC	PM2A	5/7/16					
E2	Caproic Acid		0.2827		GcbC	PM2A	5/7/16					
E3	Citraconic Acid		0.4563		GcbC	PM2A	5/7/16					
E4	Citramalic Acid		0.3316		GcbC	PM2A	5/7/16					
E5	D-Glucosamine		0.2939		GcbC	PM2A	5/7/16					
E6	2-Hydroxy Benzoic Acid		0.3419		GcbC	PM2A	5/7/16					
E7	4-Hydroxy Benzoic Acid		0.3101		GcbC	PM2A	5/7/16					
E8	b-Hydroxy Butyric Acid		0.3765		GcbC	PM2A	5/7/16					
E9	g-Hydroxy Butyric Acid		0.3344		GcbC	PM2A	5/7/16					
E10	a-Keto Valeric Acid		0.441		GcbC	PM2A	5/7/16					
E11	Itaconic Acid		0.399		GcbC	PM2A	5/7/16					
E12	5-Keto-D-Gluconic Acid		0.2483		GcbC	PM2A	5/7/16					
F1	D-Lactic Acid Methyl Ester		0.2659		GcbC	PM2A	5/7/16					
F2	Malonic Acid		0.2729		GcbC	PM2A	5/7/16					
F3	Melibionic Acid		0.2051		GcbC	PM2A	5/7/16					
F4	Oxalic Acid		0.2745		GcbC	PM2A	5/7/16					
F5	Oxalomalic Acid		0.357		GcbC	PM2A	5/7/16					
F6	Quinic Acid		0.3259		GcbC	PM2A	5/7/16					
F7	"D-Ribono-1,4-Lactone"		0.3271		GcbC	PM2A	5/7/16					
F8	Sebacic Acid		0.306		GcbC	PM2A	5/7/16					
F9	Sorbic Acid		0.2679		GcbC	PM2A	5/7/16					
F10	Succinamic Acid		0.2858		GcbC	PM2A	5/7/16					
F11	D-Tartaric Acid		0.4018		GcbC	PM2A	5/7/16					
F12	L-Tartaric Acid		0.2883		GcbC	PM2A	5/7/16					
G1	Acetamide		0.2548		GcbC	PM2A	5/7/16					
G2	L-Alaninamide		0.2235		GcbC	PM2A	5/7/16					
G3	N-Acetyl-L-Glutamic Acid		0.2743		GcbC	PM2A	5/7/16					
G4	L-Arginine		0.5109		GcbC	PM2A	5/7/16					
G5	Glycine		0.3842		GcbC	PM2A	5/7/16					
G6	L-Histidine		0.3703		GcbC	PM2A	5/7/16					
G7	L-Homoserine		0.1836		GcbC	PM2A	5/7/16					
G8	Hydroxy-L-Proline		0.4111		GcbC	PM2A	5/7/16					
G9	L-Isoleucine		0.4656		GcbC	PM2A	5/7/16					
G10	L-Leucine		0.3275		GcbC	PM2A	5/7/16					
G11	L-Lysine		0.3649		GcbC	PM2A	5/7/16					
G12	L-Methionine		0.2736		GcbC	PM2A	5/7/16					
H1	L-Ornithine		0.4565		GcbC	PM2A	5/7/16					
H2	Phenylalanine		0.2417		GcbC	PM2A	5/7/16					
H3	L-Pyroglutamic Acid		0.2668		GcbC	PM2A	5/7/16					
H4	L-Valine		0.2664		GcbC	PM2A	5/7/16					
H5	"D,L-Carnitine"		0.3203		GcbC	PM2A	5/7/16					
H6	Sec-Butylamine		0.3192		GcbC	PM2A	5/7/16					
H7	"D,L-Octopamine"		0.2932		GcbC	PM2A	5/7/16					
H8	Putrescine		0.3494		GcbC	PM2A	5/7/16					
H9	Dihydroxy Acetone		0.2754		GcbC	PM2A	5/7/16					
H10	"2,3-Butanediol"		0.3199		GcbC	PM2A	5/7/16					
H11	"2,3-Butanone"		0.2186		GcbC	PM2A	5/7/16					
H12	3-Hydroxy 2-Butanone		0.2768		GcbC	PM2A	5/7/16					
A1	Negative Control		0.4585		4086	PM2A	5/7/16					
A2	Chondroitin Sulfate C		0.5697		4086	PM2A	5/7/16					
A3	a-Cyclodextrin		0.407		4086	PM2A	5/7/16					
A4	b-Cyclodextrin		0.3921		4086	PM2A	5/7/16					
A5	g-Cyclodextrin		0.3885		4086	PM2A	5/7/16					
A6	Dextrin		0.2011		4086	PM2A	5/7/16					
A7	Gelatin		0.3331		4086	PM2A	5/7/16					
A8	Glycogen		0.2909		4086	PM2A	5/7/16					
A9	Inulin		0.343		4086	PM2A	5/7/16					
A10	Laminarin		0.3428		4086	PM2A	5/7/16					
A11	Mannan		0.2767		4086	PM2A	5/7/16					
A12	Pectin		0.2599		4086	PM2A	5/7/16					
B1	N-Acetyl-D-Galactosamine		0.3722		4086	PM2A	5/7/16					
B2	N-Acetyl-Neuraminic Acid		0.4807		4086	PM2A	5/7/16					
B3	b-D-Allose		0.5048		4086	PM2A	5/7/16					
B4	Amygdalin		0.4007		4086	PM2A	5/7/16					
B5	D-Arabinose		0.4992		4086	PM2A	5/7/16					
B6	D-Arabitol		0.546		4086	PM2A	5/7/16					
B7	L-Arabitol		0.4523		4086	PM2A	5/7/16					
B8	Arbutin		0.4308		4086	PM2A	5/7/16					
B9	2-Deoxy-D-Ribose		0.3509		4086	PM2A	5/7/16					
B10	I-Erythritol		0.4165		4086	PM2A	5/7/16					
B11	D-Fucose		0.4561		4086	PM2A	5/7/16					
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.2003		4086	PM2A	5/7/16					
C1	Gentiobiose		0.431		4086	PM2A	5/7/16					
C2	L-Glucose		0.4883		4086	PM2A	5/7/16					
C3	Lactitol		0.4232		4086	PM2A	5/7/16					
C4	D-Melezitose		0.4106		4086	PM2A	5/7/16					
C5	Maltitol		0.4185		4086	PM2A	5/7/16					
C6	a-Methyl-D-Glucoside		0.3905		4086	PM2A	5/7/16					
C7	b-Methyl-D-Gactoside		0.4288		4086	PM2A	5/7/16					
C8	3-Methyl-Glucose		0.4201		4086	PM2A	5/7/16					
C9	b-Methyl-D-Glucuronic Acid		0.3988		4086	PM2A	5/7/16					
C10	a-Methyl-D-Mannoside		0.4499		4086	PM2A	5/7/16					
C11	b-Methyl-D-Xyloside		0.4572		4086	PM2A	5/7/16					
C12	Palatinose		0.4099		4086	PM2A	5/7/16					
D1	D-Raffinose		0.4191		4086	PM2A	5/7/16					
D2	Salicin		0.3694		4086	PM2A	5/7/16					
D3	Sedoheptulosa		0.3985		4086	PM2A	5/7/16					
D4	L-Sorbose		0.4283		4086	PM2A	5/7/16					
D5	Stachyose		0.3892		4086	PM2A	5/7/16					
D6	D-Tagatose		0.4353		4086	PM2A	5/7/16					
D7	Turanose		0.4095		4086	PM2A	5/7/16					
D8	Xylitol		0.443		4086	PM2A	5/7/16					
D9	N-Acetyl-D-Glucosaminatol		0.3273		4086	PM2A	5/7/16					
D10	g-Amino Butyric Acid		0.4228		4086	PM2A	5/7/16					
D11	d-Amino Valeric Acid		0.4116		4086	PM2A	5/7/16					
D12	Butyric Acid		0.5236		4086	PM2A	5/7/16					
E1	Capric Acid		0.3233		4086	PM2A	5/7/16					
E2	Caproic Acid		0.3267		4086	PM2A	5/7/16					
E3	Citraconic Acid		0.5971		4086	PM2A	5/7/16					
E4	Citramalic Acid		0.41		4086	PM2A	5/7/16					
E5	D-Glucosamine		0.3441		4086	PM2A	5/7/16					
E6	2-Hydroxy Benzoic Acid		0.3748		4086	PM2A	5/7/16					
E7	4-Hydroxy Benzoic Acid		0.2985		4086	PM2A	5/7/16					
E8	b-Hydroxy Butyric Acid		0.6179		4086	PM2A	5/7/16					
E9	g-Hydroxy Butyric Acid		0.4658		4086	PM2A	5/7/16					
E10	a-Keto Valeric Acid		0.4665		4086	PM2A	5/7/16					
E11	Itaconic Acid		0.5852		4086	PM2A	5/7/16					
E12	5-Keto-D-Gluconic Acid		0.3463		4086	PM2A	5/7/16					
F1	D-Lactic Acid Methyl Ester		0.407		4086	PM2A	5/7/16					
F2	Malonic Acid		0.4227		4086	PM2A	5/7/16					
F3	Melibionic Acid		0.1428		4086	PM2A	5/7/16					
F4	Oxalic Acid		0.3154		4086	PM2A	5/7/16					
F5	Oxalomalic Acid		0.4199		4086	PM2A	5/7/16					
F6	Quinic Acid		0.4085		4086	PM2A	5/7/16					
F7	"D-Ribono-1,4-Lactone"		0.4085		4086	PM2A	5/7/16					
F8	Sebacic Acid		0.3799		4086	PM2A	5/7/16					
F9	Sorbic Acid		0.3171		4086	PM2A	5/7/16					
F10	Succinamic Acid		0.3313		4086	PM2A	5/7/16					
F11	D-Tartaric Acid		0.4591		4086	PM2A	5/7/16					
F12	L-Tartaric Acid		0.4707		4086	PM2A	5/7/16					
G1	Acetamide		0.4336		4086	PM2A	5/7/16					
G2	L-Alaninamide		0.3555		4086	PM2A	5/7/16					
G3	N-Acetyl-L-Glutamic Acid		0.4466		4086	PM2A	5/7/16					
G4	L-Arginine		0.5859		4086	PM2A	5/7/16					
G5	Glycine		0.4369		4086	PM2A	5/7/16					
G6	L-Histidine		0.5215		4086	PM2A	5/7/16					
G7	L-Homoserine		0.1121		4086	PM2A	5/7/16					
G8	Hydroxy-L-Proline		0.5295		4086	PM2A	5/7/16					
G9	L-Isoleucine		0.614		4086	PM2A	5/7/16					
G10	L-Leucine		0.4003		4086	PM2A	5/7/16					
G11	L-Lysine		0.5556		4086	PM2A	5/7/16					
G12	L-Methionine		0.431		4086	PM2A	5/7/16					
H1	L-Ornithine		0.6651		4086	PM2A	5/7/16					
H2	Phenylalanine		0.3316		4086	PM2A	5/7/16					
H3	L-Pyroglutamic Acid		0.4326		4086	PM2A	5/7/16					
H4	L-Valine		0.4417		4086	PM2A	5/7/16					
H5	"D,L-Carnitine"		0.4653		4086	PM2A	5/7/16					
H6	Sec-Butylamine		0.5484		4086	PM2A	5/7/16					
H7	"D,L-Octopamine"		0.4245		4086	PM2A	5/7/16					
H8	Putrescine		0.465		4086	PM2A	5/7/16					
H9	Dihydroxy Acetone		0.4356		4086	PM2A	5/7/16					
H10	"2,3-Butanediol"		0.4132		4086	PM2A	5/7/16					
H11	"2,3-Butanone"		0.3442		4086	PM2A	5/7/16					
H12	3-Hydroxy 2-Butanone		0.4064		4086	PM2A	5/7/16					
A1	Negative Control		0.246		4257	PM2A	5/7/16					
A2	Chondroitin Sulfate C		0.2932		4257	PM2A	5/7/16					
A3	a-Cyclodextrin		0.2403		4257	PM2A	5/7/16					
A4	b-Cyclodextrin		0.22		4257	PM2A	5/7/16					
A5	g-Cyclodextrin		0.2128		4257	PM2A	5/7/16					
A6	Dextrin		0.0848		4257	PM2A	5/7/16					
A7	Gelatin		0.1126		4257	PM2A	5/7/16					
A8	Glycogen		0.106		4257	PM2A	5/7/16					
A9	Inulin		0.1811		4257	PM2A	5/7/16					
A10	Laminarin		0.1719		4257	PM2A	5/7/16					
A11	Mannan		0.075		4257	PM2A	5/7/16					
A12	Pectin		0.117		4257	PM2A	5/7/16					
B1	N-Acetyl-D-Galactosamine		0.2205		4257	PM2A	5/7/16					
B2	N-Acetyl-Neuraminic Acid		0.2528		4257	PM2A	5/7/16					
B3	b-D-Allose		0.2725		4257	PM2A	5/7/16					
B4	Amygdalin		0.2127		4257	PM2A	5/7/16					
B5	D-Arabinose		0.2583		4257	PM2A	5/7/16					
B6	D-Arabitol		0.2847		4257	PM2A	5/7/16					
B7	L-Arabitol		0.2154		4257	PM2A	5/7/16					
B8	Arbutin		0.2368		4257	PM2A	5/7/16					
B9	2-Deoxy-D-Ribose		0.182		4257	PM2A	5/7/16					
B10	I-Erythritol		0.2247		4257	PM2A	5/7/16					
B11	D-Fucose		0.2648		4257	PM2A	5/7/16					
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.1775		4257	PM2A	5/7/16					
C1	Gentiobiose		0.2288		4257	PM2A	5/7/16					
C2	L-Glucose		0.2534		4257	PM2A	5/7/16					
C3	Lactitol		0.2193		4257	PM2A	5/7/16					
C4	D-Melezitose		0.2249		4257	PM2A	5/7/16					
C5	Maltitol		0.2273		4257	PM2A	5/7/16					
C6	a-Methyl-D-Glucoside		0.2144		4257	PM2A	5/7/16					
C7	b-Methyl-D-Gactoside		0.2119		4257	PM2A	5/7/16					
C8	3-Methyl-Glucose		0.1804		4257	PM2A	5/7/16					
C9	b-Methyl-D-Glucuronic Acid		0.2033		4257	PM2A	5/7/16					
C10	a-Methyl-D-Mannoside		0.2318		4257	PM2A	5/7/16					
C11	b-Methyl-D-Xyloside		0.2557		4257	PM2A	5/7/16					
C12	Palatinose		0.2454		4257	PM2A	5/7/16					
D1	D-Raffinose		0.2342		4257	PM2A	5/7/16					
D2	Salicin		0.1935		4257	PM2A	5/7/16					
D3	Sedoheptulosa		0.2298		4257	PM2A	5/7/16					
D4	L-Sorbose		0.2195		4257	PM2A	5/7/16					
D5	Stachyose		0.21		4257	PM2A	5/7/16					
D6	D-Tagatose		0.2216		4257	PM2A	5/7/16					
D7	Turanose		0.234		4257	PM2A	5/7/16					
D8	Xylitol		0.2112		4257	PM2A	5/7/16					
D9	N-Acetyl-D-Glucosaminatol		0.2039		4257	PM2A	5/7/16					
D10	g-Amino Butyric Acid		0.2901		4257	PM2A	5/7/16					
D11	d-Amino Valeric Acid		0.24		4257	PM2A	5/7/16					
D12	Butyric Acid		0.3128		4257	PM2A	5/7/16					
E1	Capric Acid		0.1698		4257	PM2A	5/7/16					
E2	Caproic Acid		0.2697		4257	PM2A	5/7/16					
E3	Citraconic Acid		0.3789		4257	PM2A	5/7/16					
E4	Citramalic Acid		0.2433		4257	PM2A	5/7/16					
E5	D-Glucosamine		0.1847		4257	PM2A	5/7/16					
E6	2-Hydroxy Benzoic Acid		0.3165		4257	PM2A	5/7/16					
E7	4-Hydroxy Benzoic Acid		0.216		4257	PM2A	5/7/16					
E8	b-Hydroxy Butyric Acid		0.3414		4257	PM2A	5/7/16					
E9	g-Hydroxy Butyric Acid		0.2676		4257	PM2A	5/7/16					
E10	a-Keto Valeric Acid		0.3743		4257	PM2A	5/7/16					
E11	Itaconic Acid		0.3401		4257	PM2A	5/7/16					
E12	5-Keto-D-Gluconic Acid		0.1878		4257	PM2A	5/7/16					
F1	D-Lactic Acid Methyl Ester		0.2524		4257	PM2A	5/7/16					
F2	Malonic Acid		0.2664		4257	PM2A	5/7/16					
F3	Melibionic Acid		0.1256		4257	PM2A	5/7/16					
F4	Oxalic Acid		0.2165		4257	PM2A	5/7/16					
F5	Oxalomalic Acid		0.2391		4257	PM2A	5/7/16					
F6	Quinic Acid		0.2395		4257	PM2A	5/7/16					
F7	"D-Ribono-1,4-Lactone"		0.2434		4257	PM2A	5/7/16					
F8	Sebacic Acid		0.2292		4257	PM2A	5/7/16					
F9	Sorbic Acid		0.2683		4257	PM2A	5/7/16					
F10	Succinamic Acid		0.1985		4257	PM2A	5/7/16					
F11	D-Tartaric Acid		0.357		4257	PM2A	5/7/16					
F12	L-Tartaric Acid		0.2586		4257	PM2A	5/7/16					
G1	Acetamide		0.2408		4257	PM2A	5/7/16					
G2	L-Alaninamide		0.2004		4257	PM2A	5/7/16					
G3	N-Acetyl-L-Glutamic Acid		0.2471		4257	PM2A	5/7/16					
G4	L-Arginine		0.4778		4257	PM2A	5/7/16					
G5	Glycine		0.2742		4257	PM2A	5/7/16					
G6	L-Histidine		0.3428		4257	PM2A	5/7/16					
G7	L-Homoserine		0.2548		4257	PM2A	5/7/16					
G8	Hydroxy-L-Proline		0.4284		4257	PM2A	5/7/16					
G9	L-Isoleucine		0.4336		4257	PM2A	5/7/16					
G10	L-Leucine		0.2668		4257	PM2A	5/7/16					
G11	L-Lysine		0.3813		4257	PM2A	5/7/16					
G12	L-Methionine		0.2858		4257	PM2A	5/7/16					
H1	L-Ornithine		0.4819		4257	PM2A	5/7/16					
H2	Phenylalanine		0.2065		4257	PM2A	5/7/16					
H3	L-Pyroglutamic Acid		0.2915		4257	PM2A	5/7/16					
H4	L-Valine		0.2813		4257	PM2A	5/7/16					
H5	"D,L-Carnitine"		0.2958		4257	PM2A	5/7/16					
H6	Sec-Butylamine		0.3037		4257	PM2A	5/7/16					
H7	"D,L-Octopamine"		0.2492		4257	PM2A	5/7/16					
H8	Putrescine		0.3186		4257	PM2A	5/7/16					
H9	Dihydroxy Acetone		0.2476		4257	PM2A	5/7/16					
H10	"2,3-Butanediol"		0.2337		4257	PM2A	5/7/16					
H11	"2,3-Butanone"		0.2114		4257	PM2A	5/7/16					
H12	3-Hydroxy 2-Butanone		0.2627		4257	PM2A	5/7/16					
A1	Negative Control		0.2022		4884	PM2A	5/7/16					
A2	Chondroitin Sulfate C		0.3047		4884	PM2A	5/7/16					
A3	a-Cyclodextrin		0.2497		4884	PM2A	5/7/16					
A4	b-Cyclodextrin		0.4498		4884	PM2A	5/7/16					
A5	g-Cyclodextrin		0.3729		4884	PM2A	5/7/16					
A6	Dextrin		0.3346		4884	PM2A	5/7/16					
A7	Gelatin		0.4749		4884	PM2A	5/7/16					
A8	Glycogen		0.3582		4884	PM2A	5/7/16					
A9	Inulin		0.2813		4884	PM2A	5/7/16					
A10	Laminarin		0.2863		4884	PM2A	5/7/16					
A11	Mannan		0.385		4884	PM2A	5/7/16					
A12	Pectin		0.2824		4884	PM2A	5/7/16					
B1	N-Acetyl-D-Galactosamine		0.1824		4884	PM2A	5/7/16					
B2	N-Acetyl-Neuraminic Acid		0.2442		4884	PM2A	5/7/16					
B3	b-D-Allose		0.2513		4884	PM2A	5/7/16					
B4	Amygdalin		0.2886		4884	PM2A	5/7/16					
B5	D-Arabinose		0.2587		4884	PM2A	5/7/16					
B6	D-Arabitol		0.4491		4884	PM2A	5/7/16					
B7	L-Arabitol		0.2614		4884	PM2A	5/7/16					
B8	Arbutin		0.3714		4884	PM2A	5/7/16					
B9	2-Deoxy-D-Ribose		0.3611		4884	PM2A	5/7/16					
B10	I-Erythritol		0.3175		4884	PM2A	5/7/16					
B11	D-Fucose		0.4051		4884	PM2A	5/7/16					
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.3867		4884	PM2A	5/7/16					
C1	Gentiobiose		0.2866		4884	PM2A	5/7/16					
C2	L-Glucose		0.3944		4884	PM2A	5/7/16					
C3	Lactitol		0.3363		4884	PM2A	5/7/16					
C4	D-Melezitose		0.2765		4884	PM2A	5/7/16					
C5	Maltitol		0.0233		4884	PM2A	5/7/16					
C6	a-Methyl-D-Glucoside		0.2947		4884	PM2A	5/7/16					
C7	b-Methyl-D-Gactoside		0.2995		4884	PM2A	5/7/16					
