Cell	Carbon Source	OD 600 Data	OD 550	SMC #	Gene	Plate	Date
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.3495		WT	PM1	3/2/16
E7	a-Hydroxy Butyric Acid		0.6206		WT	PM1	3/2/16
E8	b-Methyl-D-Glucoside		0.3789		WT	PM1	3/2/16
E9	Adonitol		0.3663		WT	PM1	3/2/16
E10	Maltotriose		0.3591		WT	PM1	3/2/16
E11	2-Deoxy Adenosine		0.2803		WT	PM1	3/2/16
E12	Adenosine		0.2572		WT	PM1	3/2/16
F1	Glycil-L-Aspartic Acid		0.3825		WT	PM1	3/2/16
F2	Citric Acid		0.5553		WT	PM1	3/2/16
F3	M-Inositol		0.3346		WT	PM1	3/2/16
F4	D-Threonine		0.5555		WT	PM1	3/2/16
F5	Fumaric Acid		0.4097		WT	PM1	3/2/16
F6	Bromo Succinic Acid		0.3866		WT	PM1	3/2/16
F7	Propionic Acid		0.3517		WT	PM1	3/2/16
F8	Mucic Acid		0.2781		WT	PM1	3/2/16
F9	Glycolic Acid		0.3184		WT	PM1	3/2/16
F10	Glyoxylic Acid		0.4864		WT	PM1	3/2/16
F11	D-Cellobiose		0.3089		WT	PM1	3/2/16
F12	Inosine		0.3089		WT	PM1	3/2/16
G1	Glycil-L-Glutamic Acid		0.3981		WT	PM1	3/2/16
G2	Tricarballylic Acid		0.5067		WT	PM1	3/2/16
G3	L-Serine		0.6142		WT	PM1	3/2/16
G4	L-Threonine		0.7028		WT	PM1	3/2/16
G5	L-Alanine		0.4147		WT	PM1	3/2/16
G6	L-Alanyl-Glycine		0.3707		WT	PM1	3/2/16
G7	Acetoacetic Acid		0.2977		WT	PM1	3/2/16
G8	N-Acetyl-b-D-Mannosamine		0.3512		WT	PM1	3/2/16
G9	Mono Methyl Succinate		0.4821		WT	PM1	3/2/16
G10	Methyl Pyruvate		0.2395		WT	PM1	3/2/16
G11	D-Malic Acid		0.5931		WT	PM1	3/2/16
G12	L-Malic Acid		0.4638		WT	PM1	3/2/16
H1	Glycil-L-Proline		0.2727		WT	PM1	3/2/16
H2	p-Hydroxy Phenyl Acetic Acid		0.317		WT	PM1	3/2/16
H3	m-Hydroxy Phenyl Acetic Acid		0.3487		WT	PM1	3/2/16
H4	Tyramine		0.4969		WT	PM1	3/2/16
H5	D-Psicose		0.2874		WT	PM1	3/2/16
H6	L-Lyxose		0.2914		WT	PM1	3/2/16
H7	Glucuronamide		0.2861		WT	PM1	3/2/16
H8	Pyruvic Acid		0.3563		WT	PM1	3/2/16
H9	L-Galactonic Acid-g-Lactone		0.3898		WT	PM1	3/2/16
H10	D-Galacturonic Acid		0.4209		WT	PM1	3/2/16
H11	Phenylethyl-amine		0.504		WT	PM1	3/2/16
H12	2-Aminoethanol		0.5098		WT	PM1	3/2/16
A1	Negative Control		0.4296		0048	PM1	3/2/16
A2	L-Arabinose		0.4077		0048	PM1	3/2/16
A3	N-Acetyl-D-Glucosamine		0.3144		0048	PM1	3/2/16
A4	D-Saccharic Acid		0.6349		0048	PM1	3/2/16
A5	Succinic Acid		0.4683		0048	PM1	3/2/16
A6	D-Galactose		0.4905		0048	PM1	3/2/16
A7	L-Aspartic Acid		0.6869		0048	PM1	3/2/16
A8	L-Proline		0.521		0048	PM1	3/2/16
A9	D-Alanine		0.3253		0048	PM1	3/2/16
A10	D-Trehalose		0.4667		0048	PM1	3/2/16
A11	D-Mannose		0.6106		0048	PM1	3/2/16
A12	Dulcitol		0.5606		0048	PM1	3/2/16
B1	D-Serine		0.1798		0048	PM1	3/2/16
B2	D-Sorbitol		0.31		0048	PM1	3/2/16
B3	Glycerol		0.3506		0048	PM1	3/2/16
B4	L-Fucose		0.4358		0048	PM1	3/2/16
B5	D-Glucuronic Acid		0.4773		0048	PM1	3/2/16
B6	D-Gluconic Acid		0.6149		0048	PM1	3/2/16
B7	"D,L-a-Glycerol-Phosphate"		0.4995		0048	PM1	3/2/16
B8	D-Xylose		0.5947		0048	PM1	3/2/16
B9	L-Lactic Acid		0.5492		0048	PM1	3/2/16
B10	Formic Acid		0.5746		0048	PM1	3/2/16
B11	D-Mannitol		0.6416		0048	PM1	3/2/16
B12	L-Glutamic Acid		0.6487		0048	PM1	3/2/16
C1	D-Glucose-6-Phosphate		0.6563		0048	PM1	3/2/16
C2	D-Galactonic Acid-g-Lactone		0.4297		0048	PM1	3/2/16
C3	"D,L-Malic Acid"		0.4481		0048	PM1	3/2/16
C4	D-Ribose		0.5221		0048	PM1	3/2/16
C5	Tween 20		0.0278		0048	PM1	3/2/16
C6	L-Rhamnose		0.4134		0048	PM1	3/2/16
C7	D-Fructose		0.5308		0048	PM1	3/2/16
C8	Acetic Acid		0.5253		0048	PM1	3/2/16
C9	a-D-Glucose		0.6356		0048	PM1	3/2/16
C10	Maltose		0.4781		0048	PM1	3/2/16
C11	D-Melibiose		0.4851		0048	PM1	3/2/16
C12	Thymidine		0.5819		0048	PM1	3/2/16
D1	L-Asparagine		0.5007		0048	PM1	3/2/16
D2	D-Aspartic Acid		0.3944		0048	PM1	3/2/16
D3	D-Glucosaminic Acid		0.5213		0048	PM1	3/2/16
D4	"1,2-Propanediol"		0.3859		0048	PM1	3/2/16
D5	Tween 40		0.0325		0048	PM1	3/2/16
D6	a-Keto-Glutaric Acid		0.4498		0048	PM1	3/2/16
D7	a-Keto-Butyric Acid		0.6642		0048	PM1	3/2/16
D8	a-Methyl-D-Galactoside		0.4665		0048	PM1	3/2/16
D9	a-D-Lactose		0.4526		0048	PM1	3/2/16
D10	Lactulose		0.4669		0048	PM1	3/2/16
D11	Sucrose		0.4771		0048	PM1	3/2/16
D12	Uridine		0.4944		0048	PM1	3/2/16
E1	L-Glutamine		0.615		0048	PM1	3/2/16
E2	M-Tartaric Acid		0.6545		0048	PM1	3/2/16
E3	D-Glucose-1-Phosphate		0.3725		0048	PM1	3/2/16
E4	D-Fructose-6-Phosphate		0.3943		0048	PM1	3/2/16
E5	Tween 80		0.0319		0048	PM1	3/2/16
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.5416		0048	PM1	3/2/16
E7	a-Hydroxy Butyric Acid		0.7651		0048	PM1	3/2/16
E8	b-Methyl-D-Glucoside		0.5168		0048	PM1	3/2/16
E9	Adonitol		0.4575		0048	PM1	3/2/16
E10	Maltotriose		0.4358		0048	PM1	3/2/16
E11	2-Deoxy Adenosine		0.4022		0048	PM1	3/2/16
E12	Adenosine		0.4218		0048	PM1	3/2/16
F1	Glycil-L-Aspartic Acid		0.5615		0048	PM1	3/2/16
F2	Citric Acid		0.5227		0048	PM1	3/2/16
F3	M-Inositol		0.254		0048	PM1	3/2/16
F4	D-Threonine		0.6762		0048	PM1	3/2/16
F5	Fumaric Acid		0.4593		0048	PM1	3/2/16
F6	Bromo Succinic Acid		0.4096		0048	PM1	3/2/16
F7	Propionic Acid		0.6623		0048	PM1	3/2/16
F8	Mucic Acid		0.3538		0048	PM1	3/2/16
F9	Glycolic Acid		0.5605		0048	PM1	3/2/16
F10	Glyoxylic Acid		0.6373		0048	PM1	3/2/16
F11	D-Cellobiose		0.4455		0048	PM1	3/2/16
F12	Inosine		0.5074		0048	PM1	3/2/16
G1	Glycil-L-Glutamic Acid		0.5148		0048	PM1	3/2/16
G2	Tricarballylic Acid		0.4334		0048	PM1	3/2/16
G3	L-Serine		0.495		0048	PM1	3/2/16
G4	L-Threonine		0.5613		0048	PM1	3/2/16
G5	L-Alanine		0.4612		0048	PM1	3/2/16
G6	L-Alanyl-Glycine		0.3571		0048	PM1	3/2/16
G7	Acetoacetic Acid		0.418		0048	PM1	3/2/16
G8	N-Acetyl-b-D-Mannosamine		0.5182		0048	PM1	3/2/16
G9	Mono Methyl Succinate		0.5627		0048	PM1	3/2/16
G10	Methyl Pyruvate		0.3636		0048	PM1	3/2/16
G11	D-Malic Acid		0.7071		0048	PM1	3/2/16
G12	L-Malic Acid		0.6831		0048	PM1	3/2/16
H1	Glycil-L-Proline		0.371		0048	PM1	3/2/16
H2	p-Hydroxy Phenyl Acetic Acid		0.362		0048	PM1	3/2/16
H3	m-Hydroxy Phenyl Acetic Acid		0.4303		0048	PM1	3/2/16
H4	Tyramine		0.5758		0048	PM1	3/2/16
H5	D-Psicose		0.4312		0048	PM1	3/2/16
H6	L-Lyxose		0.4167		0048	PM1	3/2/16
H7	Glucuronamide		0.4039		0048	PM1	3/2/16
H8	Pyruvic Acid		0.528		0048	PM1	3/2/16
H9	L-Galactonic Acid-g-Lactone		0.4136		0048	PM1	3/2/16
H10	D-Galacturonic Acid		0.512		0048	PM1	3/2/16
H11	Phenylethyl-amine		0.5614		0048	PM1	3/2/16
H12	2-Aminoethanol		0.6655		0048	PM1	3/2/16
A1	Negative Control		0.485		2525	PM1	3/2/16
A2	L-Arabinose		0.5337		2525	PM1	3/2/16
A3	N-Acetyl-D-Glucosamine		0.4515		2525	PM1	3/2/16
A4	D-Saccharic Acid		0.6826		2525	PM1	3/2/16
A5	Succinic Acid		0.5602		2525	PM1	3/2/16
A6	D-Galactose		0.5431		2525	PM1	3/2/16
A7	L-Aspartic Acid		0.5908		2525	PM1	3/2/16
A8	L-Proline		0.524		2525	PM1	3/2/16
A9	D-Alanine		0.3192		2525	PM1	3/2/16
A10	D-Trehalose		0.4543		2525	PM1	3/2/16
A11	D-Mannose		0.3626		2525	PM1	3/2/16
A12	Dulcitol		0.357		2525	PM1	3/2/16
B1	D-Serine		0.1237		2525	PM1	3/2/16
B2	D-Sorbitol		0.5127		2525	PM1	3/2/16
B3	Glycerol		0.345		2525	PM1	3/2/16
B4	L-Fucose		0.4218		2525	PM1	3/2/16
B5	D-Glucuronic Acid		0.4325		2525	PM1	3/2/16
B6	D-Gluconic Acid		0.6155		2525	PM1	3/2/16
B7	"D,L-a-Glycerol-Phosphate"		0.4027		2525	PM1	3/2/16
B8	D-Xylose		0.5234		2525	PM1	3/2/16
B9	L-Lactic Acid		0.4678		2525	PM1	3/2/16
B10	Formic Acid		0.4675		2525	PM1	3/2/16
B11	D-Mannitol		0.417		2525	PM1	3/2/16
B12	L-Glutamic Acid		0.4828		2525	PM1	3/2/16
C1	D-Glucose-6-Phosphate		0.7428		2525	PM1	3/2/16
C2	D-Galactonic Acid-g-Lactone		0.5987		2525	PM1	3/2/16
C3	"D,L-Malic Acid"		0.5579		2525	PM1	3/2/16
C4	D-Ribose		0.4001		2525	PM1	3/2/16
C5	Tween 20		0.0282		2525	PM1	3/2/16
C6	L-Rhamnose		0.4402		2525	PM1	3/2/16
C7	D-Fructose		0.4333		2525	PM1	3/2/16
C8	Acetic Acid		0.424		2525	PM1	3/2/16
C9	a-D-Glucose		0.5098		2525	PM1	3/2/16
C10	Maltose		0.4419		2525	PM1	3/2/16
C11	D-Melibiose		0.304		2525	PM1	3/2/16
C12	Thymidine		0.4508		2525	PM1	3/2/16
D1	L-Asparagine		0.5007		2525	PM1	3/2/16
D2	D-Aspartic Acid		0.3885		2525	PM1	3/2/16
D3	D-Glucosaminic Acid		0.7692		2525	PM1	3/2/16
D4	"1,2-Propanediol"		0.3664		2525	PM1	3/2/16
D5	Tween 40		0.0278		2525	PM1	3/2/16
D6	a-Keto-Glutaric Acid		0.5258		2525	PM1	3/2/16
D7	a-Keto-Butyric Acid		0.6169		2525	PM1	3/2/16
D8	a-Methyl-D-Galactoside		0.419		2525	PM1	3/2/16
D9	a-D-Lactose		0.4419		2525	PM1	3/2/16
D10	Lactulose		0.4329		2525	PM1	3/2/16
D11	Sucrose		0.3267		2525	PM1	3/2/16
D12	Uridine		0.4275		2525	PM1	3/2/16
E1	L-Glutamine		0.5969		2525	PM1	3/2/16
E2	M-Tartaric Acid		0.7447		2525	PM1	3/2/16
E3	D-Glucose-1-Phosphate		0.4796		2525	PM1	3/2/16
E4	D-Fructose-6-Phosphate		0.3644		2525	PM1	3/2/16
E5	Tween 80		0.0289		2525	PM1	3/2/16
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.5323		2525	PM1	3/2/16
E7	a-Hydroxy Butyric Acid		0.7488		2525	PM1	3/2/16
E8	b-Methyl-D-Glucoside		0.4398		2525	PM1	3/2/16
E9	Adonitol		0.4619		2525	PM1	3/2/16
E10	Maltotriose		0.4253		2525	PM1	3/2/16
E11	2-Deoxy Adenosine		0.277		2525	PM1	3/2/16
E12	Adenosine		0.23		2525	PM1	3/2/16
F1	Glycil-L-Aspartic Acid		0.5788		2525	PM1	3/2/16
F2	Citric Acid		0.5869		2525	PM1	3/2/16
F3	M-Inositol		0.4416		2525	PM1	3/2/16
F4	D-Threonine		0.684		2525	PM1	3/2/16
F5	Fumaric Acid		0.5236		2525	PM1	3/2/16
F6	Bromo Succinic Acid		0.476		2525	PM1	3/2/16
F7	Propionic Acid		0.5613		2525	PM1	3/2/16
F8	Mucic Acid		0.3956		2525	PM1	3/2/16
F9	Glycolic Acid		0.4529		2525	PM1	3/2/16
F10	Glyoxylic Acid		0.6456		2525	PM1	3/2/16
F11	D-Cellobiose		0.295		2525	PM1	3/2/16
F12	Inosine		0.3512		2525	PM1	3/2/16
G1	Glycil-L-Glutamic Acid		0.5514		2525	PM1	3/2/16
G2	Tricarballylic Acid		0.6999		2525	PM1	3/2/16
G3	L-Serine		0.6399		2525	PM1	3/2/16
G4	L-Threonine		0.6799		2525	PM1	3/2/16
G5	L-Alanine		0.5367		2525	PM1	3/2/16
G6	L-Alanyl-Glycine		0.4314		2525	PM1	3/2/16
G7	Acetoacetic Acid		0.2971		2525	PM1	3/2/16
G8	N-Acetyl-b-D-Mannosamine		0.5344		2525	PM1	3/2/16
G9	Mono Methyl Succinate		0.5822		2525	PM1	3/2/16
G10	Methyl Pyruvate		0.2142		2525	PM1	3/2/16
G11	D-Malic Acid		0.5666		2525	PM1	3/2/16
G12	L-Malic Acid		0.4897		2525	PM1	3/2/16
H1	Glycil-L-Proline		0.4344		2525	PM1	3/2/16
H2	p-Hydroxy Phenyl Acetic Acid		0.4707		2525	PM1	3/2/16
H3	m-Hydroxy Phenyl Acetic Acid		0.5056		2525	PM1	3/2/16
H4	Tyramine		0.693		2525	PM1	3/2/16
H5	D-Psicose		0.4339		2525	PM1	3/2/16
H6	L-Lyxose		0.571		2525	PM1	3/2/16
H7	Glucuronamide		0.3564		2525	PM1	3/2/16
H8	Pyruvic Acid		0.4793		2525	PM1	3/2/16
H9	L-Galactonic Acid-g-Lactone		0.4804		2525	PM1	3/2/16
H10	D-Galacturonic Acid		0.531		2525	PM1	3/2/16
H11	Phenylethyl-amine		0.5449		2525	PM1	3/2/16
H12	2-Aminoethanol		0.5027		2525	PM1	3/2/16
A1	Negative Control		0.5131		3972	PM1	3/2/16
A2	L-Arabinose		0.5395		3972	PM1	3/2/16
A3	N-Acetyl-D-Glucosamine		0.3922		3972	PM1	3/2/16
A4	D-Saccharic Acid		0.6746		3972	PM1	3/2/16
A5	Succinic Acid		0.5178		3972	PM1	3/2/16
A6	D-Galactose		0.5396		3972	PM1	3/2/16
A7	L-Aspartic Acid		0.5737		3972	PM1	3/2/16
A8	L-Proline		0.5329		3972	PM1	3/2/16
A9	D-Alanine		0.4056		3972	PM1	3/2/16
A10	D-Trehalose		0.4643		3972	PM1	3/2/16
A11	D-Mannose		0.5763		3972	PM1	3/2/16
A12	Dulcitol		0.4982		3972	PM1	3/2/16
B1	D-Serine		0.223		3972	PM1	3/2/16
B2	D-Sorbitol		0.475		3972	PM1	3/2/16
B3	Glycerol		0.3766		3972	PM1	3/2/16
B4	L-Fucose		0.4799		3972	PM1	3/2/16
B5	D-Glucuronic Acid		0.5515		3972	PM1	3/2/16
B6	D-Gluconic Acid		0.5721		3972	PM1	3/2/16
B7	"D,L-a-Glycerol-Phosphate"		0.47		3972	PM1	3/2/16
B8	D-Xylose		0.5269		3972	PM1	3/2/16
B9	L-Lactic Acid		0.4972		3972	PM1	3/2/16
B10	Formic Acid		0.496		3972	PM1	3/2/16
B11	D-Mannitol		0.5846		3972	PM1	3/2/16
B12	L-Glutamic Acid		0.5734		3972	PM1	3/2/16
C1	D-Glucose-6-Phosphate		0.6027		3972	PM1	3/2/16
C2	D-Galactonic Acid-g-Lactone		0.6489		3972	PM1	3/2/16
C3	"D,L-Malic Acid"		0.5399		3972	PM1	3/2/16
C4	D-Ribose		0.5199		3972	PM1	3/2/16
C5	Tween 20		0.0304		3972	PM1	3/2/16
C6	L-Rhamnose		0.455		3972	PM1	3/2/16
C7	D-Fructose		0.4759		3972	PM1	3/2/16
C8	Acetic Acid		0.5191		3972	PM1	3/2/16
C9	a-D-Glucose		0.5623		3972	PM1	3/2/16
C10	Maltose		0.4548		3972	PM1	3/2/16
C11	D-Melibiose		0.4436		3972	PM1	3/2/16
C12	Thymidine		0.443		3972	PM1	3/2/16
D1	L-Asparagine		0.5007		3972	PM1	3/2/16
D2	D-Aspartic Acid		0.6637		3972	PM1	3/2/16
D3	D-Glucosaminic Acid		0.6284		3972	PM1	3/2/16
D4	"1,2-Propanediol"		0.4147		3972	PM1	3/2/16
D5	Tween 40		0.0311		3972	PM1	3/2/16
D6	a-Keto-Glutaric Acid		0.4605		3972	PM1	3/2/16
D7	a-Keto-Butyric Acid		0.5507		3972	PM1	3/2/16
D8	a-Methyl-D-Galactoside		0.4517		3972	PM1	3/2/16
D9	a-D-Lactose		0.4399		3972	PM1	3/2/16
D10	Lactulose		0.4386		3972	PM1	3/2/16
D11	Sucrose		0.4359		3972	PM1	3/2/16
D12	Uridine		0.403		3972	PM1	3/2/16
E1	L-Glutamine		0.651		3972	PM1	3/2/16
E2	M-Tartaric Acid		0.6426		3972	PM1	3/2/16
E3	D-Glucose-1-Phosphate		0.4809		3972	PM1	3/2/16
E4	D-Fructose-6-Phosphate		0.4699		3972	PM1	3/2/16
E5	Tween 80		0.0274		3972	PM1	3/2/16
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.3857		3972	PM1	3/2/16
E7	a-Hydroxy Butyric Acid		0.6763		3972	PM1	3/2/16
E8	b-Methyl-D-Glucoside		0.4481		3972	PM1	3/2/16
E9	Adonitol		0.4935		3972	PM1	3/2/16
E10	Maltotriose		0.4082		3972	PM1	3/2/16
E11	2-Deoxy Adenosine		0.3945		3972	PM1	3/2/16
E12	Adenosine		0.3054		3972	PM1	3/2/16
F1	Glycil-L-Aspartic Acid		0.5443		3972	PM1	3/2/16
F2	Citric Acid		0.5295		3972	PM1	3/2/16
F3	M-Inositol		0.4387		3972	PM1	3/2/16
F4	D-Threonine		0.6272		3972	PM1	3/2/16
F5	Fumaric Acid		0.4833		3972	PM1	3/2/16
F6	Bromo Succinic Acid		0.4462		3972	PM1	3/2/16
F7	Propionic Acid		0.5159		3972	PM1	3/2/16
F8	Mucic Acid		0.4189		3972	PM1	3/2/16
F9	Glycolic Acid		0.4502		3972	PM1	3/2/16
F10	Glyoxylic Acid		0.4815		3972	PM1	3/2/16
F11	D-Cellobiose		0.3952		3972	PM1	3/2/16
F12	Inosine		0.374		3972	PM1	3/2/16
G1	Glycil-L-Glutamic Acid		0.5408		3972	PM1	3/2/16
G2	Tricarballylic Acid		0.5894		3972	PM1	3/2/16
G3	L-Serine		0.6398		3972	PM1	3/2/16
G4	L-Threonine		0.6217		3972	PM1	3/2/16
G5	L-Alanine		0.5346		3972	PM1	3/2/16
G6	L-Alanyl-Glycine		0.3765		3972	PM1	3/2/16
G7	Acetoacetic Acid		0.3903		3972	PM1	3/2/16
G8	N-Acetyl-b-D-Mannosamine		0.409		3972	PM1	3/2/16
G9	Mono Methyl Succinate		0.5075		3972	PM1	3/2/16
G10	Methyl Pyruvate		0.2565		3972	PM1	3/2/16
G11	D-Malic Acid		0.6026		3972	PM1	3/2/16
G12	L-Malic Acid		0.4321		3972	PM1	3/2/16
H1	Glycil-L-Proline		0.4789		3972	PM1	3/2/16
H2	p-Hydroxy Phenyl Acetic Acid		0.4309		3972	PM1	3/2/16
H3	m-Hydroxy Phenyl Acetic Acid		0.4449		3972	PM1	3/2/16
H4	Tyramine		0.5874		3972	PM1	3/2/16
H5	D-Psicose		0.4298		3972	PM1	3/2/16
H6	L-Lyxose		0.5119		3972	PM1	3/2/16
H7	Glucuronamide		0.3426		3972	PM1	3/2/16
H8	Pyruvic Acid		0.385		3972	PM1	3/2/16
H9	L-Galactonic Acid-g-Lactone		0.5097		3972	PM1	3/2/16
H10	D-Galacturonic Acid		0.488		3972	PM1	3/2/16
H11	Phenylethyl-amine		0.5129		3972	PM1	3/2/16
H12	2-Aminoethanol		0.4578		3972	PM1	3/2/16
A1	Negative Control		0.4142		1789	PM1	3/2/16
A2	L-Arabinose		0.3722		1789	PM1	3/2/16
A3	N-Acetyl-D-Glucosamine		0.4299		1789	PM1	3/2/16
A4	D-Saccharic Acid		0.5316		1789	PM1	3/2/16
A5	Succinic Acid		0.4253		1789	PM1	3/2/16
A6	D-Galactose		0.4707		1789	PM1	3/2/16
A7	L-Aspartic Acid		0.5861		1789	PM1	3/2/16
A8	L-Proline		0.3812		1789	PM1	3/2/16
A9	D-Alanine		0.3071		1789	PM1	3/2/16
A10	D-Trehalose		0.3972		1789	PM1	3/2/16
A11	D-Mannose		0.4566		1789	PM1	3/2/16
A12	Dulcitol		0.4274		1789	PM1	3/2/16
B1	D-Serine		0.1656		1789	PM1	3/2/16
B2	D-Sorbitol		0.4021		1789	PM1	3/2/16
B3	Glycerol		0.2746		1789	PM1	3/2/16
B4	L-Fucose		0.3944		1789	PM1	3/2/16
B5	D-Glucuronic Acid		0.424		1789	PM1	3/2/16
B6	D-Gluconic Acid		0.5868		1789	PM1	3/2/16
B7	"D,L-a-Glycerol-Phosphate"		0.3511		1789	PM1	3/2/16
B8	D-Xylose		0.3599		1789	PM1	3/2/16
B9	L-Lactic Acid		0.3965		1789	PM1	3/2/16
B10	Formic Acid		0.4105		1789	PM1	3/2/16
B11	D-Mannitol		0.5182		1789	PM1	3/2/16
B12	L-Glutamic Acid		0.4653		1789	PM1	3/2/16
C1	D-Glucose-6-Phosphate		0.548		1789	PM1	3/2/16
C2	D-Galactonic Acid-g-Lactone		0.4148		1789	PM1	3/2/16
C3	"D,L-Malic Acid"		0.4723		1789	PM1	3/2/16
C4	D-Ribose		0.2403		1789	PM1	3/2/16
C5	Tween 20		0.0198		1789	PM1	3/2/16
C6	L-Rhamnose		0.4279		1789	PM1	3/2/16
C7	D-Fructose		0.3592		1789	PM1	3/2/16
C8	Acetic Acid		0.364		1789	PM1	3/2/16
C9	a-D-Glucose		0.4994		1789	PM1	3/2/16
C10	Maltose		0.4803		1789	PM1	3/2/16
C11	D-Melibiose		0.4558		1789	PM1	3/2/16
C12	Thymidine		0.4313		1789	PM1	3/2/16
D1	L-Asparagine		0.5007		1789	PM1	3/2/16
D2	D-Aspartic Acid		0.2155		1789	PM1	3/2/16
D3	D-Glucosaminic Acid		0.5425		1789	PM1	3/2/16
D4	"1,2-Propanediol"		0.3297		1789	PM1	3/2/16
D5	Tween 40		0.0228		1789	PM1	3/2/16
D6	a-Keto-Glutaric Acid		0.487		1789	PM1	3/2/16
D7	a-Keto-Butyric Acid		0.4537		1789	PM1	3/2/16
D8	a-Methyl-D-Galactoside		0.3814		1789	PM1	3/2/16
D9	a-D-Lactose		0.3581		1789	PM1	3/2/16
D10	Lactulose		0.3913		1789	PM1	3/2/16
D11	Sucrose		0.4552		1789	PM1	3/2/16
D12	Uridine		0.4416		1789	PM1	3/2/16
E1	L-Glutamine		0.4503		1789	PM1	3/2/16
E2	M-Tartaric Acid		0.4942		1789	PM1	3/2/16
E3	D-Glucose-1-Phosphate		0.4151		1789	PM1	3/2/16
E4	D-Fructose-6-Phosphate		0.2948		1789	PM1	3/2/16
E5	Tween 80		0.0184		1789	PM1	3/2/16
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.442		1789	PM1	3/2/16
E7	a-Hydroxy Butyric Acid		0.5818		1789	PM1	3/2/16
E8	b-Methyl-D-Glucoside		0.3669		1789	PM1	3/2/16
E9	Adonitol		0.3616		1789	PM1	3/2/16
E10	Maltotriose		0.4233		1789	PM1	3/2/16
E11	2-Deoxy Adenosine		0.429		1789	PM1	3/2/16
E12	Adenosine		0.1867		1789	PM1	3/2/16
F1	Glycil-L-Aspartic Acid		0.5333		1789	PM1	3/2/16
F2	Citric Acid		0.4762		1789	PM1	3/2/16
F3	M-Inositol		0.3851		1789	PM1	3/2/16
F4	D-Threonine		0.6062		1789	PM1	3/2/16
F5	Fumaric Acid		0.3783		1789	PM1	3/2/16
F6	Bromo Succinic Acid		0.4108		1789	PM1	3/2/16
F7	Propionic Acid		0.2981		1789	PM1	3/2/16
