Cell	Carbon Source	OD 600 Data	OD 550	SMC #	Gene	Plate	Date	Biofilm Width	Bottom of well	Biofilm intensity	Biofilm/Growth	General Notes
G3	L-Serine		0.4285		WT	PM1	3/1/16					
G4	L-Threonine		0.6234		WT	PM1	3/1/16					
G5	L-Alanine		0.2903		WT	PM1	3/1/16					
G6	L-Alanyl-Glycine		0.2749		WT	PM1	3/1/16					
G7	Acetoacetic Acid		0.3032		WT	PM1	3/1/16					
G8	N-Acetyl-b-D-Mannosamine		0.412		WT	PM1	3/1/16					
G9	Mono Methyl Succinate		0.4607		WT	PM1	3/1/16					
G10	Methyl Pyruvate		0.2754		WT	PM1	3/1/16					
G11	D-Malic Acid		0.5133		WT	PM1	3/1/16					
G12	L-Malic Acid		0.3896		WT	PM1	3/1/16					
H1	Glycil-L-Proline		0.2499		WT	PM1	3/1/16					
H2	p-Hydroxy Phenyl Acetic Acid		0.3206		WT	PM1	3/1/16					
H3	m-Hydroxy Phenyl Acetic Acid		0.4336		WT	PM1	3/1/16					
H4	Tyramine		0.5779		WT	PM1	3/1/16					
H5	D-Psicose		0.4295		WT	PM1	3/1/16					
H6	L-Lyxose		0.406		WT	PM1	3/1/16					
H7	Glucuronamide		0.3748		WT	PM1	3/1/16					
H8	Pyruvic Acid		0.3108		WT	PM1	3/1/16					
H9	L-Galactonic Acid-g-Lactone		0.4272		WT	PM1	3/1/16					
H10	D-Galacturonic Acid		0.4371		WT	PM1	3/1/16					
H11	Phenylethyl-amine		0.5133		WT	PM1	3/1/16					
H12	2-Aminoethanol		0.4507		WT	PM1	3/1/16					
A1	Negative Control		0.5148		0264	PM1	3/1/16					
A2	L-Arabinose		0.6074		0264	PM1	3/1/16					
A3	N-Acetyl-D-Glucosamine		0.4676		0264	PM1	3/1/16					
A4	D-Saccharic Acid		0.7905		0264	PM1	3/1/16					
A5	Succinic Acid		0.6423		0264	PM1	3/1/16					
A6	D-Galactose		0.6214		0264	PM1	3/1/16					
A7	L-Aspartic Acid		0.7068		0264	PM1	3/1/16					
A8	L-Proline		0.5749		0264	PM1	3/1/16					
A9	D-Alanine		0.4344		0264	PM1	3/1/16					
A10	D-Trehalose		0.5701		0264	PM1	3/1/16					
A11	D-Mannose		0.6686		0264	PM1	3/1/16					
A12	Dulcitol		0.5355		0264	PM1	3/1/16					
B1	D-Serine		0.1427		0264	PM1	3/1/16					
B2	D-Sorbitol		0.4432		0264	PM1	3/1/16					
B3	Glycerol		0.3938		0264	PM1	3/1/16					
B4	L-Fucose		0.5234		0264	PM1	3/1/16					
B5	D-Glucuronic Acid		0.5572		0264	PM1	3/1/16					
B6	D-Gluconic Acid		0.6541		0264	PM1	3/1/16					
B7	"D,L-a-Glycerol-Phosphate"		0.4284		0264	PM1	3/1/16					
B8	D-Xylose		0.5187		0264	PM1	3/1/16					
B9	L-Lactic Acid		0.6019		0264	PM1	3/1/16					
B10	Formic Acid		0.4907		0264	PM1	3/1/16					
B11	D-Mannitol		0.6019		0264	PM1	3/1/16					
B12	L-Glutamic Acid		0.55		0264	PM1	3/1/16					
C1	D-Glucose-6-Phosphate		0.5725		0264	PM1	3/1/16					
C2	D-Galactonic Acid-g-Lactone		0.4828		0264	PM1	3/1/16					
C3	"D,L-Malic Acid"		0.5181		0264	PM1	3/1/16					
C4	D-Ribose		0.5239		0264	PM1	3/1/16					
C5	Tween 20		0.0206		0264	PM1	3/1/16					
C6	L-Rhamnose		0.5218		0264	PM1	3/1/16					
C7	D-Fructose		0.4882		0264	PM1	3/1/16					
C8	Acetic Acid		0.502		0264	PM1	3/1/16					
C9	a-D-Glucose		0.6566		0264	PM1	3/1/16					
C10	Maltose		0.3968		0264	PM1	3/1/16					
C11	D-Melibiose		0.4187		0264	PM1	3/1/16					
C12	Thymidine		0.5046		0264	PM1	3/1/16					
D1	L-Asparagine		0.5007		0264	PM1	3/1/16					
D2	D-Aspartic Acid		0.5541		0264	PM1	3/1/16					
D3	D-Glucosaminic Acid		0.573		0264	PM1	3/1/16					
D4	"1,2-Propanediol"		0.3921		0264	PM1	3/1/16					
D5	Tween 40		0.0231		0264	PM1	3/1/16					
D6	a-Keto-Glutaric Acid		0.6068		0264	PM1	3/1/16					
D7	a-Keto-Butyric Acid		0.7534		0264	PM1	3/1/16					
D8	a-Methyl-D-Galactoside		0.4026		0264	PM1	3/1/16					
D9	a-D-Lactose		0.3945		0264	PM1	3/1/16					
D10	Lactulose		0.435		0264	PM1	3/1/16					
D11	Sucrose		0.4372		0264	PM1	3/1/16					
D12	Uridine		0.4083		0264	PM1	3/1/16					
E1	L-Glutamine		0.5638		0264	PM1	3/1/16					
E2	M-Tartaric Acid		0.8789		0264	PM1	3/1/16					
E3	D-Glucose-1-Phosphate		0.4729		0264	PM1	3/1/16					
E4	D-Fructose-6-Phosphate		0.4311		0264	PM1	3/1/16					
E5	Tween 80		0.0184		0264	PM1	3/1/16					
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.5113		0264	PM1	3/1/16					
E7	a-Hydroxy Butyric Acid		0.8865		0264	PM1	3/1/16					
E8	b-Methyl-D-Glucoside		0.3902		0264	PM1	3/1/16					
E9	Adonitol		0.4527		0264	PM1	3/1/16					
E10	Maltotriose		0.4628		0264	PM1	3/1/16					
E11	2-Deoxy Adenosine		0.4327		0264	PM1	3/1/16					
E12	Adenosine		0.3736		0264	PM1	3/1/16					
F1	Glycil-L-Aspartic Acid		0.5049		0264	PM1	3/1/16					
F2	Citric Acid		0.7994		0264	PM1	3/1/16					
F3	M-Inositol		0.5071		0264	PM1	3/1/16					
F4	D-Threonine		0.7212		0264	PM1	3/1/16					
F5	Fumaric Acid		0.651		0264	PM1	3/1/16					
F6	Bromo Succinic Acid		0.6524		0264	PM1	3/1/16					
F7	Propionic Acid		0.7414		0264	PM1	3/1/16					
F8	Mucic Acid		0.423		0264	PM1	3/1/16					
F9	Glycolic Acid		0.6896		0264	PM1	3/1/16					
F10	Glyoxylic Acid		0.6622		0264	PM1	3/1/16					
F11	D-Cellobiose		0.4934		0264	PM1	3/1/16					
F12	Inosine		0.3756		0264	PM1	3/1/16					
G1	Glycil-L-Glutamic Acid		0.5725		0264	PM1	3/1/16					
G2	Tricarballylic Acid		0.7659		0264	PM1	3/1/16					
G3	L-Serine		0.6403		0264	PM1	3/1/16					
G4	L-Threonine		0.626		0264	PM1	3/1/16					
G5	L-Alanine		0.521		0264	PM1	3/1/16					
G6	L-Alanyl-Glycine		0.4957		0264	PM1	3/1/16					
G7	Acetoacetic Acid		0.4326		0264	PM1	3/1/16					
G8	N-Acetyl-b-D-Mannosamine		0.5197		0264	PM1	3/1/16					
G9	Mono Methyl Succinate		0.6316		0264	PM1	3/1/16					
G10	Methyl Pyruvate		0.4672		0264	PM1	3/1/16					
G11	D-Malic Acid		0.7866		0264	PM1	3/1/16					
G12	L-Malic Acid		0.722		0264	PM1	3/1/16					
H1	Glycil-L-Proline		0.4223		0264	PM1	3/1/16					
H2	p-Hydroxy Phenyl Acetic Acid		0.5245		0264	PM1	3/1/16					
H3	m-Hydroxy Phenyl Acetic Acid		0.5723		0264	PM1	3/1/16					
H4	Tyramine		0.6336		0264	PM1	3/1/16					
H5	D-Psicose		0.4539		0264	PM1	3/1/16					
H6	L-Lyxose		0.6143		0264	PM1	3/1/16					
H7	Glucuronamide		0.4336		0264	PM1	3/1/16					
H8	Pyruvic Acid		0.5361		0264	PM1	3/1/16					
H9	L-Galactonic Acid-g-Lactone		0.5163		0264	PM1	3/1/16					
H10	D-Galacturonic Acid		0.5815		0264	PM1	3/1/16					
H11	Phenylethyl-amine		0.6003		0264	PM1	3/1/16					
H12	2-Aminoethanol		0.5772		0264	PM1	3/1/16					
A1	Negative Control		0.351		0623	PM1	3/1/16					
A2	L-Arabinose		0.2878		0623	PM1	3/1/16					
A3	N-Acetyl-D-Glucosamine		0.343		0623	PM1	3/1/16					
A4	D-Saccharic Acid		0.3837		0623	PM1	3/1/16					
A5	Succinic Acid		0.3041		0623	PM1	3/1/16					
A6	D-Galactose		0.3965		0623	PM1	3/1/16					
A7	L-Aspartic Acid		0.4374		0623	PM1	3/1/16					
A8	L-Proline		0.2613		0623	PM1	3/1/16					
A9	D-Alanine		0.1755		0623	PM1	3/1/16					
A10	D-Trehalose		0.3186		0623	PM1	3/1/16					
A11	D-Mannose		0.3398		0623	PM1	3/1/16					
A12	Dulcitol		0.2719		0623	PM1	3/1/16					
B1	D-Serine		0.0943		0623	PM1	3/1/16					
B2	D-Sorbitol		0.3036		0623	PM1	3/1/16					
B3	Glycerol		0.2587		0623	PM1	3/1/16					
B4	L-Fucose		0.3125		0623	PM1	3/1/16					
B5	D-Glucuronic Acid		0.3388		0623	PM1	3/1/16					
B6	D-Gluconic Acid		0.3599		0623	PM1	3/1/16					
B7	"D,L-a-Glycerol-Phosphate"		0.2803		0623	PM1	3/1/16					
B8	D-Xylose		0.3179		0623	PM1	3/1/16					
B9	L-Lactic Acid		0.2576		0623	PM1	3/1/16					
B10	Formic Acid		0.1		0623	PM1	3/1/16					
B11	D-Mannitol		0.3828		0623	PM1	3/1/16					
B12	L-Glutamic Acid		0.252		0623	PM1	3/1/16					
C1	D-Glucose-6-Phosphate		0.4213		0623	PM1	3/1/16					
C2	D-Galactonic Acid-g-Lactone		0.3559		0623	PM1	3/1/16					
C3	"D,L-Malic Acid"		0.2749		0623	PM1	3/1/16					
C4	D-Ribose		0.3197		0623	PM1	3/1/16					
C5	Tween 20		0.0161		0623	PM1	3/1/16					
C6	L-Rhamnose		0.3112		0623	PM1	3/1/16					
C7	D-Fructose		0.2609		0623	PM1	3/1/16					
C8	Acetic Acid		0.2519		0623	PM1	3/1/16					
C9	a-D-Glucose		0.3179		0623	PM1	3/1/16					
C10	Maltose		0.2583		0623	PM1	3/1/16					
C11	D-Melibiose		0.3059		0623	PM1	3/1/16					
C12	Thymidine		0.267		0623	PM1	3/1/16					
D1	L-Asparagine		0.5007		0623	PM1	3/1/16					
D2	D-Aspartic Acid		0.1551		0623	PM1	3/1/16					
D3	D-Glucosaminic Acid		0.2839		0623	PM1	3/1/16					
D4	"1,2-Propanediol"		0.1869		0623	PM1	3/1/16					
D5	Tween 40		0.0189		0623	PM1	3/1/16					
D6	a-Keto-Glutaric Acid		0.2045		0623	PM1	3/1/16					
D7	a-Keto-Butyric Acid		0.4206		0623	PM1	3/1/16					
D8	a-Methyl-D-Galactoside		0.2586		0623	PM1	3/1/16					
D9	a-D-Lactose		0.2617		0623	PM1	3/1/16					
D10	Lactulose		0.2353		0623	PM1	3/1/16					
D11	Sucrose		0.3209		0623	PM1	3/1/16					
D12	Uridine		0.2522		0623	PM1	3/1/16					
E1	L-Glutamine		0.2756		0623	PM1	3/1/16					
E2	M-Tartaric Acid		0.4105		0623	PM1	3/1/16					
E3	D-Glucose-1-Phosphate		0.2601		0623	PM1	3/1/16					
E4	D-Fructose-6-Phosphate		0.2862		0623	PM1	3/1/16					
E5	Tween 80		0.0241		0623	PM1	3/1/16					
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.3279		0623	PM1	3/1/16					
E7	a-Hydroxy Butyric Acid		0.505		0623	PM1	3/1/16					
E8	b-Methyl-D-Glucoside		0.2871		0623	PM1	3/1/16					
E9	Adonitol		0.2554		0623	PM1	3/1/16					
E10	Maltotriose		0.2306		0623	PM1	3/1/16					
E11	2-Deoxy Adenosine		0.2458		0623	PM1	3/1/16					
E12	Adenosine		0.1627		0623	PM1	3/1/16					
F1	Glycil-L-Aspartic Acid		0.316		0623	PM1	3/1/16					
F2	Citric Acid		0.2786		0623	PM1	3/1/16					
F3	M-Inositol		0.2644		0623	PM1	3/1/16					
F4	D-Threonine		0.4833		0623	PM1	3/1/16					
F5	Fumaric Acid		0.2641		0623	PM1	3/1/16					
F6	Bromo Succinic Acid		0.2123		0623	PM1	3/1/16					
F7	Propionic Acid		0.2452		0623	PM1	3/1/16					
F8	Mucic Acid		0.1808		0623	PM1	3/1/16					
F9	Glycolic Acid		0.3168		0623	PM1	3/1/16					
F10	Glyoxylic Acid		0.4166		0623	PM1	3/1/16					
F11	D-Cellobiose		0.2946		0623	PM1	3/1/16					
F12	Inosine		0.2593		0623	PM1	3/1/16					
G1	Glycil-L-Glutamic Acid		0.3126		0623	PM1	3/1/16					
G2	Tricarballylic Acid		0.3722		0623	PM1	3/1/16					
G3	L-Serine		0.2873		0623	PM1	3/1/16					
G4	L-Threonine		0.3494		0623	PM1	3/1/16					
G5	L-Alanine		0.2297		0623	PM1	3/1/16					
G6	L-Alanyl-Glycine		0.2177		0623	PM1	3/1/16					
G7	Acetoacetic Acid		0.1777		0623	PM1	3/1/16					
G8	N-Acetyl-b-D-Mannosamine		0.32		0623	PM1	3/1/16					
G9	Mono Methyl Succinate		0.3111		0623	PM1	3/1/16					
G10	Methyl Pyruvate		0.236		0623	PM1	3/1/16					
G11	D-Malic Acid		0.4813		0623	PM1	3/1/16					
G12	L-Malic Acid		0.3006		0623	PM1	3/1/16					
H1	Glycil-L-Proline		0.2312		0623	PM1	3/1/16					
H2	p-Hydroxy Phenyl Acetic Acid		0.2808		0623	PM1	3/1/16					
H3	m-Hydroxy Phenyl Acetic Acid		0.3154		0623	PM1	3/1/16					
H4	Tyramine		0.4206		0623	PM1	3/1/16					
H5	D-Psicose		0.3152		0623	PM1	3/1/16					
H6	L-Lyxose		0.2007		0623	PM1	3/1/16					
H7	Glucuronamide		0.188		0623	PM1	3/1/16					
H8	Pyruvic Acid		0.2334		0623	PM1	3/1/16					
H9	L-Galactonic Acid-g-Lactone		0.3034		0623	PM1	3/1/16					
H10	D-Galacturonic Acid		0.3523		0623	PM1	3/1/16					
H11	Phenylethyl-amine		0.5134		0623	PM1	3/1/16					
H12	2-Aminoethanol		0.3254		0623	PM1	3/1/16					
A1	Negative Control		0.5085		4876	PM1	3/1/16					
A2	L-Arabinose		0.6596		4876	PM1	3/1/16					
A3	N-Acetyl-D-Glucosamine		0.4839		4876	PM1	3/1/16					
A4	D-Saccharic Acid		0.7882		4876	PM1	3/1/16					
A5	Succinic Acid		0.6364		4876	PM1	3/1/16					
A6	D-Galactose		0.6135		4876	PM1	3/1/16					
A7	L-Aspartic Acid		0.6648		4876	PM1	3/1/16					
A8	L-Proline		0.6055		4876	PM1	3/1/16					
A9	D-Alanine		0.3896		4876	PM1	3/1/16					
A10	D-Trehalose		0.5607		4876	PM1	3/1/16					
A11	D-Mannose		0.6945		4876	PM1	3/1/16					
A12	Dulcitol		0.5891		4876	PM1	3/1/16					
B1	D-Serine		0.1341		4876	PM1	3/1/16					
B2	D-Sorbitol		0.5423		4876	PM1	3/1/16					
B3	Glycerol		0.4712		4876	PM1	3/1/16					
B4	L-Fucose		0.6668		4876	PM1	3/1/16					
B5	D-Glucuronic Acid		0.557		4876	PM1	3/1/16					
B6	D-Gluconic Acid		0.6501		4876	PM1	3/1/16					
B7	"D,L-a-Glycerol-Phosphate"		0.583		4876	PM1	3/1/16					
B8	D-Xylose		0.687		4876	PM1	3/1/16					
B9	L-Lactic Acid		0.5544		4876	PM1	3/1/16					
B10	Formic Acid		0.638		4876	PM1	3/1/16					
B11	D-Mannitol		0.6259		4876	PM1	3/1/16					
B12	L-Glutamic Acid		0.6981		4876	PM1	3/1/16					
C1	D-Glucose-6-Phosphate		0.6031		4876	PM1	3/1/16					
C2	D-Galactonic Acid-g-Lactone		0.5812		4876	PM1	3/1/16					
C3	"D,L-Malic Acid"		0.6102		4876	PM1	3/1/16					
C4	D-Ribose		0.605		4876	PM1	3/1/16					
C5	Tween 20		0.0244		4876	PM1	3/1/16					
C6	L-Rhamnose		0.4452		4876	PM1	3/1/16					
C7	D-Fructose		0.5496		4876	PM1	3/1/16					
C8	Acetic Acid		0.5587		4876	PM1	3/1/16					
C9	a-D-Glucose		0.6302		4876	PM1	3/1/16					
C10	Maltose		0.5085		4876	PM1	3/1/16					
C11	D-Melibiose		0.5952		4876	PM1	3/1/16					
C12	Thymidine		0.5716		4876	PM1	3/1/16					
D1	L-Asparagine		0.5007		4876	PM1	3/1/16					
D2	D-Aspartic Acid		0.5927		4876	PM1	3/1/16					
D3	D-Glucosaminic Acid		0.825		4876	PM1	3/1/16					
D4	"1,2-Propanediol"		0.3845		4876	PM1	3/1/16					
D5	Tween 40		0.0258		4876	PM1	3/1/16					
D6	a-Keto-Glutaric Acid		0.6136		4876	PM1	3/1/16					
D7	a-Keto-Butyric Acid		0.8157		4876	PM1	3/1/16					
D8	a-Methyl-D-Galactoside		0.5137		4876	PM1	3/1/16					
D9	a-D-Lactose		0.4999		4876	PM1	3/1/16					
D10	Lactulose		0.5674		4876	PM1	3/1/16					
D11	Sucrose		0.6378		4876	PM1	3/1/16					
D12	Uridine		0.3947		4876	PM1	3/1/16					
E1	L-Glutamine		0.7898		4876	PM1	3/1/16					
E2	M-Tartaric Acid		0.9172		4876	PM1	3/1/16					
E3	D-Glucose-1-Phosphate		0.5799		4876	PM1	3/1/16					
E4	D-Fructose-6-Phosphate		0.4983		4876	PM1	3/1/16					
E5	Tween 80		0.0215		4876	PM1	3/1/16					
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.5699		4876	PM1	3/1/16					
E7	a-Hydroxy Butyric Acid		0.9102		4876	PM1	3/1/16					
E8	b-Methyl-D-Glucoside		0.5458		4876	PM1	3/1/16					
E9	Adonitol		0.5675		4876	PM1	3/1/16					
E10	Maltotriose		0.5604		4876	PM1	3/1/16					
E11	2-Deoxy Adenosine		0.4777		4876	PM1	3/1/16					
E12	Adenosine		0.2507		4876	PM1	3/1/16					
F1	Glycil-L-Aspartic Acid		0.6955		4876	PM1	3/1/16					
F2	Citric Acid		0.7002		4876	PM1	3/1/16					
F3	M-Inositol		0.5665		4876	PM1	3/1/16					
F4	D-Threonine		0.8249		4876	PM1	3/1/16					
F5	Fumaric Acid		0.6245		4876	PM1	3/1/16					
F6	Bromo Succinic Acid		0.6397		4876	PM1	3/1/16					
F7	Propionic Acid		0.73		4876	PM1	3/1/16					
F8	Mucic Acid		0.4186		4876	PM1	3/1/16					
F9	Glycolic Acid		0.605		4876	PM1	3/1/16					
F10	Glyoxylic Acid		0.6741		4876	PM1	3/1/16					
F11	D-Cellobiose		0.5415		4876	PM1	3/1/16					
F12	Inosine		0.3079		4876	PM1	3/1/16					
G1	Glycil-L-Glutamic Acid		0.6917		4876	PM1	3/1/16					
G2	Tricarballylic Acid		0.7681		4876	PM1	3/1/16					
G3	L-Serine		0.6761		4876	PM1	3/1/16					
G4	L-Threonine		0.7761		4876	PM1	3/1/16					
G5	L-Alanine		0.5231		4876	PM1	3/1/16					
G6	L-Alanyl-Glycine		0.5273		4876	PM1	3/1/16					
G7	Acetoacetic Acid		0.3809		4876	PM1	3/1/16					
G8	N-Acetyl-b-D-Mannosamine		0.5321		4876	PM1	3/1/16					
G9	Mono Methyl Succinate		0.6457		4876	PM1	3/1/16					
G10	Methyl Pyruvate		0.3964		4876	PM1	3/1/16					
G11	D-Malic Acid		0.8801		4876	PM1	3/1/16					
G12	L-Malic Acid		0.6079		4876	PM1	3/1/16					
H1	Glycil-L-Proline		0.4935		4876	PM1	3/1/16					
H2	p-Hydroxy Phenyl Acetic Acid		0.4206		4876	PM1	3/1/16					
H3	m-Hydroxy Phenyl Acetic Acid		0.4947		4876	PM1	3/1/16					
H4	Tyramine		0.6187		4876	PM1	3/1/16					
H5	D-Psicose		0.4704		4876	PM1	3/1/16					
H6	L-Lyxose		0.6482		4876	PM1	3/1/16					
H7	Glucuronamide		0.4322		4876	PM1	3/1/16					
H8	Pyruvic Acid		0.5509		4876	PM1	3/1/16					
H9	L-Galactonic Acid-g-Lactone		0.6289		4876	PM1	3/1/16					
H10	D-Galacturonic Acid		0.6891		4876	PM1	3/1/16					
H11	Phenylethyl-amine		0.6247		4876	PM1	3/1/16					
H12	2-Aminoethanol		0.6319		4876	PM1	3/1/16					
A1	Negative Control		0.2786		2920	PM1	3/1/16					
A2	L-Arabinose		0.5503		2920	PM1	3/1/16					
A3	N-Acetyl-D-Glucosamine		0.2993		2920	PM1	3/1/16					
A4	D-Saccharic Acid		0.4397		2920	PM1	3/1/16					
A5	Succinic Acid		0.39		2920	PM1	3/1/16					
A6	D-Galactose		0.5007		2920	PM1	3/1/16					
A7	L-Aspartic Acid		0.4071		2920	PM1	3/1/16					
A8	L-Proline		0.3254		2920	PM1	3/1/16					
A9	D-Alanine		0.2992		2920	PM1	3/1/16					
A10	D-Trehalose		0.3235		2920	PM1	3/1/16					
A11	D-Mannose		0.6232		2920	PM1	3/1/16					
A12	Dulcitol		0.4189		2920	PM1	3/1/16					
B1	D-Serine		0.2559		2920	PM1	3/1/16					
B2	D-Sorbitol		0.3282		2920	PM1	3/1/16					
B3	Glycerol		0.2913		2920	PM1	3/1/16					
B4	L-Fucose		0.2693		2920	PM1	3/1/16					
B5	D-Glucuronic Acid		0.3164		2920	PM1	3/1/16					
B6	D-Gluconic Acid		0.4225		2920	PM1	3/1/16					
B7	"D,L-a-Glycerol-Phosphate"		0.2954		2920	PM1	3/1/16					
B8	D-Xylose		0.4916		2920	PM1	3/1/16					
B9	L-Lactic Acid		0.4341		2920	PM1	3/1/16					
B10	Formic Acid		0.4317		2920	PM1	3/1/16					
B11	D-Mannitol		0.5414		2920	PM1	3/1/16					
B12	L-Glutamic Acid		0.5101		2920	PM1	3/1/16					
C1	D-Glucose-6-Phosphate		0.4136		2920	PM1	3/1/16					
C2	D-Galactonic Acid-g-Lactone		0.469		2920	PM1	3/1/16					
C3	"D,L-Malic Acid"		0.4379		2920	PM1	3/1/16					
C4	D-Ribose		0.4033		2920	PM1	3/1/16					
C5	Tween 20		0.0172		2920	PM1	3/1/16					
C6	L-Rhamnose		0.3389		2920	PM1	3/1/16					
C7	D-Fructose		0.3021		2920	PM1	3/1/16					
C8	Acetic Acid		0.277		2920	PM1	3/1/16					
C9	a-D-Glucose		0.4658		2920	PM1	3/1/16					
C10	Maltose		0.2907		2920	PM1	3/1/16					
C11	D-Melibiose		0.3911		2920	PM1	3/1/16					
C12	Thymidine		0.4206		2920	PM1	3/1/16					
D1	L-Asparagine		0.3993		2920	PM1	3/1/16					
D2	D-Aspartic Acid		0.4344		2920	PM1	3/1/16					
D3	D-Glucosaminic Acid		0.4244		2920	PM1	3/1/16					
D4	"1,2-Propanediol"		0.2647		2920	PM1	3/1/16					
D5	Tween 40		0.0153		2920	PM1	3/1/16					
D6	a-Keto-Glutaric Acid		0.3214		2920	PM1	3/1/16					
D7	a-Keto-Butyric Acid		0.6184		2920	PM1	3/1/16					
D8	a-Methyl-D-Galactoside		0.2387		2920	PM1	3/1/16					
D9	a-D-Lactose		0.2975		2920	PM1	3/1/16					
D10	Lactulose		0.2849		2920	PM1	3/1/16					
D11	Sucrose		0.3647		2920	PM1	3/1/16					
D12	Uridine		0.3591		2920	PM1	3/1/16					
E1	L-Glutamine		0.3129		2920	PM1	3/1/16					
E2	M-Tartaric Acid		0.6899		2920	PM1	3/1/16					
E3	D-Glucose-1-Phosphate		0.3117		2920	PM1	3/1/16					
