Cell	Carbon Source	OD 600 Data	OD 550	SMC #	Gene	Plate	Date
D11	d-Amino Valeric Acid		0.3666		0048	PM2A	3/2/16
D12	Butyric Acid		0.5885		0048	PM2A	3/2/16
E1	Capric Acid		0.4707		0048	PM2A	3/2/16
E2	Caproic Acid		0.3875		0048	PM2A	3/2/16
E3	Citraconic Acid		0.6415		0048	PM2A	3/2/16
E4	Citramalic Acid		0.4539		0048	PM2A	3/2/16
E5	D-Glucosamine		0.2669		0048	PM2A	3/2/16
E6	2-Hydroxy Benzoic Acid		0.5338		0048	PM2A	3/2/16
E7	4-Hydroxy Benzoic Acid		0.4468		0048	PM2A	3/2/16
E8	b-Hydroxy Butyric Acid		0.3959		0048	PM2A	3/2/16
E9	g-Hydroxy Butyric Acid		0.3364		0048	PM2A	3/2/16
E10	a-Keto Valeric Acid		0.5587		0048	PM2A	3/2/16
E11	Itaconic Acid		0.6226		0048	PM2A	3/2/16
E12	5-Keto-D-Gluconic Acid		0.4423		0048	PM2A	3/2/16
F1	D-Lactic Acid Methyl Ester		0.4053		0048	PM2A	3/2/16
F2	Malonic Acid		0.5737		0048	PM2A	3/2/16
F3	Melibionic Acid		0.2239		0048	PM2A	3/2/16
F4	Oxalic Acid		0.4577		0048	PM2A	3/2/16
F5	Oxalomalic Acid		0.4951		0048	PM2A	3/2/16
F6	Quinic Acid		0.4404		0048	PM2A	3/2/16
F7	"D-Ribono-1,4-Lactone"		0.3003		0048	PM2A	3/2/16
F8	Sebacic Acid		0.4101		0048	PM2A	3/2/16
F9	Sorbic Acid		0.2369		0048	PM2A	3/2/16
F10	Succinamic Acid		0.3182		0048	PM2A	3/2/16
F11	D-Tartaric Acid		0.6961		0048	PM2A	3/2/16
F12	L-Tartaric Acid		0.572		0048	PM2A	3/2/16
G1	Acetamide		0.4765		0048	PM2A	3/2/16
G2	L-Alaninamide		0.3983		0048	PM2A	3/2/16
G3	N-Acetyl-L-Glutamic Acid		0.5091		0048	PM2A	3/2/16
G4	L-Arginine		0.633		0048	PM2A	3/2/16
G5	Glycine		0.4009		0048	PM2A	3/2/16
G6	L-Histidine		0.5517		0048	PM2A	3/2/16
G7	L-Homoserine		0.0892		0048	PM2A	3/2/16
G8	Hydroxy-L-Proline		0.6032		0048	PM2A	3/2/16
G9	L-Isoleucine		0.6923		0048	PM2A	3/2/16
G10	L-Leucine		0.4829		0048	PM2A	3/2/16
G11	L-Lysine		0.5683		0048	PM2A	3/2/16
G12	L-Methionine		0.5425		0048	PM2A	3/2/16
H1	L-Ornithine		0.7219		0048	PM2A	3/2/16
H2	Phenylalanine		0.4693		0048	PM2A	3/2/16
H3	L-Pyroglutamic Acid		0.5487		0048	PM2A	3/2/16
H4	L-Valine		0.5861		0048	PM2A	3/2/16
H5	"D,L-Carnitine"		0.3561		0048	PM2A	3/2/16
H6	Sec-Butylamine		0.5323		0048	PM2A	3/2/16
H7	"D,L-Octopamine"		0.4956		0048	PM2A	3/2/16
H8	Putrescine		0.4737		0048	PM2A	3/2/16
H9	Dihydroxy Acetone		0.3284		0048	PM2A	3/2/16
H10	"2,3-Butanediol"		0.3941		0048	PM2A	3/2/16
H11	"2,3-Butanone"		0.3522		0048	PM2A	3/2/16
H12	3-Hydroxy 2-Butanone		0.3672		0048	PM2A	3/2/16
A1	Negative Control		0.5284		2525	PM2A	3/2/16
A2	Chondroitin Sulfate C		0.2928		2525	PM2A	3/2/16
A3	a-Cyclodextrin		0.6364		2525	PM2A	3/2/16
A4	b-Cyclodextrin		0.5924		2525	PM2A	3/2/16
A5	g-Cyclodextrin		0.4683		2525	PM2A	3/2/16
A6	Dextrin		0.0848		2525	PM2A	3/2/16
A7	Gelatin		0.2053		2525	PM2A	3/2/16
A8	Glycogen		0.1392		2525	PM2A	3/2/16
A9	Inulin		0.3924		2525	PM2A	3/2/16
A10	Laminarin		0.3375		2525	PM2A	3/2/16
A11	Mannan		0.0689		2525	PM2A	3/2/16
A12	Pectin		0.2246		2525	PM2A	3/2/16
B1	N-Acetyl-D-Galactosamine		0.5714		2525	PM2A	3/2/16
B2	N-Acetyl-Neuraminic Acid		0.4301		2525	PM2A	3/2/16
B3	b-D-Allose		0.5966		2525	PM2A	3/2/16
B4	Amygdalin		0.3805		2525	PM2A	3/2/16
B5	D-Arabinose		0.5289		2525	PM2A	3/2/16
B6	D-Arabitol		0.6815		2525	PM2A	3/2/16
B7	L-Arabitol		0.5252		2525	PM2A	3/2/16
B8	Arbutin		0.4307		2525	PM2A	3/2/16
B9	2-Deoxy-D-Ribose		0.2764		2525	PM2A	3/2/16
B10	I-Erythritol		0.4195		2525	PM2A	3/2/16
B11	D-Fucose		0.5351		2525	PM2A	3/2/16
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.498		2525	PM2A	3/2/16
C1	Gentiobiose		0.5112		2525	PM2A	3/2/16
C2	L-Glucose		0.4451		2525	PM2A	3/2/16
C3	Lactitol		0.5474		2525	PM2A	3/2/16
C4	D-Melezitose		0.5195		2525	PM2A	3/2/16
C5	Maltitol		0.5031		2525	PM2A	3/2/16
C6	a-Methyl-D-Glucoside		0.4899		2525	PM2A	3/2/16
C7	b-Methyl-D-Gactoside		0.5165		2525	PM2A	3/2/16
C8	3-Methyl-Glucose		0.4202		2525	PM2A	3/2/16
C9	b-Methyl-D-Glucuronic Acid		0.3733		2525	PM2A	3/2/16
C10	a-Methyl-D-Mannoside		0.4085		2525	PM2A	3/2/16
C11	b-Methyl-D-Xyloside		0.5318		2525	PM2A	3/2/16
C12	Palatinose		0.4329		2525	PM2A	3/2/16
D1	D-Raffinose		0.3797		2525	PM2A	3/2/16
D2	Salicin		0.3863		2525	PM2A	3/2/16
D3	Sedoheptulosa		0.4834		2525	PM2A	3/2/16
D4	L-Sorbose		0.5133		2525	PM2A	3/2/16
D5	Stachyose		0.4105		2525	PM2A	3/2/16
D6	D-Tagatose		0.3944		2525	PM2A	3/2/16
D7	Turanose		0.4414		2525	PM2A	3/2/16
D8	Xylitol		0.405		2525	PM2A	3/2/16
D9	N-Acetyl-D-Glucosaminatol		0.4229		2525	PM2A	3/2/16
D10	g-Amino Butyric Acid		0.3404		2525	PM2A	3/2/16
D11	d-Amino Valeric Acid		0.4399		2525	PM2A	3/2/16
D12	Butyric Acid		0.608		2525	PM2A	3/2/16
E1	Capric Acid		0.3674		2525	PM2A	3/2/16
E2	Caproic Acid		0.4495		2525	PM2A	3/2/16
E3	Citraconic Acid		0.6459		2525	PM2A	3/2/16
E4	Citramalic Acid		0.5124		2525	PM2A	3/2/16
E5	D-Glucosamine		0.3825		2525	PM2A	3/2/16
E6	2-Hydroxy Benzoic Acid		0.5546		2525	PM2A	3/2/16
E7	4-Hydroxy Benzoic Acid		0.5189		2525	PM2A	3/2/16
E8	b-Hydroxy Butyric Acid		0.427		2525	PM2A	3/2/16
E9	g-Hydroxy Butyric Acid		0.4226		2525	PM2A	3/2/16
E10	a-Keto Valeric Acid		0.5685		2525	PM2A	3/2/16
E11	Itaconic Acid		0.7093		2525	PM2A	3/2/16
E12	5-Keto-D-Gluconic Acid		0.5632		2525	PM2A	3/2/16
F1	D-Lactic Acid Methyl Ester		0.3826		2525	PM2A	3/2/16
F2	Malonic Acid		0.4149		2525	PM2A	3/2/16
F3	Melibionic Acid		0.2833		2525	PM2A	3/2/16
F4	Oxalic Acid		0.5939		2525	PM2A	3/2/16
F5	Oxalomalic Acid		0.5801		2525	PM2A	3/2/16
F6	Quinic Acid		0.4117		2525	PM2A	3/2/16
F7	"D-Ribono-1,4-Lactone"		0.3991		2525	PM2A	3/2/16
F8	Sebacic Acid		0.5073		2525	PM2A	3/2/16
F9	Sorbic Acid		0.2687		2525	PM2A	3/2/16
F10	Succinamic Acid		0.4126		2525	PM2A	3/2/16
F11	D-Tartaric Acid		0.7531		2525	PM2A	3/2/16
F12	L-Tartaric Acid		0.6714		2525	PM2A	3/2/16
G1	Acetamide		0.4647		2525	PM2A	3/2/16
G2	L-Alaninamide		0.3125		2525	PM2A	3/2/16
G3	N-Acetyl-L-Glutamic Acid		0.5053		2525	PM2A	3/2/16
G4	L-Arginine		0.5332		2525	PM2A	3/2/16
G5	Glycine		0.481		2525	PM2A	3/2/16
G6	L-Histidine		0.5074		2525	PM2A	3/2/16
G7	L-Homoserine		0.0836		2525	PM2A	3/2/16
G8	Hydroxy-L-Proline		0.5312		2525	PM2A	3/2/16
G9	L-Isoleucine		0.7093		2525	PM2A	3/2/16
G10	L-Leucine		0.5694		2525	PM2A	3/2/16
G11	L-Lysine		0.5405		2525	PM2A	3/2/16
G12	L-Methionine		0.6499		2525	PM2A	3/2/16
H1	L-Ornithine		0.725		2525	PM2A	3/2/16
H2	Phenylalanine		0.2959		2525	PM2A	3/2/16
H3	L-Pyroglutamic Acid		0.4983		2525	PM2A	3/2/16
H4	L-Valine		0.45		2525	PM2A	3/2/16
H5	"D,L-Carnitine"		0.4979		2525	PM2A	3/2/16
H6	Sec-Butylamine		0.5539		2525	PM2A	3/2/16
H7	"D,L-Octopamine"		0.5713		2525	PM2A	3/2/16
H8	Putrescine		0.4857		2525	PM2A	3/2/16
H9	Dihydroxy Acetone		0.3479		2525	PM2A	3/2/16
H10	"2,3-Butanediol"		0.469		2525	PM2A	3/2/16
H11	"2,3-Butanone"		0.3068		2525	PM2A	3/2/16
H12	3-Hydroxy 2-Butanone		0.4215		2525	PM2A	3/2/16
A1	Negative Control		0.4743		3972	PM2A	3/2/16
A2	Chondroitin Sulfate C		0.4088		3972	PM2A	3/2/16
A3	a-Cyclodextrin		0.4351		3972	PM2A	3/2/16
A4	b-Cyclodextrin		0.4242		3972	PM2A	3/2/16
A5	g-Cyclodextrin		0.3254		3972	PM2A	3/2/16
A6	Dextrin		0.0933		3972	PM2A	3/2/16
A7	Gelatin		0.2759		3972	PM2A	3/2/16
A8	Glycogen		0.1735		3972	PM2A	3/2/16
A9	Inulin		0.2952		3972	PM2A	3/2/16
A10	Laminarin		0.4419		3972	PM2A	3/2/16
A11	Mannan		0.1366		3972	PM2A	3/2/16
A12	Pectin		0.3417		3972	PM2A	3/2/16
B1	N-Acetyl-D-Galactosamine		0.4548		3972	PM2A	3/2/16
B2	N-Acetyl-Neuraminic Acid		0.4735		3972	PM2A	3/2/16
B3	b-D-Allose		0.4678		3972	PM2A	3/2/16
B4	Amygdalin		0.3086		3972	PM2A	3/2/16
B5	D-Arabinose		0.4471		3972	PM2A	3/2/16
B6	D-Arabitol		0.4943		3972	PM2A	3/2/16
B7	L-Arabitol		0.3812		3972	PM2A	3/2/16
B8	Arbutin		0.3825		3972	PM2A	3/2/16
B9	2-Deoxy-D-Ribose		0.3414		3972	PM2A	3/2/16
B10	I-Erythritol		0.4085		3972	PM2A	3/2/16
B11	D-Fucose		0.5058		3972	PM2A	3/2/16
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.3132		3972	PM2A	3/2/16
C1	Gentiobiose		0.4912		3972	PM2A	3/2/16
C2	L-Glucose		0.5037		3972	PM2A	3/2/16
C3	Lactitol		0.4339		3972	PM2A	3/2/16
C4	D-Melezitose		0.4197		3972	PM2A	3/2/16
C5	Maltitol		0.4265		3972	PM2A	3/2/16
C6	a-Methyl-D-Glucoside		0.4333		3972	PM2A	3/2/16
C7	b-Methyl-D-Gactoside		0.4253		3972	PM2A	3/2/16
C8	3-Methyl-Glucose		0.4055		3972	PM2A	3/2/16
C9	b-Methyl-D-Glucuronic Acid		0.4473		3972	PM2A	3/2/16
C10	a-Methyl-D-Mannoside		0.4788		3972	PM2A	3/2/16
C11	b-Methyl-D-Xyloside		0.4713		3972	PM2A	3/2/16
C12	Palatinose		0.3954		3972	PM2A	3/2/16
D1	D-Raffinose		0.452		3972	PM2A	3/2/16
D2	Salicin		0.4082		3972	PM2A	3/2/16
D3	Sedoheptulosa		0.4161		3972	PM2A	3/2/16
D4	L-Sorbose		0.4006		3972	PM2A	3/2/16
D5	Stachyose		0.4213		3972	PM2A	3/2/16
D6	D-Tagatose		0.3508		3972	PM2A	3/2/16
D7	Turanose		0.4124		3972	PM2A	3/2/16
D8	Xylitol		0.4463		3972	PM2A	3/2/16
D9	N-Acetyl-D-Glucosaminatol		0.3755		3972	PM2A	3/2/16
D10	g-Amino Butyric Acid		0.4055		3972	PM2A	3/2/16
D11	d-Amino Valeric Acid		0.4453		3972	PM2A	3/2/16
D12	Butyric Acid		0.5323		3972	PM2A	3/2/16
E1	Capric Acid		0.3572		3972	PM2A	3/2/16
E2	Caproic Acid		0.3543		3972	PM2A	3/2/16
E3	Citraconic Acid		0.42		3972	PM2A	3/2/16
E4	Citramalic Acid		0.4695		3972	PM2A	3/2/16
E5	D-Glucosamine		0.2813		3972	PM2A	3/2/16
E6	2-Hydroxy Benzoic Acid		0.3995		3972	PM2A	3/2/16
E7	4-Hydroxy Benzoic Acid		0.4602		3972	PM2A	3/2/16
E8	b-Hydroxy Butyric Acid		0.4691		3972	PM2A	3/2/16
E9	g-Hydroxy Butyric Acid		0.4686		3972	PM2A	3/2/16
E10	a-Keto Valeric Acid		0.3848		3972	PM2A	3/2/16
E11	Itaconic Acid		0.6234		3972	PM2A	3/2/16
E12	5-Keto-D-Gluconic Acid		0.525		3972	PM2A	3/2/16
F1	D-Lactic Acid Methyl Ester		0.3501		3972	PM2A	3/2/16
F2	Malonic Acid		0.5535		3972	PM2A	3/2/16
F3	Melibionic Acid		0.1589		3972	PM2A	3/2/16
F4	Oxalic Acid		0.4894		3972	PM2A	3/2/16
F5	Oxalomalic Acid		0.5077		3972	PM2A	3/2/16
F6	Quinic Acid		0.4511		3972	PM2A	3/2/16
F7	"D-Ribono-1,4-Lactone"		0.3166		3972	PM2A	3/2/16
F8	Sebacic Acid		0.4067		3972	PM2A	3/2/16
F9	Sorbic Acid		0.3397		3972	PM2A	3/2/16
F10	Succinamic Acid		0.3649		3972	PM2A	3/2/16
F11	D-Tartaric Acid		0.6893		3972	PM2A	3/2/16
F12	L-Tartaric Acid		0.604		3972	PM2A	3/2/16
G1	Acetamide		0.4075		3972	PM2A	3/2/16
G2	L-Alaninamide		0.3329		3972	PM2A	3/2/16
G3	N-Acetyl-L-Glutamic Acid		0.4307		3972	PM2A	3/2/16
G4	L-Arginine		0.6269		3972	PM2A	3/2/16
G5	Glycine		0.4089		3972	PM2A	3/2/16
G6	L-Histidine		0.5226		3972	PM2A	3/2/16
G7	L-Homoserine		0.0979		3972	PM2A	3/2/16
G8	Hydroxy-L-Proline		0.603		3972	PM2A	3/2/16
G9	L-Isoleucine		0.7032		3972	PM2A	3/2/16
G10	L-Leucine		0.534		3972	PM2A	3/2/16
G11	L-Lysine		0.5398		3972	PM2A	3/2/16
G12	L-Methionine		0.5435		3972	PM2A	3/2/16
H1	L-Ornithine		0.6663		3972	PM2A	3/2/16
H2	Phenylalanine		0.4437		3972	PM2A	3/2/16
H3	L-Pyroglutamic Acid		0.4948		3972	PM2A	3/2/16
H4	L-Valine		0.6399		3972	PM2A	3/2/16
H5	"D,L-Carnitine"		0.48		3972	PM2A	3/2/16
H6	Sec-Butylamine		0.5021		3972	PM2A	3/2/16
H7	"D,L-Octopamine"		0.4604		3972	PM2A	3/2/16
H8	Putrescine		0.4783		3972	PM2A	3/2/16
H9	Dihydroxy Acetone		0.4569		3972	PM2A	3/2/16
H10	"2,3-Butanediol"		0.4892		3972	PM2A	3/2/16
H11	"2,3-Butanone"		0.3972		3972	PM2A	3/2/16
H12	3-Hydroxy 2-Butanone		0.4747		3972	PM2A	3/2/16
A1	Negative Control		0.4299		1789	PM2A	3/2/16
A2	Chondroitin Sulfate C		0.1434		1789	PM2A	3/2/16
A3	a-Cyclodextrin		0.4333		1789	PM2A	3/2/16
A4	b-Cyclodextrin		0.4672		1789	PM2A	3/2/16
A5	g-Cyclodextrin		0.395		1789	PM2A	3/2/16
A6	Dextrin		0.043		1789	PM2A	3/2/16
A7	Gelatin		0.0469		1789	PM2A	3/2/16
A8	Glycogen		0.0528		1789	PM2A	3/2/16
A9	Inulin		0.3181		1789	PM2A	3/2/16
A10	Laminarin		0.1991		1789	PM2A	3/2/16
A11	Mannan		0.0923		1789	PM2A	3/2/16
A12	Pectin		0.1134		1789	PM2A	3/2/16
B1	N-Acetyl-D-Galactosamine		0.4376		1789	PM2A	3/2/16
B2	N-Acetyl-Neuraminic Acid		0.4202		1789	PM2A	3/2/16
B3	b-D-Allose		0.4113		1789	PM2A	3/2/16
B4	Amygdalin		0.3095		1789	PM2A	3/2/16
B5	D-Arabinose		0.3898		1789	PM2A	3/2/16
B6	D-Arabitol		0.4341		1789	PM2A	3/2/16
B7	L-Arabitol		0.4441		1789	PM2A	3/2/16
B8	Arbutin		0.4347		1789	PM2A	3/2/16
B9	2-Deoxy-D-Ribose		0.1433		1789	PM2A	3/2/16
B10	I-Erythritol		0.3914		1789	PM2A	3/2/16
B11	D-Fucose		0.4828		1789	PM2A	3/2/16
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.458		1789	PM2A	3/2/16
C1	Gentiobiose		0.3984		1789	PM2A	3/2/16
C2	L-Glucose		0.4251		1789	PM2A	3/2/16
C3	Lactitol		0.3742		1789	PM2A	3/2/16
C4	D-Melezitose		0.3855		1789	PM2A	3/2/16
C5	Maltitol		0.4104		1789	PM2A	3/2/16
C6	a-Methyl-D-Glucoside		0.4636		1789	PM2A	3/2/16
C7	b-Methyl-D-Gactoside		0.424		1789	PM2A	3/2/16
C8	3-Methyl-Glucose		0.3557		1789	PM2A	3/2/16
C9	b-Methyl-D-Glucuronic Acid		0.5314		1789	PM2A	3/2/16
C10	a-Methyl-D-Mannoside		0.5073		1789	PM2A	3/2/16
C11	b-Methyl-D-Xyloside		0.4719		1789	PM2A	3/2/16
C12	Palatinose		0.532		1789	PM2A	3/2/16
D1	D-Raffinose		0.3931		1789	PM2A	3/2/16
D2	Salicin		0.3494		1789	PM2A	3/2/16
D3	Sedoheptulosa		0.4222		1789	PM2A	3/2/16
D4	L-Sorbose		0.335		1789	PM2A	3/2/16
D5	Stachyose		0.4174		1789	PM2A	3/2/16
D6	D-Tagatose		0.3375		1789	PM2A	3/2/16
D7	Turanose		0.4038		1789	PM2A	3/2/16
D8	Xylitol		0.4458		1789	PM2A	3/2/16
D9	N-Acetyl-D-Glucosaminatol		0.4146		1789	PM2A	3/2/16
D10	g-Amino Butyric Acid		0.3384		1789	PM2A	3/2/16
D11	d-Amino Valeric Acid		0.36		1789	PM2A	3/2/16
D12	Butyric Acid		0.5726		1789	PM2A	3/2/16
E1	Capric Acid		0.1017		1789	PM2A	3/2/16
E2	Caproic Acid		0.2169		1789	PM2A	3/2/16
E3	Citraconic Acid		0.541		1789	PM2A	3/2/16
E4	Citramalic Acid		0.4138		1789	PM2A	3/2/16
E5	D-Glucosamine		0.3303		1789	PM2A	3/2/16
E6	2-Hydroxy Benzoic Acid		0.3796		1789	PM2A	3/2/16
E7	4-Hydroxy Benzoic Acid		0.4078		1789	PM2A	3/2/16
