Cell	Carbon Source	OD 600 Data	OD 550	SMC #	Gene	Plate	Date
E8	b-Hydroxy Butyric Acid		0.309		WT	PM2A	5/6/16
E9	g-Hydroxy Butyric Acid		0.372		WT	PM2A	5/6/16
E10	a-Keto Valeric Acid		0.426		WT	PM2A	5/6/16
E11	Itaconic Acid		0.391		WT	PM2A	5/6/16
E12	5-Keto-D-Gluconic Acid		0.242		WT	PM2A	5/6/16
F1	D-Lactic Acid Methyl Ester		0.314		WT	PM2A	5/6/16
F2	Malonic Acid		0.326		WT	PM2A	5/6/16
F3	Melibionic Acid		0.277		WT	PM2A	5/6/16
F4	Oxalic Acid		0.312		WT	PM2A	5/6/16
F5	Oxalomalic Acid		0.371		WT	PM2A	5/6/16
F6	Quinic Acid		0.275		WT	PM2A	5/6/16
F7	"D-Ribono-1,4-Lactone"		0.352		WT	PM2A	5/6/16
F8	Sebacic Acid		0.331		WT	PM2A	5/6/16
F9	Sorbic Acid		0.276		WT	PM2A	5/6/16
F10	Succinamic Acid		0.299		WT	PM2A	5/6/16
F11	D-Tartaric Acid		0.446		WT	PM2A	5/6/16
F12	L-Tartaric Acid		0.29		WT	PM2A	5/6/16
G1	Acetamide		0.256		WT	PM2A	5/6/16
G2	L-Alaninamide		0.308		WT	PM2A	5/6/16
G3	N-Acetyl-L-Glutamic Acid		0.353		WT	PM2A	5/6/16
G4	L-Arginine		0.441		WT	PM2A	5/6/16
G5	Glycine		0.379		WT	PM2A	5/6/16
G6	L-Histidine		0.334		WT	PM2A	5/6/16
G7	L-Homoserine		0.135		WT	PM2A	5/6/16
G8	Hydroxy-L-Proline		0.348		WT	PM2A	5/6/16
G9	L-Isoleucine		0.469		WT	PM2A	5/6/16
G10	L-Leucine		0.343		WT	PM2A	5/6/16
G11	L-Lysine		0.374		WT	PM2A	5/6/16
G12	L-Methionine		0.258		WT	PM2A	5/6/16
H1	L-Ornithine		0.423		WT	PM2A	5/6/16
H2	Phenylalanine		0.243		WT	PM2A	5/6/16
H3	L-Pyroglutamic Acid		0.261		WT	PM2A	5/6/16
H4	L-Valine		0.319		WT	PM2A	5/6/16
H5	"D,L-Carnitine"		0.361		WT	PM2A	5/6/16
H6	Sec-Butylamine		0.31		WT	PM2A	5/6/16
H7	"D,L-Octopamine"		0.305		WT	PM2A	5/6/16
H8	Putrescine		0.305		WT	PM2A	5/6/16
H9	Dihydroxy Acetone		0.265		WT	PM2A	5/6/16
H10	"2,3-Butanediol"		0.297		WT	PM2A	5/6/16
H11	"2,3-Butanone"		0.254		WT	PM2A	5/6/16
H12	3-Hydroxy 2-Butanone		0.257		WT	PM2A	5/6/16
A1	Negative Control		0.397		0192	PM1	5/6/16
A2	L-Arabinose		0.525		0192	PM1	5/6/16
A3	N-Acetyl-D-Glucosamine		0.397		0192	PM1	5/6/16
A4	D-Saccharic Acid		0.662		0192	PM1	5/6/16
A5	Succinic Acid		0.568		0192	PM1	5/6/16
A6	D-Galactose		0.528		0192	PM1	5/6/16
A7	L-Aspartic Acid		0.812		0192	PM1	5/6/16
A8	L-Proline		0.532		0192	PM1	5/6/16
A9	D-Alanine		0.444		0192	PM1	5/6/16
A10	D-Trehalose		0.396		0192	PM1	5/6/16
A11	D-Mannose		0.469		0192	PM1	5/6/16
A12	Dulcitol		0.349		0192	PM1	5/6/16
B1	D-Serine		0.293		0192	PM1	5/6/16
B2	D-Sorbitol		0.416		0192	PM1	5/6/16
B3	Glycerol		0.366		0192	PM1	5/6/16
B4	L-Fucose		0.418		0192	PM1	5/6/16
B5	D-Glucuronic Acid		0.436		0192	PM1	5/6/16
B6	D-Gluconic Acid		0.612		0192	PM1	5/6/16
B7	"D,L-a-Glycerol-Phosphate"		0.401		0192	PM1	5/6/16
B8	D-Xylose		0.47		0192	PM1	5/6/16
B9	L-Lactic Acid		0.567		0192	PM1	5/6/16
B10	Formic Acid		0.438		0192	PM1	5/6/16
B11	D-Mannitol		0.506		0192	PM1	5/6/16
B12	L-Glutamic Acid		0.481		0192	PM1	5/6/16
C1	D-Glucose-6-Phosphate		0.536		0192	PM1	5/6/16
C2	D-Galactonic Acid-g-Lactone		0.634		0192	PM1	5/6/16
C3	"D,L-Malic Acid"		0.591		0192	PM1	5/6/16
C4	D-Ribose		0.415		0192	PM1	5/6/16
C5	Tween 20		0.014		0192	PM1	5/6/16
C6	L-Rhamnose		0.43		0192	PM1	5/6/16
C7	D-Fructose		0.484		0192	PM1	5/6/16
C8	Acetic Acid		0.555		0192	PM1	5/6/16
C9	a-D-Glucose		0.654		0192	PM1	5/6/16
C10	Maltose		0.401		0192	PM1	5/6/16
C11	D-Melibiose		0.373		0192	PM1	5/6/16
C12	Thymidine		0.362		0192	PM1	5/6/16
D1	L-Asparagine		0.643		0192	PM1	5/6/16
D2	D-Aspartic Acid		0.273		0192	PM1	5/6/16
D3	D-Glucosaminic Acid		0.481		0192	PM1	5/6/16
D4	"1,2-Propanediol"		0.403		0192	PM1	5/6/16
D5	Tween 40		0.022		0192	PM1	5/6/16
D6	a-Keto-Glutaric Acid		0.538		0192	PM1	5/6/16
D7	a-Keto-Butyric Acid		0.519		0192	PM1	5/6/16
D8	a-Methyl-D-Galactoside		0.404		0192	PM1	5/6/16
D9	a-D-Lactose		0.414		0192	PM1	5/6/16
D10	Lactulose		0.424		0192	PM1	5/6/16
D11	Sucrose		0.405		0192	PM1	5/6/16
D12	Uridine		0.388		0192	PM1	5/6/16
E1	L-Glutamine		0.695		0192	PM1	5/6/16
E2	M-Tartaric Acid		0.558		0192	PM1	5/6/16
E3	D-Glucose-1-Phosphate		0.431		0192	PM1	5/6/16
E4	D-Fructose-6-Phosphate		0.415		0192	PM1	5/6/16
E5	Tween 80		0.018		0192	PM1	5/6/16
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.396		0192	PM1	5/6/16
E7	a-Hydroxy Butyric Acid		0.554		0192	PM1	5/6/16
E8	b-Methyl-D-Glucoside		0.424		0192	PM1	5/6/16
E9	Adonitol		0.391		0192	PM1	5/6/16
E10	Maltotriose		0.413		0192	PM1	5/6/16
E11	2-Deoxy Adenosine		0.327		0192	PM1	5/6/16
E12	Adenosine		0.28		0192	PM1	5/6/16
F1	Glycil-L-Aspartic Acid		0.446		0192	PM1	5/6/16
F2	Citric Acid		0.63		0192	PM1	5/6/16
F3	M-Inositol		0.405		0192	PM1	5/6/16
F4	D-Threonine		0.45		0192	PM1	5/6/16
F5	Fumaric Acid		0.443		0192	PM1	5/6/16
F6	Bromo Succinic Acid		0.465		0192	PM1	5/6/16
F7	Propionic Acid		0.588		0192	PM1	5/6/16
F8	Mucic Acid		0.252		0192	PM1	5/6/16
F9	Glycolic Acid		0.327		0192	PM1	5/6/16
F10	Glyoxylic Acid		0.516		0192	PM1	5/6/16
F11	D-Cellobiose		0.38		0192	PM1	5/6/16
F12	Inosine		0.321		0192	PM1	5/6/16
G1	Glycil-L-Glutamic Acid		0.453		0192	PM1	5/6/16
G2	Tricarballylic Acid		0.483		0192	PM1	5/6/16
G3	L-Serine		0.593		0192	PM1	5/6/16
G4	L-Threonine		0.513		0192	PM1	5/6/16
G5	L-Alanine		0.434		0192	PM1	5/6/16
G6	L-Alanyl-Glycine		0.367		0192	PM1	5/6/16
G7	Acetoacetic Acid		0.402		0192	PM1	5/6/16
G8	N-Acetyl-b-D-Mannosamine		0.428		0192	PM1	5/6/16
G9	Mono Methyl Succinate		0.403		0192	PM1	5/6/16
G10	Methyl Pyruvate		0.33		0192	PM1	5/6/16
G11	D-Malic Acid		0.504		0192	PM1	5/6/16
G12	L-Malic Acid		0.52		0192	PM1	5/6/16
H1	Glycil-L-Proline		0.426		0192	PM1	5/6/16
H2	p-Hydroxy Phenyl Acetic Acid		0.428		0192	PM1	5/6/16
H3	m-Hydroxy Phenyl Acetic Acid		0.458		0192	PM1	5/6/16
H4	Tyramine		0.476		0192	PM1	5/6/16
H5	D-Psicose		0.476		0192	PM1	5/6/16
H6	L-Lyxose		0.366		0192	PM1	5/6/16
H7	Glucuronamide		0.376		0192	PM1	5/6/16
H8	Pyruvic Acid		0.377		0192	PM1	5/6/16
H9	L-Galactonic Acid-g-Lactone		0.34		0192	PM1	5/6/16
H10	D-Galacturonic Acid		0.446		0192	PM1	5/6/16
H11	Phenylethyl-amine		0.589		0192	PM1	5/6/16
H12	2-Aminoethanol		0.526		0192	PM1	5/6/16
A1	Negative Control		0.437		0192	PM2A	5/6/16
A2	Chondroitin Sulfate C		0.455		0192	PM2A	5/6/16
A3	a-Cyclodextrin		0.589		0192	PM2A	5/6/16
A4	b-Cyclodextrin		0.569		0192	PM2A	5/6/16
A5	g-Cyclodextrin		0.434		0192	PM2A	5/6/16
A6	Dextrin		0.12		0192	PM2A	5/6/16
A7	Gelatin		0.179		0192	PM2A	5/6/16
A8	Glycogen		0.174		0192	PM2A	5/6/16
A9	Inulin		0.355		0192	PM2A	5/6/16
A10	Laminarin		0.264		0192	PM2A	5/6/16
A11	Mannan		0.084		0192	PM2A	5/6/16
A12	Pectin		0.247		0192	PM2A	5/6/16
B1	N-Acetyl-D-Galactosamine		0.466		0192	PM2A	5/6/16
B2	N-Acetyl-Neuraminic Acid		0.561		0192	PM2A	5/6/16
B3	b-D-Allose		0.559		0192	PM2A	5/6/16
B4	Amygdalin		0.389		0192	PM2A	5/6/16
B5	D-Arabinose		0.472		0192	PM2A	5/6/16
B6	D-Arabitol		0.367		0192	PM2A	5/6/16
B7	L-Arabitol		0.439		0192	PM2A	5/6/16
B8	Arbutin		0.441		0192	PM2A	5/6/16
B9	2-Deoxy-D-Ribose		0.266		0192	PM2A	5/6/16
B10	I-Erythritol		0.405		0192	PM2A	5/6/16
B11	D-Fucose		0.411		0192	PM2A	5/6/16
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.344		0192	PM2A	5/6/16
C1	Gentiobiose		0.461		0192	PM2A	5/6/16
C2	L-Glucose		0.529		0192	PM2A	5/6/16
C3	Lactitol		0.433		0192	PM2A	5/6/16
C4	D-Melezitose		0.454		0192	PM2A	5/6/16
C5	Maltitol		0.456		0192	PM2A	5/6/16
C6	a-Methyl-D-Glucoside		0.423		0192	PM2A	5/6/16
C7	b-Methyl-D-Gactoside		0.408		0192	PM2A	5/6/16
C8	3-Methyl-Glucose		0.382		0192	PM2A	5/6/16
C9	b-Methyl-D-Glucuronic Acid		0.435		0192	PM2A	5/6/16
C10	a-Methyl-D-Mannoside		0.45		0192	PM2A	5/6/16
C11	b-Methyl-D-Xyloside		0.432		0192	PM2A	5/6/16
C12	Palatinose		0.463		0192	PM2A	5/6/16
D1	D-Raffinose		0.42		0192	PM2A	5/6/16
D2	Salicin		0.401		0192	PM2A	5/6/16
D3	Sedoheptulosa		0.425		0192	PM2A	5/6/16
D4	L-Sorbose		0.439		0192	PM2A	5/6/16
D5	Stachyose		0.431		0192	PM2A	5/6/16
D6	D-Tagatose		0.468		0192	PM2A	5/6/16
D7	Turanose		0.405		0192	PM2A	5/6/16
D8	Xylitol		0.411		0192	PM2A	5/6/16
D9	N-Acetyl-D-Glucosaminatol		0.4		0192	PM2A	5/6/16
D10	g-Amino Butyric Acid		0.371		0192	PM2A	5/6/16
D11	d-Amino Valeric Acid		0.338		0192	PM2A	5/6/16
D12	Butyric Acid		0.57		0192	PM2A	5/6/16
E1	Capric Acid		0.295		0192	PM2A	5/6/16
E2	Caproic Acid		0.504		0192	PM2A	5/6/16
E3	Citraconic Acid		0.573		0192	PM2A	5/6/16
E4	Citramalic Acid		0.474		0192	PM2A	5/6/16
E5	D-Glucosamine		0.412		0192	PM2A	5/6/16
E6	2-Hydroxy Benzoic Acid		0.496		0192	PM2A	5/6/16
E7	4-Hydroxy Benzoic Acid		0.415		0192	PM2A	5/6/16
E8	b-Hydroxy Butyric Acid		0.545		0192	PM2A	5/6/16
E9	g-Hydroxy Butyric Acid		0.453		0192	PM2A	5/6/16
E10	a-Keto Valeric Acid		0.481		0192	PM2A	5/6/16
E11	Itaconic Acid		0.595		0192	PM2A	5/6/16
E12	5-Keto-D-Gluconic Acid		0.471		0192	PM2A	5/6/16
F1	D-Lactic Acid Methyl Ester		0.367		0192	PM2A	5/6/16
F2	Malonic Acid		0.575		0192	PM2A	5/6/16
F3	Melibionic Acid		0.374		0192	PM2A	5/6/16
F4	Oxalic Acid		0.439		0192	PM2A	5/6/16
F5	Oxalomalic Acid		0.596		0192	PM2A	5/6/16
F6	Quinic Acid		0.376		0192	PM2A	5/6/16
F7	"D-Ribono-1,4-Lactone"		0.434		0192	PM2A	5/6/16
F8	Sebacic Acid		0.441		0192	PM2A	5/6/16
F9	Sorbic Acid		0.266		0192	PM2A	5/6/16
F10	Succinamic Acid		0.446		0192	PM2A	5/6/16
F11	D-Tartaric Acid		0.628		0192	PM2A	5/6/16
F12	L-Tartaric Acid		0.548		0192	PM2A	5/6/16
G1	Acetamide		0.427		0192	PM2A	5/6/16
G2	L-Alaninamide		0.436		0192	PM2A	5/6/16
G3	N-Acetyl-L-Glutamic Acid		0.468		0192	PM2A	5/6/16
G4	L-Arginine		0.631		0192	PM2A	5/6/16
G5	Glycine		0.553		0192	PM2A	5/6/16
G6	L-Histidine		0.444		0192	PM2A	5/6/16
G7	L-Homoserine		0.306		0192	PM2A	5/6/16
G8	Hydroxy-L-Proline		0.46		0192	PM2A	5/6/16
G9	L-Isoleucine		0.613		0192	PM2A	5/6/16
G10	L-Leucine		0.469		0192	PM2A	5/6/16
G11	L-Lysine		0.431		0192	PM2A	5/6/16
G12	L-Methionine		0.457		0192	PM2A	5/6/16
H1	L-Ornithine		0.563		0192	PM2A	5/6/16
H2	Phenylalanine		0.366		0192	PM2A	5/6/16
H3	L-Pyroglutamic Acid		0.369		0192	PM2A	5/6/16
H4	L-Valine		0.431		0192	PM2A	5/6/16
H5	"D,L-Carnitine"		0.375		0192	PM2A	5/6/16
H6	Sec-Butylamine		0.502		0192	PM2A	5/6/16
H7	"D,L-Octopamine"		0.373		0192	PM2A	5/6/16
H8	Putrescine		0.382		0192	PM2A	5/6/16
H9	Dihydroxy Acetone		0.289		0192	PM2A	5/6/16
H10	"2,3-Butanediol"		0.396		0192	PM2A	5/6/16
H11	"2,3-Butanone"		0.27		0192	PM2A	5/6/16
H12	3-Hydroxy 2-Butanone		0.378		0192	PM2A	5/6/16
A1	Negative Control		0.344		1252	PM1	5/6/16
A2	L-Arabinose		0.395		1252	PM1	5/6/16
A3	N-Acetyl-D-Glucosamine		0.302		1252	PM1	5/6/16
A4	D-Saccharic Acid		0.349		1252	PM1	5/6/16
A5	Succinic Acid		0.312		1252	PM1	5/6/16
A6	D-Galactose		0.37		1252	PM1	5/6/16
A7	L-Aspartic Acid		0.355		1252	PM1	5/6/16
A8	L-Proline		0.232		1252	PM1	5/6/16
A9	D-Alanine		0.212		1252	PM1	5/6/16
A10	D-Trehalose		0.253		1252	PM1	5/6/16
A11	D-Mannose		0.347		1252	PM1	5/6/16
A12	Dulcitol		0.223		1252	PM1	5/6/16
B1	D-Serine		0.133		1252	PM1	5/6/16
B2	D-Sorbitol		0.279		1252	PM1	5/6/16
B3	Glycerol		0.254		1252	PM1	5/6/16
B4	L-Fucose		0.305		1252	PM1	5/6/16
B5	D-Glucuronic Acid		0.267		1252	PM1	5/6/16
B6	D-Gluconic Acid		0.378		1252	PM1	5/6/16
B7	"D,L-a-Glycerol-Phosphate"		0.231		1252	PM1	5/6/16
B8	D-Xylose		0.377		1252	PM1	5/6/16
B9	L-Lactic Acid		0.268		1252	PM1	5/6/16
B10	Formic Acid		0.267		1252	PM1	5/6/16
B11	D-Mannitol		0.355		1252	PM1	5/6/16
B12	L-Glutamic Acid		0.271		1252	PM1	5/6/16
C1	D-Glucose-6-Phosphate		0.332		1252	PM1	5/6/16
C2	D-Galactonic Acid-g-Lactone		0.354		1252	PM1	5/6/16
C3	"D,L-Malic Acid"		0.31		1252	PM1	5/6/16
C4	D-Ribose		0.28		1252	PM1	5/6/16
C5	Tween 20		0.015		1252	PM1	5/6/16
C6	L-Rhamnose		0.307		1252	PM1	5/6/16
C7	D-Fructose		0.251		1252	PM1	5/6/16
C8	Acetic Acid		0.281		1252	PM1	5/6/16
C9	a-D-Glucose		0.306		1252	PM1	5/6/16
C10	Maltose		0.235		1252	PM1	5/6/16
C11	D-Melibiose		0.25		1252	PM1	5/6/16
C12	Thymidine		0.285		1252	PM1	5/6/16
D1	L-Asparagine		0.249		1252	PM1	5/6/16
D2	D-Aspartic Acid		0.222		1252	PM1	5/6/16
D3	D-Glucosaminic Acid		0.274		1252	PM1	5/6/16
D4	"1,2-Propanediol"		0.266		1252	PM1	5/6/16
D5	Tween 40		0.016		1252	PM1	5/6/16
D6	a-Keto-Glutaric Acid		0.291		1252	PM1	5/6/16
D7	a-Keto-Butyric Acid		0.316		1252	PM1	5/6/16
D8	a-Methyl-D-Galactoside		0.239		1252	PM1	5/6/16
D9	a-D-Lactose		0.21		1252	PM1	5/6/16
D10	Lactulose		0.239		1252	PM1	5/6/16
D11	Sucrose		0.234		1252	PM1	5/6/16
D12	Uridine		0.222		1252	PM1	5/6/16
E1	L-Glutamine		0.268		1252	PM1	5/6/16
E2	M-Tartaric Acid		0.51		1252	PM1	5/6/16
E3	D-Glucose-1-Phosphate		0.259		1252	PM1	5/6/16
E4	D-Fructose-6-Phosphate		0.223		1252	PM1	5/6/16
E5	Tween 80		0.011		1252	PM1	5/6/16
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.199		1252	PM1	5/6/16
E7	a-Hydroxy Butyric Acid		0.368		1252	PM1	5/6/16
E8	b-Methyl-D-Glucoside		0.238		1252	PM1	5/6/16
E9	Adonitol		0.214		1252	PM1	5/6/16
E10	Maltotriose		0.199		1252	PM1	5/6/16
E11	2-Deoxy Adenosine		0.208		1252	PM1	5/6/16
E12	Adenosine		0.181		1252	PM1	5/6/16
F1	Glycil-L-Aspartic Acid		0.256		1252	PM1	5/6/16
F2	Citric Acid		0.329		1252	PM1	5/6/16
F3	M-Inositol		0.251		1252	PM1	5/6/16
F4	D-Threonine		0.299		1252	PM1	5/6/16
F5	Fumaric Acid		0.226		1252	PM1	5/6/16
F6	Bromo Succinic Acid		0.201		1252	PM1	5/6/16
F7	Propionic Acid		0.383		1252	PM1	5/6/16
F8	Mucic Acid		0.163		1252	PM1	5/6/16
F9	Glycolic Acid		0.243		1252	PM1	5/6/16
F10	Glyoxylic Acid		0.294		1252	PM1	5/6/16
F11	D-Cellobiose		0.206		1252	PM1	5/6/16
F12	Inosine		0.192		1252	PM1	5/6/16
G1	Glycil-L-Glutamic Acid		0.262		1252	PM1	5/6/16
G2	Tricarballylic Acid		0.3		1252	PM1	5/6/16
G3	L-Serine		0.23		1252	PM1	5/6/16
G4	L-Threonine		0.289		1252	PM1	5/6/16
G5	L-Alanine		0.21		1252	PM1	5/6/16
