Cell	Carbon Source	OD 600 Data	OD 550	SMC #	Gene	Plate	Date
H3	m-Hydroxy Phenyl Acetic Acid		0.3981		WT	PM1	6/21/17
H4	Tyramine		0.3727		WT	PM1	6/21/17
H5	D-Psicose		0.3458		WT	PM1	6/21/17
H6	L-Lyxose		0.3584		WT	PM1	6/21/17
H7	Glucuronamide		0.429		WT	PM1	6/21/17
H8	Pyruvic Acid		0.4221		WT	PM1	6/21/17
H9	L-Galactonic Acid-g-Lactone		0.3627		WT	PM1	6/21/17
H10	D-Galacturonic Acid		0.3941		WT	PM1	6/21/17
H11	Phenylethyl-amine		0.37		WT	PM1	6/21/17
H12	2-Aminoethanol		0.3692		WT	PM1	6/21/17
A1	Negative Control		0.3139		WT	PM2A	6/21/17
A2	Chondroitin Sulfate C		0.3527		WT	PM2A	6/21/17
A3	a-Cyclodextrin		0.6082		WT	PM2A	6/21/17
A4	b-Cyclodextrin		0.5082		WT	PM2A	6/21/17
A5	g-Cyclodextrin		0.3559		WT	PM2A	6/21/17
A6	Dextrin		0.1022		WT	PM2A	6/21/17
A7	Gelatin		0.2218		WT	PM2A	6/21/17
A8	Glycogen		0.1599		WT	PM2A	6/21/17
A9	Inulin		0.3649		WT	PM2A	6/21/17
A10	Laminarin		0.2535		WT	PM2A	6/21/17
A11	Mannan		0.0613		WT	PM2A	6/21/17
A12	Pectin		0.3111		WT	PM2A	6/21/17
B1	N-Acetyl-D-Galactosamine		0.356		WT	PM2A	6/21/17
B2	N-Acetyl-Neuraminic Acid		0.3834		WT	PM2A	6/21/17
B3	b-D-Allose		0.4295		WT	PM2A	6/21/17
B4	Amygdalin		0.3199		WT	PM2A	6/21/17
B5	D-Arabinose		0.4298		WT	PM2A	6/21/17
B6	D-Arabitol		0.5089		WT	PM2A	6/21/17
B7	L-Arabitol		0.3603		WT	PM2A	6/21/17
B8	Arbutin		0.3385		WT	PM2A	6/21/17
B9	2-Deoxy-D-Ribose		0.2733		WT	PM2A	6/21/17
B10	I-Erythritol		0.3528		WT	PM2A	6/21/17
B11	D-Fucose		0.3677		WT	PM2A	6/21/17
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.2958		WT	PM2A	6/21/17
C1	Gentiobiose		0.3364		WT	PM2A	6/21/17
C2	L-Glucose		0.4465		WT	PM2A	6/21/17
C3	Lactitol		0.349		WT	PM2A	6/21/17
C4	D-Melezitose		0.4017		WT	PM2A	6/21/17
C5	Maltitol		0.3649		WT	PM2A	6/21/17
C6	a-Methyl-D-Glucoside		0.3719		WT	PM2A	6/21/17
C7	b-Methyl-D-Gactoside		0.3661		WT	PM2A	6/21/17
C8	3-Methyl-Glucose		0.3854		WT	PM2A	6/21/17
C9	b-Methyl-D-Glucuronic Acid		0.3612		WT	PM2A	6/21/17
C10	a-Methyl-D-Mannoside		0.3827		WT	PM2A	6/21/17
C11	b-Methyl-D-Xyloside		0.3626		WT	PM2A	6/21/17
C12	Palatinose		0.351		WT	PM2A	6/21/17
D1	D-Raffinose		0.2978		WT	PM2A	6/21/17
D2	Salicin		0.3958		WT	PM2A	6/21/17
D3	Sedoheptulosa		0.358		WT	PM2A	6/21/17
D4	L-Sorbose		0.3869		WT	PM2A	6/21/17
D5	Stachyose		0.3686		WT	PM2A	6/21/17
D6	D-Tagatose		0.3961		WT	PM2A	6/21/17
D7	Turanose		0.3641		WT	PM2A	6/21/17
D8	Xylitol		0.3688		WT	PM2A	6/21/17
D9	N-Acetyl-D-Glucosaminatol		0.363		WT	PM2A	6/21/17
D10	g-Amino Butyric Acid		0.4754		WT	PM2A	6/21/17
D11	d-Amino Valeric Acid		0.3606		WT	PM2A	6/21/17
D12	Butyric Acid		0.4876		WT	PM2A	6/21/17
E1	Capric Acid		0.41		WT	PM2A	6/21/17
E2	Caproic Acid		0.3551		WT	PM2A	6/21/17
E3	Citraconic Acid		0.5999		WT	PM2A	6/21/17
E4	Citramalic Acid		0.6098		WT	PM2A	6/21/17
E5	D-Glucosamine		0.3595		WT	PM2A	6/21/17
E6	2-Hydroxy Benzoic Acid		1.0485		WT	PM2A	6/21/17
E7	4-Hydroxy Benzoic Acid		0.4014		WT	PM2A	6/21/17
E8	b-Hydroxy Butyric Acid		0.4982		WT	PM2A	6/21/17
E9	g-Hydroxy Butyric Acid		0.4105		WT	PM2A	6/21/17
E10	a-Keto Valeric Acid		0.6156		WT	PM2A	6/21/17
E11	Itaconic Acid		0.4901		WT	PM2A	6/21/17
E12	5-Keto-D-Gluconic Acid		0.3263		WT	PM2A	6/21/17
F1	D-Lactic Acid Methyl Ester		0.3013		WT	PM2A	6/21/17
F2	Malonic Acid		0.4777		WT	PM2A	6/21/17
F3	Melibionic Acid		0.3719		WT	PM2A	6/21/17
F4	Oxalic Acid		0.4297		WT	PM2A	6/21/17
F5	Oxalomalic Acid		0.5086		WT	PM2A	6/21/17
F6	Quinic Acid		0.4758		WT	PM2A	6/21/17
F7	"D-Ribono-1,4-Lactone"		0.3936		WT	PM2A	6/21/17
F8	Sebacic Acid		0.4713		WT	PM2A	6/21/17
F9	Sorbic Acid		0.3183		WT	PM2A	6/21/17
F10	Succinamic Acid		0.3993		WT	PM2A	6/21/17
F11	D-Tartaric Acid		0.6028		WT	PM2A	6/21/17
F12	L-Tartaric Acid		0.4157		WT	PM2A	6/21/17
G1	Acetamide		0.3149		WT	PM2A	6/21/17
G2	L-Alaninamide		0.3723		WT	PM2A	6/21/17
G3	N-Acetyl-L-Glutamic Acid		0.374		WT	PM2A	6/21/17
G4	L-Arginine		0.5649		WT	PM2A	6/21/17
G5	Glycine		0.3715		WT	PM2A	6/21/17
G6	L-Histidine		0.4676		WT	PM2A	6/21/17
G7	L-Homoserine		0.1256		WT	PM2A	6/21/17
G8	Hydroxy-L-Proline		0.5641		WT	PM2A	6/21/17
G9	L-Isoleucine		0.5466		WT	PM2A	6/21/17
G10	L-Leucine		0.4331		WT	PM2A	6/21/17
G11	L-Lysine		0.4081		WT	PM2A	6/21/17
G12	L-Methionine		0.3991		WT	PM2A	6/21/17
H1	L-Ornithine		0.5062		WT	PM2A	6/21/17
H2	Phenylalanine		0.3702		WT	PM2A	6/21/17
H3	L-Pyroglutamic Acid		0.4917		WT	PM2A	6/21/17
H4	L-Valine		0.4341		WT	PM2A	6/21/17
H5	"D,L-Carnitine"		0.3761		WT	PM2A	6/21/17
H6	Sec-Butylamine		0.5235		WT	PM2A	6/21/17
H7	"D,L-Octopamine"		0.3298		WT	PM2A	6/21/17
H8	Putrescine		0.409		WT	PM2A	6/21/17
H9	Dihydroxy Acetone		0.3236		WT	PM2A	6/21/17
H10	"2,3-Butanediol"		0.3332		WT	PM2A	6/21/17
H11	"2,3-Butanone"		0.2734		WT	PM2A	6/21/17
H12	3-Hydroxy 2-Butanone		0.3266		WT	PM2A	6/21/17
A1	Negative Control		0.3165		4451	PM1	6/21/17
A2	L-Arabinose		0.3462		4451	PM1	6/21/17
A3	N-Acetyl-D-Glucosamine		0.3133		4451	PM1	6/21/17
A4	D-Saccharic Acid		0.4286		4451	PM1	6/21/17
A5	Succinic Acid		0.3655		4451	PM1	6/21/17
A6	D-Galactose		0.3071		4451	PM1	6/21/17
A7	L-Aspartic Acid		0.3548		4451	PM1	6/21/17
A8	L-Proline		0.3633		4451	PM1	6/21/17
A9	D-Alanine		0.2815		4451	PM1	6/21/17
A10	D-Trehalose		0.2686		4451	PM1	6/21/17
A11	D-Mannose		0.3123		4451	PM1	6/21/17
A12	Dulcitol		0.2166		4451	PM1	6/21/17
B1	D-Serine		0.1784		4451	PM1	6/21/17
B2	D-Sorbitol		0.2844		4451	PM1	6/21/17
B3	Glycerol		0.3371		4451	PM1	6/21/17
B4	L-Fucose		0.3048		4451	PM1	6/21/17
B5	D-Glucuronic Acid		0.3196		4451	PM1	6/21/17
B6	D-Gluconic Acid		0.3858		4451	PM1	6/21/17
B7	"D,L-a-Glycerol-Phosphate"		0.3284		4451	PM1	6/21/17
B8	D-Xylose		0.3332		4451	PM1	6/21/17
B9	L-Lactic Acid		0.3733		4451	PM1	6/21/17
B10	Formic Acid		0.2789		4451	PM1	6/21/17
B11	D-Mannitol		0.36		4451	PM1	6/21/17
B12	L-Glutamic Acid		0.3074		4451	PM1	6/21/17
C1	D-Glucose-6-Phosphate		0.3497		4451	PM1	6/21/17
C2	D-Galactonic Acid-g-Lactone		0.4178		4451	PM1	6/21/17
C3	"D,L-Malic Acid"		0.4357		4451	PM1	6/21/17
C4	D-Ribose		0.4372		4451	PM1	6/21/17
C5	Tween 20		0.0229		4451	PM1	6/21/17
C6	L-Rhamnose		0.3191		4451	PM1	6/21/17
C7	D-Fructose		0.376		4451	PM1	6/21/17
C8	Acetic Acid		0.3792		4451	PM1	6/21/17
C9	a-D-Glucose		0.4873		4451	PM1	6/21/17
C10	Maltose		0.3398		4451	PM1	6/21/17
C11	D-Melibiose		0.3179		4451	PM1	6/21/17
C12	Thymidine		0.229		4451	PM1	6/21/17
D1	L-Asparagine		0.336		4451	PM1	6/21/17
D2	D-Aspartic Acid		0.4466		4451	PM1	6/21/17
D3	D-Glucosaminic Acid		0.3891		4451	PM1	6/21/17
D4	"1,2-Propanediol"		0.3119		4451	PM1	6/21/17
D5	Tween 40		0.0202		4451	PM1	6/21/17
D6	a-Keto-Glutaric Acid		0.3062		4451	PM1	6/21/17
D7	a-Keto-Butyric Acid		0.6023		4451	PM1	6/21/17
D8	a-Methyl-D-Galactoside		0.2841		4451	PM1	6/21/17
D9	a-D-Lactose		0.3204		4451	PM1	6/21/17
D10	Lactulose		0.3153		4451	PM1	6/21/17
D11	Sucrose		0.3209		4451	PM1	6/21/17
D12	Uridine		0.1754		4451	PM1	6/21/17
E1	L-Glutamine		0.3637		4451	PM1	6/21/17
E2	M-Tartaric Acid		0.6389		4451	PM1	6/21/17
E3	D-Glucose-1-Phosphate		0.339		4451	PM1	6/21/17
E4	D-Fructose-6-Phosphate		0.335		4451	PM1	6/21/17
E5	Tween 80		0.0172		4451	PM1	6/21/17
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.3591		4451	PM1	6/21/17
E7	a-Hydroxy Butyric Acid		0.5501		4451	PM1	6/21/17
E8	b-Methyl-D-Glucoside		0.3392		4451	PM1	6/21/17
E9	Adonitol		0.3204		4451	PM1	6/21/17
E10	Maltotriose		0.3281		4451	PM1	6/21/17
E11	2-Deoxy Adenosine		0.254		4451	PM1	6/21/17
E12	Adenosine		0.2111		4451	PM1	6/21/17
F1	Glycil-L-Aspartic Acid		0.295		4451	PM1	6/21/17
F2	Citric Acid		0.5735		4451	PM1	6/21/17
F3	M-Inositol		0.3455		4451	PM1	6/21/17
F4	D-Threonine		0.4173		4451	PM1	6/21/17
F5	Fumaric Acid		0.3498		4451	PM1	6/21/17
F6	Bromo Succinic Acid		0.4577		4451	PM1	6/21/17
F7	Propionic Acid		0.5107		4451	PM1	6/21/17
F8	Mucic Acid		0.266		4451	PM1	6/21/17
F9	Glycolic Acid		0.3794		4451	PM1	6/21/17
F10	Glyoxylic Acid		0.4649		4451	PM1	6/21/17
F11	D-Cellobiose		0.2534		4451	PM1	6/21/17
F12	Inosine		0.1902		4451	PM1	6/21/17
G1	Glycil-L-Glutamic Acid		0.2557		4451	PM1	6/21/17
G2	Tricarballylic Acid		0.3834		4451	PM1	6/21/17
G3	L-Serine		0.5435		4451	PM1	6/21/17
G4	L-Threonine		0.3657		4451	PM1	6/21/17
G5	L-Alanine		0.3548		4451	PM1	6/21/17
G6	L-Alanyl-Glycine		0.344		4451	PM1	6/21/17
G7	Acetoacetic Acid		0.3951		4451	PM1	6/21/17
G8	N-Acetyl-b-D-Mannosamine		0.3073		4451	PM1	6/21/17
G9	Mono Methyl Succinate		0.4205		4451	PM1	6/21/17
G10	Methyl Pyruvate		0.3043		4451	PM1	6/21/17
G11	D-Malic Acid		0.3643		4451	PM1	6/21/17
G12	L-Malic Acid		0.2806		4451	PM1	6/21/17
H1	Glycil-L-Proline		0.3192		4451	PM1	6/21/17
H2	p-Hydroxy Phenyl Acetic Acid		0.3527		4451	PM1	6/21/17
H3	m-Hydroxy Phenyl Acetic Acid		0.3668		4451	PM1	6/21/17
H4	Tyramine		0.391		4451	PM1	6/21/17
H5	D-Psicose		0.3393		4451	PM1	6/21/17
H6	L-Lyxose		0.4003		4451	PM1	6/21/17
H7	Glucuronamide		0.358		4451	PM1	6/21/17
H8	Pyruvic Acid		0.374		4451	PM1	6/21/17
H9	L-Galactonic Acid-g-Lactone		0.3264		4451	PM1	6/21/17
H10	D-Galacturonic Acid		0.3191		4451	PM1	6/21/17
H11	Phenylethyl-amine		0.2878		4451	PM1	6/21/17
H12	2-Aminoethanol		0.2143		4451	PM1	6/21/17
A1	Negative Control		0.2964		4451	PM2A	6/21/17
A2	Chondroitin Sulfate C		0.2541		4451	PM2A	6/21/17
A3	a-Cyclodextrin		0.4565		4451	PM2A	6/21/17
A4	b-Cyclodextrin		0.3995		4451	PM2A	6/21/17
A5	g-Cyclodextrin		0.3079		4451	PM2A	6/21/17
A6	Dextrin		0.112		4451	PM2A	6/21/17
A7	Gelatin		0.2422		4451	PM2A	6/21/17
A8	Glycogen		0.149		4451	PM2A	6/21/17
A9	Inulin		0.2877		4451	PM2A	6/21/17
A10	Laminarin		0.2496		4451	PM2A	6/21/17
A11	Mannan		0.0885		4451	PM2A	6/21/17
A12	Pectin		0.3181		4451	PM2A	6/21/17
B1	N-Acetyl-D-Galactosamine		0.3438		4451	PM2A	6/21/17
B2	N-Acetyl-Neuraminic Acid		0.3448		4451	PM2A	6/21/17
B3	b-D-Allose		0.3839		4451	PM2A	6/21/17
B4	Amygdalin		0.3081		4451	PM2A	6/21/17
B5	D-Arabinose		0.3325		4451	PM2A	6/21/17
B6	D-Arabitol		0.4439		4451	PM2A	6/21/17
B7	L-Arabitol		0.3502		4451	PM2A	6/21/17
B8	Arbutin		0.3122		4451	PM2A	6/21/17
B9	2-Deoxy-D-Ribose		0.2683		4451	PM2A	6/21/17
B10	I-Erythritol		0.3539		4451	PM2A	6/21/17
B11	D-Fucose		0.3218		4451	PM2A	6/21/17
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.2354		4451	PM2A	6/21/17
C1	Gentiobiose		0.3341		4451	PM2A	6/21/17
C2	L-Glucose		0.3938		4451	PM2A	6/21/17
C3	Lactitol		0.3188		4451	PM2A	6/21/17
C4	D-Melezitose		0.3592		4451	PM2A	6/21/17
C5	Maltitol		0.3235		4451	PM2A	6/21/17
C6	a-Methyl-D-Glucoside		0.3615		4451	PM2A	6/21/17
C7	b-Methyl-D-Gactoside		0.3556		4451	PM2A	6/21/17
C8	3-Methyl-Glucose		0.3635		4451	PM2A	6/21/17
C9	b-Methyl-D-Glucuronic Acid		0.3078		4451	PM2A	6/21/17
C10	a-Methyl-D-Mannoside		0.3888		4451	PM2A	6/21/17
C11	b-Methyl-D-Xyloside		0.3193		4451	PM2A	6/21/17
C12	Palatinose		0.329		4451	PM2A	6/21/17
D1	D-Raffinose		0.2913		4451	PM2A	6/21/17
D2	Salicin		0.3377		4451	PM2A	6/21/17
D3	Sedoheptulosa		0.3461		4451	PM2A	6/21/17
D4	L-Sorbose		0.343		4451	PM2A	6/21/17
D5	Stachyose		0.3382		4451	PM2A	6/21/17
D6	D-Tagatose		0.3789		4451	PM2A	6/21/17
D7	Turanose		0.3595		4451	PM2A	6/21/17
D8	Xylitol		0.3166		4451	PM2A	6/21/17
D9	N-Acetyl-D-Glucosaminatol		0.3382		4451	PM2A	6/21/17
D10	g-Amino Butyric Acid		0.4399		4451	PM2A	6/21/17
D11	d-Amino Valeric Acid		0.3157		4451	PM2A	6/21/17
D12	Butyric Acid		0.4542		4451	PM2A	6/21/17
E1	Capric Acid		0.5056		4451	PM2A	6/21/17
E2	Caproic Acid		0.3379		4451	PM2A	6/21/17
E3	Citraconic Acid		0.5359		4451	PM2A	6/21/17
E4	Citramalic Acid		0.4874		4451	PM2A	6/21/17
E5	D-Glucosamine		0.3409		4451	PM2A	6/21/17
E6	2-Hydroxy Benzoic Acid		0.8242		4451	PM2A	6/21/17
E7	4-Hydroxy Benzoic Acid		0.4579		4451	PM2A	6/21/17
E8	b-Hydroxy Butyric Acid		0.4625		4451	PM2A	6/21/17
E9	g-Hydroxy Butyric Acid		0.3944		4451	PM2A	6/21/17
E10	a-Keto Valeric Acid		0.5778		4451	PM2A	6/21/17
E11	Itaconic Acid		0.3857		4451	PM2A	6/21/17
E12	5-Keto-D-Gluconic Acid		0.3193		4451	PM2A	6/21/17
F1	D-Lactic Acid Methyl Ester		0.3304		4451	PM2A	6/21/17
F2	Malonic Acid		0.4244		4451	PM2A	6/21/17
F3	Melibionic Acid		0.3356		4451	PM2A	6/21/17
F4	Oxalic Acid		0.376		4451	PM2A	6/21/17
F5	Oxalomalic Acid		0.4382		4451	PM2A	6/21/17
F6	Quinic Acid		0.4354		4451	PM2A	6/21/17
F7	"D-Ribono-1,4-Lactone"		0.331		4451	PM2A	6/21/17
F8	Sebacic Acid		0.4016		4451	PM2A	6/21/17
F9	Sorbic Acid		0.2383		4451	PM2A	6/21/17
F10	Succinamic Acid		0.4161		4451	PM2A	6/21/17
F11	D-Tartaric Acid		0.486		4451	PM2A	6/21/17
F12	L-Tartaric Acid		0.3756		4451	PM2A	6/21/17
G1	Acetamide		0.3129		4451	PM2A	6/21/17
G2	L-Alaninamide		0.3845		4451	PM2A	6/21/17
G3	N-Acetyl-L-Glutamic Acid		0.3375		4451	PM2A	6/21/17
G4	L-Arginine		0.5221		4451	PM2A	6/21/17
G5	Glycine		0.3385		4451	PM2A	6/21/17
G6	L-Histidine		0.4423		4451	PM2A	6/21/17
G7	L-Homoserine		0.123		4451	PM2A	6/21/17
G8	Hydroxy-L-Proline		0.5615		4451	PM2A	6/21/17
G9	L-Isoleucine		0.6215		4451	PM2A	6/21/17
G10	L-Leucine		0.4332		4451	PM2A	6/21/17
G11	L-Lysine		0.389		4451	PM2A	6/21/17
G12	L-Methionine		0.347		4451	PM2A	6/21/17
H1	L-Ornithine		0.5035		4451	PM2A	6/21/17
H2	Phenylalanine		0.3652		4451	PM2A	6/21/17
H3	L-Pyroglutamic Acid		0.4903		4451	PM2A	6/21/17
H4	L-Valine		0.5022		4451	PM2A	6/21/17
H5	"D,L-Carnitine"		0.3777		4451	PM2A	6/21/17
H6	Sec-Butylamine		0.5363		4451	PM2A	6/21/17
H7	"D,L-Octopamine"		0.3882		4451	PM2A	6/21/17
H8	Putrescine		0.428		4451	PM2A	6/21/17
H9	Dihydroxy Acetone		0.3264		4451	PM2A	6/21/17
H10	"2,3-Butanediol"		0.4101		4451	PM2A	6/21/17
H11	"2,3-Butanone"		0.2449		4451	PM2A	6/21/17
H12	3-Hydroxy 2-Butanone		0.3653		4451	PM2A	6/21/17
A1	Negative Control		0.4213		0050	PM1	6/21/17
A2	L-Arabinose		0.4836		0050	PM1	6/21/17
A3	N-Acetyl-D-Glucosamine		0.3552		0050	PM1	6/21/17
A4	D-Saccharic Acid		0.6249		0050	PM1	6/21/17
A5	Succinic Acid		0.4809		0050	PM1	6/21/17
A6	D-Galactose		0.5034		0050	PM1	6/21/17
A7	L-Aspartic Acid		0.4114		0050	PM1	6/21/17
A8	L-Proline		0.4631		0050	PM1	6/21/17
A9	D-Alanine		0.3767		0050	PM1	6/21/17
A10	D-Trehalose		0.3679		0050	PM1	6/21/17
A11	D-Mannose		0.4598		0050	PM1	6/21/17
A12	Dulcitol		0.3388		0050	PM1	6/21/17
B1	D-Serine		0.3357		0050	PM1	6/21/17
B2	D-Sorbitol		0.4599		0050	PM1	6/21/17
B3	Glycerol		0.3931		0050	PM1	6/21/17
B4	L-Fucose		0.4023		0050	PM1	6/21/17
B5	D-Glucuronic Acid		0.4297		0050	PM1	6/21/17
B6	D-Gluconic Acid		0.572		0050	PM1	6/21/17
B7	"D,L-a-Glycerol-Phosphate"		0.4155		0050	PM1	6/21/17
B8	D-Xylose		0.4915		0050	PM1	6/21/17
B9	L-Lactic Acid		0.4451		0050	PM1	6/21/17
B10	Formic Acid		0.4006		0050	PM1	6/21/17
B11	D-Mannitol		0.4562		0050	PM1	6/21/17
B12	L-Glutamic Acid		0.4397		0050	PM1	6/21/17
C1	D-Glucose-6-Phosphate		0.3949		0050	PM1	6/21/17
C2	D-Galactonic Acid-g-Lactone		0.4855		0050	PM1	6/21/17
C3	"D,L-Malic Acid"		0.4992		0050	PM1	6/21/17
C4	D-Ribose		0.4993		0050	PM1	6/21/17
C5	Tween 20		0.04		0050	PM1	6/21/17
C6	L-Rhamnose		0.3563		0050	PM1	6/21/17
C7	D-Fructose		0.383		0050	PM1	6/21/17
C8	Acetic Acid		0.3893		0050	PM1	6/21/17
C9	a-D-Glucose		0.4336		0050	PM1	6/21/17
C10	Maltose		0.3064		0050	PM1	6/21/17
C11	D-Melibiose		0.3745		0050	PM1	6/21/17
C12	Thymidine		0.3386		0050	PM1	6/21/17
D1	L-Asparagine		0.4231		0050	PM1	6/21/17
D2	D-Aspartic Acid		0.4946		0050	PM1	6/21/17
D3	D-Glucosaminic Acid		0.4363		0050	PM1	6/21/17
D4	"1,2-Propanediol"		0.4179		0050	PM1	6/21/17
D5	Tween 40		0.0235		0050	PM1	6/21/17
D6	a-Keto-Glutaric Acid		0.4195		0050	PM1	6/21/17
D7	a-Keto-Butyric Acid		0.6064		0050	PM1	6/21/17
D8	a-Methyl-D-Galactoside		0.3265		0050	PM1	6/21/17
D9	a-D-Lactose		0.3047		0050	PM1	6/21/17
D10	Lactulose		0.3262		0050	PM1	6/21/17
D11	Sucrose		0.3346		0050	PM1	6/21/17
D12	Uridine		0.3045		0050	PM1	6/21/17
E1	L-Glutamine		0.4643		0050	PM1	6/21/17
E2	M-Tartaric Acid		0.6667		0050	PM1	6/21/17
E3	D-Glucose-1-Phosphate		0.3962		0050	PM1	6/21/17
E4	D-Fructose-6-Phosphate		0.4697		0050	PM1	6/21/17
E5	Tween 80		0.0173		0050	PM1	6/21/17
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.4226		0050	PM1	6/21/17
E7	a-Hydroxy Butyric Acid		0.5449		0050	PM1	6/21/17
E8	b-Methyl-D-Glucoside		0.3396		0050	PM1	6/21/17
E9	Adonitol		0.363		0050	PM1	6/21/17
E10	Maltotriose		0.3184		0050	PM1	6/21/17
E11	2-Deoxy Adenosine		0.3083		0050	PM1	6/21/17
E12	Adenosine		0.294		0050	PM1	6/21/17
F1	Glycil-L-Aspartic Acid		0.3599		0050	PM1	6/21/17
