Cell	Carbon Source	OD 600 Data	OD 550	SMC #	Gene	Plate	Date
D10	Lactulose		0.371		WT	PM1	3/8/16
D11	Sucrose		0.439		WT	PM1	3/8/16
D12	Uridine		0.37		WT	PM1	3/8/16
E1	L-Glutamine		0.491		WT	PM1	3/8/16
E2	M-Tartaric Acid		0.628		WT	PM1	3/8/16
E3	D-Glucose-1-Phosphate		0.418		WT	PM1	3/8/16
E4	D-Fructose-6-Phosphate		0.308		WT	PM1	3/8/16
E5	Tween 80		0.016		WT	PM1	3/8/16
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.349		WT	PM1	3/8/16
E7	a-Hydroxy Butyric Acid		0.59		WT	PM1	3/8/16
E8	b-Methyl-D-Glucoside		0.341		WT	PM1	3/8/16
E9	Adonitol		0.315		WT	PM1	3/8/16
E10	Maltotriose		0.366		WT	PM1	3/8/16
E11	2-Deoxy Adenosine		0.403		WT	PM1	3/8/16
E12	Adenosine		0.233		WT	PM1	3/8/16
F1	Glycil-L-Aspartic Acid		0.42		WT	PM1	3/8/16
F2	Citric Acid		0.429		WT	PM1	3/8/16
F3	M-Inositol		0.39		WT	PM1	3/8/16
F4	D-Threonine		0.572		WT	PM1	3/8/16
F5	Fumaric Acid		0.505		WT	PM1	3/8/16
F6	Bromo Succinic Acid		0.466		WT	PM1	3/8/16
F7	Propionic Acid		0.404		WT	PM1	3/8/16
F8	Mucic Acid		0.358		WT	PM1	3/8/16
F9	Glycolic Acid		0.492		WT	PM1	3/8/16
F10	Glyoxylic Acid		0.609		WT	PM1	3/8/16
F11	D-Cellobiose		0.477		WT	PM1	3/8/16
F12	Inosine		0.335		WT	PM1	3/8/16
G1	Glycil-L-Glutamic Acid		0.421		WT	PM1	3/8/16
G2	Tricarballylic Acid		0.506		WT	PM1	3/8/16
G3	L-Serine		0.503		WT	PM1	3/8/16
G4	L-Threonine		0.554		WT	PM1	3/8/16
G5	L-Alanine		0.346		WT	PM1	3/8/16
G6	L-Alanyl-Glycine		0.359		WT	PM1	3/8/16
G7	Acetoacetic Acid		0.294		WT	PM1	3/8/16
G8	N-Acetyl-b-D-Mannosamine		0.379		WT	PM1	3/8/16
G9	Mono Methyl Succinate		0.461		WT	PM1	3/8/16
G10	Methyl Pyruvate		0.339		WT	PM1	3/8/16
G11	D-Malic Acid		0.606		WT	PM1	3/8/16
G12	L-Malic Acid		0.549		WT	PM1	3/8/16
H1	Glycil-L-Proline		0.295		WT	PM1	3/8/16
H2	p-Hydroxy Phenyl Acetic Acid		0.26		WT	PM1	3/8/16
H3	m-Hydroxy Phenyl Acetic Acid		0.359		WT	PM1	3/8/16
H4	Tyramine		0.524		WT	PM1	3/8/16
H5	D-Psicose		0.296		WT	PM1	3/8/16
H6	L-Lyxose		0.347		WT	PM1	3/8/16
H7	Glucuronamide		0.358		WT	PM1	3/8/16
H8	Pyruvic Acid		0.452		WT	PM1	3/8/16
H9	L-Galactonic Acid-g-Lactone		0.407		WT	PM1	3/8/16
H10	D-Galacturonic Acid		0.473		WT	PM1	3/8/16
H11	Phenylethyl-amine		0.537		WT	PM1	3/8/16
H12	2-Aminoethanol		0.525		WT	PM1	3/8/16
A1	Negative Control		0.338		4150	PM1	3/8/16
A2	L-Arabinose		0.409		4150	PM1	3/8/16
A3	N-Acetyl-D-Glucosamine		0.327		4150	PM1	3/8/16
A4	D-Saccharic Acid		0.577		4150	PM1	3/8/16
A5	Succinic Acid		0.449		4150	PM1	3/8/16
A6	D-Galactose		0.458		4150	PM1	3/8/16
A7	L-Aspartic Acid		0.724		4150	PM1	3/8/16
A8	L-Proline		0.469		4150	PM1	3/8/16
A9	D-Alanine		0.346		4150	PM1	3/8/16
A10	D-Trehalose		0.299		4150	PM1	3/8/16
A11	D-Mannose		0.482		4150	PM1	3/8/16
A12	Dulcitol		0.429		4150	PM1	3/8/16
B1	D-Serine		0.247		4150	PM1	3/8/16
B2	D-Sorbitol		0.322		4150	PM1	3/8/16
B3	Glycerol		0.238		4150	PM1	3/8/16
B4	L-Fucose		0.354		4150	PM1	3/8/16
B5	D-Glucuronic Acid		0.363		4150	PM1	3/8/16
B6	D-Gluconic Acid		0.672		4150	PM1	3/8/16
B7	"D,L-a-Glycerol-Phosphate"		0.372		4150	PM1	3/8/16
B8	D-Xylose		0.424		4150	PM1	3/8/16
B9	L-Lactic Acid		0.424		4150	PM1	3/8/16
B10	Formic Acid		0.412		4150	PM1	3/8/16
B11	D-Mannitol		0.493		4150	PM1	3/8/16
B12	L-Glutamic Acid		0.524		4150	PM1	3/8/16
C1	D-Glucose-6-Phosphate		0.45		4150	PM1	3/8/16
C2	D-Galactonic Acid-g-Lactone		0.414		4150	PM1	3/8/16
C3	"D,L-Malic Acid"		0.475		4150	PM1	3/8/16
C4	D-Ribose		0.367		4150	PM1	3/8/16
C5	Tween 20		0.015		4150	PM1	3/8/16
C6	L-Rhamnose		0.352		4150	PM1	3/8/16
C7	D-Fructose		0.327		4150	PM1	3/8/16
C8	Acetic Acid		0.43		4150	PM1	3/8/16
C9	a-D-Glucose		0.513		4150	PM1	3/8/16
C10	Maltose		0.315		4150	PM1	3/8/16
C11	D-Melibiose		0.337		4150	PM1	3/8/16
C12	Thymidine		0.422		4150	PM1	3/8/16
D1	L-Asparagine		0.444		4150	PM1	3/8/16
D2	D-Aspartic Acid		0.293		4150	PM1	3/8/16
D3	D-Glucosaminic Acid		0.519		4150	PM1	3/8/16
D4	"1,2-Propanediol"		0.341		4150	PM1	3/8/16
D5	Tween 40		0.022		4150	PM1	3/8/16
D6	a-Keto-Glutaric Acid		0.436		4150	PM1	3/8/16
D7	a-Keto-Butyric Acid		0.578		4150	PM1	3/8/16
D8	a-Methyl-D-Galactoside		0.319		4150	PM1	3/8/16
D9	a-D-Lactose		0.296		4150	PM1	3/8/16
D10	Lactulose		0.284		4150	PM1	3/8/16
D11	Sucrose		0.317		4150	PM1	3/8/16
D12	Uridine		0.311		4150	PM1	3/8/16
E1	L-Glutamine		0.528		4150	PM1	3/8/16
E2	M-Tartaric Acid		0.594		4150	PM1	3/8/16
E3	D-Glucose-1-Phosphate		0.37		4150	PM1	3/8/16
E4	D-Fructose-6-Phosphate		0.299		4150	PM1	3/8/16
E5	Tween 80		0.02		4150	PM1	3/8/16
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.346		4150	PM1	3/8/16
E7	a-Hydroxy Butyric Acid		0.607		4150	PM1	3/8/16
E8	b-Methyl-D-Glucoside		0.309		4150	PM1	3/8/16
E9	Adonitol		0.32		4150	PM1	3/8/16
E10	Maltotriose		0.314		4150	PM1	3/8/16
E11	2-Deoxy Adenosine		0.305		4150	PM1	3/8/16
E12	Adenosine		0.223		4150	PM1	3/8/16
F1	Glycil-L-Aspartic Acid		0.416		4150	PM1	3/8/16
F2	Citric Acid		0.519		4150	PM1	3/8/16
F3	M-Inositol		0.322		4150	PM1	3/8/16
F4	D-Threonine		0.552		4150	PM1	3/8/16
F5	Fumaric Acid		0.487		4150	PM1	3/8/16
F6	Bromo Succinic Acid		0.424		4150	PM1	3/8/16
F7	Propionic Acid		0.511		4150	PM1	3/8/16
F8	Mucic Acid		0.372		4150	PM1	3/8/16
F9	Glycolic Acid		0.354		4150	PM1	3/8/16
F10	Glyoxylic Acid		0.626		4150	PM1	3/8/16
F11	D-Cellobiose		0.349		4150	PM1	3/8/16
F12	Inosine		0.324		4150	PM1	3/8/16
G1	Glycil-L-Glutamic Acid		0.422		4150	PM1	3/8/16
G2	Tricarballylic Acid		0.476		4150	PM1	3/8/16
G3	L-Serine		0.523		4150	PM1	3/8/16
G4	L-Threonine		0.506		4150	PM1	3/8/16
G5	L-Alanine		0.401		4150	PM1	3/8/16
G6	L-Alanyl-Glycine		0.373		4150	PM1	3/8/16
G7	Acetoacetic Acid		0.335		4150	PM1	3/8/16
G8	N-Acetyl-b-D-Mannosamine		0.357		4150	PM1	3/8/16
G9	Mono Methyl Succinate		0.388		4150	PM1	3/8/16
G10	Methyl Pyruvate		0.31		4150	PM1	3/8/16
G11	D-Malic Acid		0.534		4150	PM1	3/8/16
G12	L-Malic Acid		0.532		4150	PM1	3/8/16
H1	Glycil-L-Proline		0.321		4150	PM1	3/8/16
H2	p-Hydroxy Phenyl Acetic Acid		0.303		4150	PM1	3/8/16
H3	m-Hydroxy Phenyl Acetic Acid		0.297		4150	PM1	3/8/16
H4	Tyramine		0.454		4150	PM1	3/8/16
H5	D-Psicose		0.33		4150	PM1	3/8/16
H6	L-Lyxose		0.329		4150	PM1	3/8/16
H7	Glucuronamide		0.326		4150	PM1	3/8/16
H8	Pyruvic Acid		0.418		4150	PM1	3/8/16
H9	L-Galactonic Acid-g-Lactone		0.398		4150	PM1	3/8/16
H10	D-Galacturonic Acid		0.378		4150	PM1	3/8/16
H11	Phenylethyl-amine		0.434		4150	PM1	3/8/16
H12	2-Aminoethanol		0.475		4150	PM1	3/8/16
A1	Negative Control		0.331		2709	PM1	3/8/16
A2	L-Arabinose		0.287		2709	PM1	3/8/16
A3	N-Acetyl-D-Glucosamine		0.285		2709	PM1	3/8/16
A4	D-Saccharic Acid		0.545		2709	PM1	3/8/16
A5	Succinic Acid		0.482		2709	PM1	3/8/16
A6	D-Galactose		0.316		2709	PM1	3/8/16
A7	L-Aspartic Acid		0.509		2709	PM1	3/8/16
A8	L-Proline		0.417		2709	PM1	3/8/16
A9	D-Alanine		0.371		2709	PM1	3/8/16
A10	D-Trehalose		0.253		2709	PM1	3/8/16
A11	D-Mannose		0.516		2709	PM1	3/8/16
A12	Dulcitol		0.336		2709	PM1	3/8/16
B1	D-Serine		0.234		2709	PM1	3/8/16
B2	D-Sorbitol		0.296		2709	PM1	3/8/16
B3	Glycerol		0.217		2709	PM1	3/8/16
B4	L-Fucose		0.277		2709	PM1	3/8/16
B5	D-Glucuronic Acid		0.255		2709	PM1	3/8/16
B6	D-Gluconic Acid		0.494		2709	PM1	3/8/16
B7	"D,L-a-Glycerol-Phosphate"		0.295		2709	PM1	3/8/16
B8	D-Xylose		0.337		2709	PM1	3/8/16
B9	L-Lactic Acid		0.377		2709	PM1	3/8/16
B10	Formic Acid		0.368		2709	PM1	3/8/16
B11	D-Mannitol		0.471		2709	PM1	3/8/16
B12	L-Glutamic Acid		0.571		2709	PM1	3/8/16
C1	D-Glucose-6-Phosphate		0.362		2709	PM1	3/8/16
C2	D-Galactonic Acid-g-Lactone		0.337		2709	PM1	3/8/16
C3	"D,L-Malic Acid"		0.458		2709	PM1	3/8/16
C4	D-Ribose		0.249		2709	PM1	3/8/16
C5	Tween 20		0.016		2709	PM1	3/8/16
C6	L-Rhamnose		0.224		2709	PM1	3/8/16
C7	D-Fructose		0.299		2709	PM1	3/8/16
C8	Acetic Acid		0.475		2709	PM1	3/8/16
C9	a-D-Glucose		0.347		2709	PM1	3/8/16
C10	Maltose		0.27		2709	PM1	3/8/16
C11	D-Melibiose		0.297		2709	PM1	3/8/16
C12	Thymidine		0.26		2709	PM1	3/8/16
D1	L-Asparagine		0.479		2709	PM1	3/8/16
D2	D-Aspartic Acid		0.371		2709	PM1	3/8/16
D3	D-Glucosaminic Acid		0.474		2709	PM1	3/8/16
D4	"1,2-Propanediol"		0.257		2709	PM1	3/8/16
D5	Tween 40		0.021		2709	PM1	3/8/16
D6	a-Keto-Glutaric Acid		0.39		2709	PM1	3/8/16
D7	a-Keto-Butyric Acid		0.453		2709	PM1	3/8/16
D8	a-Methyl-D-Galactoside		0.226		2709	PM1	3/8/16
D9	a-D-Lactose		0.211		2709	PM1	3/8/16
D10	Lactulose		0.22		2709	PM1	3/8/16
D11	Sucrose		0.291		2709	PM1	3/8/16
D12	Uridine		0.204		2709	PM1	3/8/16
E1	L-Glutamine		0.608		2709	PM1	3/8/16
E2	M-Tartaric Acid		0.566		2709	PM1	3/8/16
E3	D-Glucose-1-Phosphate		0.268		2709	PM1	3/8/16
E4	D-Fructose-6-Phosphate		0.189		2709	PM1	3/8/16
E5	Tween 80		0.016		2709	PM1	3/8/16
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.216		2709	PM1	3/8/16
E7	a-Hydroxy Butyric Acid		0.545		2709	PM1	3/8/16
E8	b-Methyl-D-Glucoside		0.229		2709	PM1	3/8/16
E9	Adonitol		0.273		2709	PM1	3/8/16
E10	Maltotriose		0.229		2709	PM1	3/8/16
E11	2-Deoxy Adenosine		0.218		2709	PM1	3/8/16
E12	Adenosine		0.209		2709	PM1	3/8/16
F1	Glycil-L-Aspartic Acid		0.404		2709	PM1	3/8/16
F2	Citric Acid		0.436		2709	PM1	3/8/16
F3	M-Inositol		0.267		2709	PM1	3/8/16
F4	D-Threonine		0.441		2709	PM1	3/8/16
F5	Fumaric Acid		0.445		2709	PM1	3/8/16
F6	Bromo Succinic Acid		0.347		2709	PM1	3/8/16
F7	Propionic Acid		0.417		2709	PM1	3/8/16
F8	Mucic Acid		0.364		2709	PM1	3/8/16
F9	Glycolic Acid		0.357		2709	PM1	3/8/16
F10	Glyoxylic Acid		0.364		2709	PM1	3/8/16
F11	D-Cellobiose		0.272		2709	PM1	3/8/16
F12	Inosine		0.211		2709	PM1	3/8/16
G1	Glycil-L-Glutamic Acid		0.444		2709	PM1	3/8/16
G2	Tricarballylic Acid		0.32		2709	PM1	3/8/16
G3	L-Serine		0.563		2709	PM1	3/8/16
G4	L-Threonine		0.415		2709	PM1	3/8/16
G5	L-Alanine		0.424		2709	PM1	3/8/16
G6	L-Alanyl-Glycine		0.342		2709	PM1	3/8/16
G7	Acetoacetic Acid		0.269		2709	PM1	3/8/16
G8	N-Acetyl-b-D-Mannosamine		0.295		2709	PM1	3/8/16
G9	Mono Methyl Succinate		0.401		2709	PM1	3/8/16
G10	Methyl Pyruvate		0.189		2709	PM1	3/8/16
G11	D-Malic Acid		0.517		2709	PM1	3/8/16
G12	L-Malic Acid		0.481		2709	PM1	3/8/16
H1	Glycil-L-Proline		0.259		2709	PM1	3/8/16
H2	p-Hydroxy Phenyl Acetic Acid		0.225		2709	PM1	3/8/16
H3	m-Hydroxy Phenyl Acetic Acid		0.259		2709	PM1	3/8/16
H4	Tyramine		0.346		2709	PM1	3/8/16
H5	D-Psicose		0.234		2709	PM1	3/8/16
H6	L-Lyxose		0.261		2709	PM1	3/8/16
H7	Glucuronamide		0.24		2709	PM1	3/8/16
H8	Pyruvic Acid		0.353		2709	PM1	3/8/16
H9	L-Galactonic Acid-g-Lactone		0.345		2709	PM1	3/8/16
H10	D-Galacturonic Acid		0.332		2709	PM1	3/8/16
H11	Phenylethyl-amine		0.373		2709	PM1	3/8/16
H12	2-Aminoethanol		0.436		2709	PM1	3/8/16
A1	Negative Control		0.58		4487	PM1	3/8/16
A2	L-Arabinose		0.624		4487	PM1	3/8/16
A3	N-Acetyl-D-Glucosamine		0.551		4487	PM1	3/8/16
A4	D-Saccharic Acid		0.657		4487	PM1	3/8/16
A5	Succinic Acid		0.584		4487	PM1	3/8/16
A6	D-Galactose		0.56		4487	PM1	3/8/16
A7	L-Aspartic Acid		0.642		4487	PM1	3/8/16
A8	L-Proline		0.679		4487	PM1	3/8/16
A9	D-Alanine		0.546		4487	PM1	3/8/16
A10	D-Trehalose		0.497		4487	PM1	3/8/16
A11	D-Mannose		0.613		4487	PM1	3/8/16
A12	Dulcitol		0.501		4487	PM1	3/8/16
B1	D-Serine		0.459		4487	PM1	3/8/16
B2	D-Sorbitol		0.576		4487	PM1	3/8/16
B3	Glycerol		0.494		4487	PM1	3/8/16
B4	L-Fucose		0.575		4487	PM1	3/8/16
B5	D-Glucuronic Acid		0.526		4487	PM1	3/8/16
B6	D-Gluconic Acid		0.713		4487	PM1	3/8/16
B7	"D,L-a-Glycerol-Phosphate"		0.529		4487	PM1	3/8/16
B8	D-Xylose		0.617		4487	PM1	3/8/16
B9	L-Lactic Acid		0.631		4487	PM1	3/8/16
B10	Formic Acid		0.552		4487	PM1	3/8/16
B11	D-Mannitol		0.62		4487	PM1	3/8/16
B12	L-Glutamic Acid		0.64		4487	PM1	3/8/16
C1	D-Glucose-6-Phosphate		0.643		4487	PM1	3/8/16
C2	D-Galactonic Acid-g-Lactone		0.548		4487	PM1	3/8/16
C3	"D,L-Malic Acid"		0.572		4487	PM1	3/8/16
C4	D-Ribose		0.541		4487	PM1	3/8/16
C5	Tween 20		0.017		4487	PM1	3/8/16
C6	L-Rhamnose		0.489		4487	PM1	3/8/16
C7	D-Fructose		0.501		4487	PM1	3/8/16
C8	Acetic Acid		0.568		4487	PM1	3/8/16
C9	a-D-Glucose		0.639		4487	PM1	3/8/16
C10	Maltose		0.513		4487	PM1	3/8/16
C11	D-Melibiose		0.459		4487	PM1	3/8/16
C12	Thymidine		0.524		4487	PM1	3/8/16
D1	L-Asparagine		0.586		4487	PM1	3/8/16
D2	D-Aspartic Acid		0.589		4487	PM1	3/8/16
D3	D-Glucosaminic Acid		0.67		4487	PM1	3/8/16
D4	"1,2-Propanediol"		0.498		4487	PM1	3/8/16
D5	Tween 40		0.02		4487	PM1	3/8/16
D6	a-Keto-Glutaric Acid		0.547		4487	PM1	3/8/16
D7	a-Keto-Butyric Acid		0.578		4487	PM1	3/8/16
D8	a-Methyl-D-Galactoside		1.017		4487	PM1	3/8/16
D9	a-D-Lactose		0.495		4487	PM1	3/8/16
D10	Lactulose		0.436		4487	PM1	3/8/16
D11	Sucrose		0.472		4487	PM1	3/8/16
D12	Uridine		0.393		4487	PM1	3/8/16
E1	L-Glutamine		0.73		4487	PM1	3/8/16
E2	M-Tartaric Acid		0.671		4487	PM1	3/8/16
E3	D-Glucose-1-Phosphate		0.533		4487	PM1	3/8/16
E4	D-Fructose-6-Phosphate		0.466		4487	PM1	3/8/16
E5	Tween 80		0.019		4487	PM1	3/8/16
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.44		4487	PM1	3/8/16
E7	a-Hydroxy Butyric Acid		0.685		4487	PM1	3/8/16
E8	b-Methyl-D-Glucoside		0.455		4487	PM1	3/8/16
E9	Adonitol		0.527		4487	PM1	3/8/16
E10	Maltotriose		0.464		4487	PM1	3/8/16
E11	2-Deoxy Adenosine		0.437		4487	PM1	3/8/16
E12	Adenosine		0.316		4487	PM1	3/8/16
F1	Glycil-L-Aspartic Acid		0.544		4487	PM1	3/8/16
F2	Citric Acid		0.565		4487	PM1	3/8/16
F3	M-Inositol		0.494		4487	PM1	3/8/16
F4	D-Threonine		0.614		4487	PM1	3/8/16
F5	Fumaric Acid		0.553		4487	PM1	3/8/16
F6	Bromo Succinic Acid		0.515		4487	PM1	3/8/16
F7	Propionic Acid		0.623		4487	PM1	3/8/16
F8	Mucic Acid		0.474		4487	PM1	3/8/16
F9	Glycolic Acid		0.465		4487	PM1	3/8/16
F10	Glyoxylic Acid		0.498		4487	PM1	3/8/16
F11	D-Cellobiose		0.422		4487	PM1	3/8/16
F12	Inosine		0.421		4487	PM1	3/8/16
G1	Glycil-L-Glutamic Acid		0.572		4487	PM1	3/8/16
G2	Tricarballylic Acid		0.67		4487	PM1	3/8/16
G3	L-Serine		0.715		4487	PM1	3/8/16
G4	L-Threonine		0.595		4487	PM1	3/8/16
G5	L-Alanine		0.548		4487	PM1	3/8/16
G6	L-Alanyl-Glycine		0.406		4487	PM1	3/8/16
G7	Acetoacetic Acid		0.431		4487	PM1	3/8/16
G8	N-Acetyl-b-D-Mannosamine		0.484		4487	PM1	3/8/16
G9	Mono Methyl Succinate		0.553		4487	PM1	3/8/16
G10	Methyl Pyruvate		0.377		4487	PM1	3/8/16
G11	D-Malic Acid		0.543		4487	PM1	3/8/16
G12	L-Malic Acid		0.551		4487	PM1	3/8/16
H1	Glycil-L-Proline		0.461		4487	PM1	3/8/16
H2	p-Hydroxy Phenyl Acetic Acid		0.456		4487	PM1	3/8/16
H3	m-Hydroxy Phenyl Acetic Acid		0.504		4487	PM1	3/8/16
H4	Tyramine		0.604		4487	PM1	3/8/16
H5	D-Psicose		0.405		4487	PM1	3/8/16
H6	L-Lyxose		0.45		4487	PM1	3/8/16
H7	Glucuronamide		0.397		4487	PM1	3/8/16
H8	Pyruvic Acid		0.532		4487	PM1	3/8/16
H9	L-Galactonic Acid-g-Lactone		0.521		4487	PM1	3/8/16
H10	D-Galacturonic Acid		0.569		4487	PM1	3/8/16
H11	Phenylethyl-amine		0.497		4487	PM1	3/8/16
H12	2-Aminoethanol		0.579		4487	PM1	3/8/16
A1	Negative Control		0.3027		5168	PM1	3/8/16
A2	L-Arabinose		0.3417		5168	PM1	3/8/16
A3	N-Acetyl-D-Glucosamine		0.2628		5168	PM1	3/8/16
A4	D-Saccharic Acid		0.428		5168	PM1	3/8/16
A5	Succinic Acid		0.3631		5168	PM1	3/8/16
A6	D-Galactose		0.3225		5168	PM1	3/8/16
A7	L-Aspartic Acid		0.4938		5168	PM1	3/8/16
A8	L-Proline		0.3287		5168	PM1	3/8/16
A9	D-Alanine		0.2689		5168	PM1	3/8/16
A10	D-Trehalose		0.2918		5168	PM1	3/8/16
A11	D-Mannose		0.4616		5168	PM1	3/8/16
A12	Dulcitol		0.3995		5168	PM1	3/8/16
B1	D-Serine		0.1974		5168	PM1	3/8/16
B2	D-Sorbitol		0.324		5168	PM1	3/8/16
B3	Glycerol		0.2499		5168	PM1	3/8/16
B4	L-Fucose		0.2794		5168	PM1	3/8/16
B5	D-Glucuronic Acid		0.2613		5168	PM1	3/8/16
B6	D-Gluconic Acid		0.4088		5168	PM1	3/8/16
B7	"D,L-a-Glycerol-Phosphate"		0.2916		5168	PM1	3/8/16
B8	D-Xylose		0.3845		5168	PM1	3/8/16
B9	L-Lactic Acid		0.3915		5168	PM1	3/8/16
B10	Formic Acid		0.3508		5168	PM1	3/8/16
B11	D-Mannitol		0.4311		5168	PM1	3/8/16
B12	L-Glutamic Acid		0.4282		5168	PM1	3/8/16
C1	D-Glucose-6-Phosphate		0.4099		5168	PM1	3/8/16
C2	D-Galactonic Acid-g-Lactone		0.3097		5168	PM1	3/8/16
C3	"D,L-Malic Acid"		0.381		5168	PM1	3/8/16
C4	D-Ribose		0.3023		5168	PM1	3/8/16
C5	Tween 20		0.0234		5168	PM1	3/8/16
C6	L-Rhamnose		0.2407		5168	PM1	3/8/16
C7	D-Fructose		0.3019		5168	PM1	3/8/16
C8	Acetic Acid		0.401		5168	PM1	3/8/16
C9	a-D-Glucose		0.4517		5168	PM1	3/8/16
C10	Maltose		0.3675		5168	PM1	3/8/16
C11	D-Melibiose		0.3392		5168	PM1	3/8/16
C12	Thymidine		0.3317		5168	PM1	3/8/16
D1	L-Asparagine		0.349		5168	PM1	3/8/16
D2	D-Aspartic Acid		0.3269		5168	PM1	3/8/16
D3	D-Glucosaminic Acid		0.4588		5168	PM1	3/8/16
D4	"1,2-Propanediol"		0.2627		5168	PM1	3/8/16
D5	Tween 40		0.0296		5168	PM1	3/8/16
D6	a-Keto-Glutaric Acid		0.3101		5168	PM1	3/8/16
D7	a-Keto-Butyric Acid		0.5773		5168	PM1	3/8/16
D8	a-Methyl-D-Galactoside		0.3096		5168	PM1	3/8/16
D9	a-D-Lactose		0.3117		5168	PM1	3/8/16
D10	Lactulose		0.2984		5168	PM1	3/8/16
D11	Sucrose		0.3231		5168	PM1	3/8/16
D12	Uridine		0.2485		5168	PM1	3/8/16
E1	L-Glutamine		0.383		5168	PM1	3/8/16
E2	M-Tartaric Acid		0.5321		5168	PM1	3/8/16
E3	D-Glucose-1-Phosphate		0.3237		5168	PM1	3/8/16
E4	D-Fructose-6-Phosphate		0.2513		5168	PM1	3/8/16
E5	Tween 80		0.0211		5168	PM1	3/8/16
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.3329		5168	PM1	3/8/16
E7	a-Hydroxy Butyric Acid		0.5743		5168	PM1	3/8/16
E8	b-Methyl-D-Glucoside		0.2853		5168	PM1	3/8/16
E9	Adonitol		0.3261		5168	PM1	3/8/16
E10	Maltotriose		0.3176		5168	PM1	3/8/16
E11	2-Deoxy Adenosine		0.2796		5168	PM1	3/8/16
E12	Adenosine		0.2184		5168	PM1	3/8/16
F1	Glycil-L-Aspartic Acid		0.3244		5168	PM1	3/8/16
F2	Citric Acid		0.3881		5168	PM1	3/8/16
F3	M-Inositol		0.3596		5168	PM1	3/8/16
F4	D-Threonine		0.4929		5168	PM1	3/8/16
F5	Fumaric Acid		0.3712		5168	PM1	3/8/16
F6	Bromo Succinic Acid		0.3588		5168	PM1	3/8/16
F7	Propionic Acid		0.5339		5168	PM1	3/8/16
F8	Mucic Acid		0.2656		5168	PM1	3/8/16
F9	Glycolic Acid		0.4005		5168	PM1	3/8/16
F10	Glyoxylic Acid		0.4627		5168	PM1	3/8/16
F11	D-Cellobiose		0.2846		5168	PM1	3/8/16
F12	Inosine		0.2677		5168	PM1	3/8/16
G1	Glycil-L-Glutamic Acid		0.3464		5168	PM1	3/8/16
G2	Tricarballylic Acid		0.4308		5168	PM1	3/8/16
G3	L-Serine		0.4835		5168	PM1	3/8/16
G4	L-Threonine		0.4509		5168	PM1	3/8/16
G5	L-Alanine		0.3324		5168	PM1	3/8/16
G6	L-Alanyl-Glycine		0.2916		5168	PM1	3/8/16
