Cell	Carbon Source	OD 600 Data	OD 550	SMC #	Gene	Plate	Date	Biofilm Width	Bottom of well	Biofilm intensity	Biofilm/Growth	General Notes
A11	D-Mannose		0.603		0050		7/19/2016					
A12	Dulcitol		0.422		0050		7/19/2016					
B1	D-Serine		0.331		0050		7/19/2016					
B2	D-Sorbitol		0.403		0050		7/19/2016					
B3	Glycerol		0.426		0050		7/19/2016					
B4	L-Fucose		0.43		0050		7/19/2016					
B5	D-Glucuronic Acid		0.384		0050		7/19/2016					
B6	D-Gluconic Acid		0.414		0050		7/19/2016					
B7	"D,L-a-Glycerol-Phosphate"		0.341		0050		7/19/2016					
B8	D-Xylose		0.522		0050		7/19/2016					
B9	L-Lactic Acid		0.349		0050		7/19/2016					
B10	Formic Acid		0.385		0050		7/19/2016					
B11	D-Mannitol		0.56		0050		7/19/2016					
B12	L-Glutamic Acid		0.435		0050		7/19/2016					
C1	D-Glucose-6-Phosphate		0.547		0050		7/19/2016					
C2	D-Galactonic Acid-g-Lactone		0.505		0050		7/19/2016					
C3	"D,L-Malic Acid"		0.47		0050		7/19/2016					
C4	D-Ribose		0.522		0050		7/19/2016					
C5	Tween 20		0.016		0050		7/19/2016					
C6	L-Rhamnose		0.429		0050		7/19/2016					
C7	D-Fructose		0.407		0050		7/19/2016					
C8	Acetic Acid		0.45		0050		7/19/2016					
C9	a-D-Glucose		0.507		0050		7/19/2016					
C10	Maltose		0.361		0050		7/19/2016					
C11	D-Melibiose		0.466		0050		7/19/2016					
C12	Thymidine		0.436		0050		7/19/2016					
D1	L-Asparagine		0.437		0050		7/19/2016					
D2	D-Aspartic Acid		0.335		0050		7/19/2016					
D3	D-Glucosaminic Acid		0.583		0050		7/19/2016					
D4	"1,2-Propanediol"		0.409		0050		7/19/2016					
D5	Tween 40		0.22		0050		7/19/2016					
D6	a-Keto-Glutaric Acid		0.315		0050		7/19/2016					
D7	a-Keto-Butyric Acid		0.516		0050		7/19/2016					
D8	a-Methyl-D-Galactoside		0.396		0050		7/19/2016					
D9	a-D-Lactose		0.368		0050		7/19/2016					
D10	Lactulose		0.414		0050		7/19/2016					
D11	Sucrose		0.429		0050		7/19/2016					
D12	Uridine		0.329		0050		7/19/2016					
E1	L-Glutamine		0.45		0050		7/19/2016					
E2	M-Tartaric Acid		0.676		0050		7/19/2016					
E3	D-Glucose-1-Phosphate		0.439		0050		7/19/2016					
E4	D-Fructose-6-Phosphate		0.431		0050		7/19/2016					
E5	Tween 80		0.007		0050		7/19/2016					
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.397		0050		7/19/2016					
E7	a-Hydroxy Butyric Acid		0.604		0050		7/19/2016					
E8	b-Methyl-D-Glucoside		0.396		0050		7/19/2016					
E9	Adonitol		0.421		0050		7/19/2016					
E10	Maltotriose		0.39		0050		7/19/2016					
E11	2-Deoxy Adenosine		0.372		0050		7/19/2016					
E12	Adenosine		0.287		0050		7/19/2016					
F1	Glycil-L-Aspartic Acid		0.42		0050		7/19/2016					
F2	Citric Acid		0.466		0050		7/19/2016					
F3	M-Inositol		0.396		0050		7/19/2016					
F4	D-Threonine		0.555		0050		7/19/2016					
F5	Fumaric Acid		0.405		0050		7/19/2016					
F6	Bromo Succinic Acid		0.309		0050		7/19/2016					
F7	Propionic Acid		0.632		0050		7/19/2016					
F8	Mucic Acid		0.281		0050		7/19/2016					
F9	Glycolic Acid		0.366		0050		7/19/2016					
F10	Glyoxylic Acid		0.606		0050		7/19/2016					
F11	D-Cellobiose		0.411		0050		7/19/2016					
F12	Inosine		0.314		0050		7/19/2016					
G1	Glycil-L-Glutamic Acid		0.4		0050		7/19/2016					
G2	Tricarballylic Acid		0.356		0050		7/19/2016					
G3	L-Serine		0.555		0050		7/19/2016					
G4	L-Threonine		0.57		0050		7/19/2016					
G5	L-Alanine		0.485		0050		7/19/2016					
G6	L-Alanyl-Glycine		0.383		0050		7/19/2016					
G7	Acetoacetic Acid		0.413		0050		7/19/2016					
G8	N-Acetyl-b-D-Mannosamine		0.409		0050		7/19/2016					
G9	Mono Methyl Succinate		0.467		0050		7/19/2016					
G10	Methyl Pyruvate		0.307		0050		7/19/2016					
G11	D-Malic Acid		0.561		0050		7/19/2016					
G12	L-Malic Acid		0.473		0050		7/19/2016					
H1	Glycil-L-Proline		0.362		0050		7/19/2016					
H2	p-Hydroxy Phenyl Acetic Acid		0.407		0050		7/19/2016					
H3	m-Hydroxy Phenyl Acetic Acid		0.422		0050		7/19/2016					
H4	Tyramine		0.59		0050		7/19/2016					
H5	D-Psicose		0.415		0050		7/19/2016					
H6	L-Lyxose		0.503		0050		7/19/2016					
H7	Glucuronamide		0.399		0050		7/19/2016					
H8	Pyruvic Acid		0.396		0050		7/19/2016					
H9	L-Galactonic Acid-g-Lactone		0.444		0050		7/19/2016					
H10	D-Galacturonic Acid		0.485		0050		7/19/2016					
H11	Phenylethyl-amine		0.535		0050		7/19/2016					
H12	2-Aminoethanol		0.498		0050		7/19/2016					
A1	Negative Control		0.406		0050		7/19/2016					
A2	Chondroitin Sulfate C		0.521		0050		7/19/2016					
A3	a-Cyclodextrin		0.66		0050		7/19/2016					
A4	b-Cyclodextrin		0.543		0050		7/19/2016					
A5	g-Cyclodextrin		0.387		0050		7/19/2016					
A6	Dextrin		0.138		0050		7/19/2016					
A7	Gelatin		0.354		0050		7/19/2016					
A8	Glycogen		0.222		0050		7/19/2016					
A9	Inulin		0.347		0050		7/19/2016					
A10	Laminarin		0.291		0050		7/19/2016					
A11	Mannan		0.129		0050		7/19/2016					
A12	Pectin		0.451		0050		7/19/2016					
B1	N-Acetyl-D-Galactosamine		0.456		0050		7/19/2016					
B2	N-Acetyl-Neuraminic Acid		0.477		0050		7/19/2016					
B3	b-D-Allose		0.607		0050		7/19/2016					
B4	Amygdalin		0.341		0050		7/19/2016					
B5	D-Arabinose		0.537		0050		7/19/2016					
B6	D-Arabitol		0.48		0050		7/19/2016					
B7	L-Arabitol		0.376		0050		7/19/2016					
B8	Arbutin		0.363		0050		7/19/2016					
B9	2-Deoxy-D-Ribose		0.374		0050		7/19/2016					
B10	I-Erythritol		0.383		0050		7/19/2016					
B11	D-Fucose		0.446		0050		7/19/2016					
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.399		0050		7/19/2016					
C1	Gentiobiose		0.469		0050		7/19/2016					
C2	L-Glucose		0.478		0050		7/19/2016					
C3	Lactitol		0.445		0050		7/19/2016					
C4	D-Melezitose		0.396		0050		7/19/2016					
C5	Maltitol		0.404		0050		7/19/2016					
C6	a-Methyl-D-Glucoside		0.423		0050		7/19/2016					
C7	b-Methyl-D-Gactoside		0.42		0050		7/19/2016					
C8	3-Methyl-Glucose		0.355		0050		7/19/2016					
C9	b-Methyl-D-Glucuronic Acid		0.412		0050		7/19/2016					
C10	a-Methyl-D-Mannoside		0.414		0050		7/19/2016					
C11	b-Methyl-D-Xyloside		0.428		0050		7/19/2016					
C12	Palatinose		0.44		0050		7/19/2016					
D1	D-Raffinose		0.471		0050		7/19/2016					
D2	Salicin		0.394		0050		7/19/2016					
D3	Sedoheptulosa		0.447		0050		7/19/2016					
D4	L-Sorbose		0.404		0050		7/19/2016					
D5	Stachyose		0.389		0050		7/19/2016					
D6	D-Tagatose		0.461		0050		7/19/2016					
D7	Turanose		0.363		0050		7/19/2016					
D8	Xylitol		0.423		0050		7/19/2016					
D9	N-Acetyl-D-Glucosaminatol		0.353		0050		7/19/2016					
D10	g-Amino Butyric Acid		0.411		0050		7/19/2016					
D11	d-Amino Valeric Acid		0.371		0050		7/19/2016					
D12	Butyric Acid		0.597		0050		7/19/2016					
E1	Capric Acid		0.313		0050		7/19/2016					
E2	Caproic Acid		0.434		0050		7/19/2016					
E3	Citraconic Acid		0.751		0050		7/19/2016					
E4	Citramalic Acid		0.494		0050		7/19/2016					
E5	D-Glucosamine		0.338		0050		7/19/2016					
E6	2-Hydroxy Benzoic Acid		0.387		0050		7/19/2016					
E7	4-Hydroxy Benzoic Acid		0.34		0050		7/19/2016					
E8	b-Hydroxy Butyric Acid		0.421		0050		7/19/2016					
E9	g-Hydroxy Butyric Acid		0.52		0050		7/19/2016					
E10	a-Keto Valeric Acid		0.551		0050		7/19/2016					
E11	Itaconic Acid		0.521		0050		7/19/2016					
E12	5-Keto-D-Gluconic Acid		0.466		0050		7/19/2016					
F1	D-Lactic Acid Methyl Ester		0.465		0050		7/19/2016					
F2	Malonic Acid		0.515		0050		7/19/2016					
F3	Melibionic Acid		0.285		0050		7/19/2016					
F4	Oxalic Acid		0.366		0050		7/19/2016					
F5	Oxalomalic Acid		0.29		0050		7/19/2016					
F6	Quinic Acid		0.496		0050		7/19/2016					
F7	"D-Ribono-1,4-Lactone"		0.409		0050		7/19/2016					
F8	Sebacic Acid		0.381		0050		7/19/2016					
F9	Sorbic Acid		0.669		0050		7/19/2016					
F10	Succinamic Acid		0.358		0050		7/19/2016					
F11	D-Tartaric Acid		0.585		0050		7/19/2016					
F12	L-Tartaric Acid		0.539		0050		7/19/2016					
G1	Acetamide		0.488		0050		7/19/2016					
G2	L-Alaninamide		0.496		0050		7/19/2016					
G3	N-Acetyl-L-Glutamic Acid		0.564		0050		7/19/2016					
G4	L-Arginine		0.698		0050		7/19/2016					
G5	Glycine		0.616		0050		7/19/2016					
G6	L-Histidine		0.586		0050		7/19/2016					
G7	L-Homoserine		0.335		0050		7/19/2016					
G8	Hydroxy-L-Proline		0.612		0050		7/19/2016					
G9	L-Isoleucine		0.694		0050		7/19/2016					
G10	L-Leucine		0.48		0050		7/19/2016					
G11	L-Lysine		0.606		0050		7/19/2016					
G12	L-Methionine		0.566		0050		7/19/2016					
H1	L-Ornithine		0.807		0050		7/19/2016					
H2	Phenylalanine		0.478		0050		7/19/2016					
H3	L-Pyroglutamic Acid		0.478		0050		7/19/2016					
H4	L-Valine		0.591		0050		7/19/2016					
H5	"D,L-Carnitine"		0.491		0050		7/19/2016					
H6	Sec-Butylamine		0.629		0050		7/19/2016					
H7	"D,L-Octopamine"		0.517		0050		7/19/2016					
H8	Putrescine		0.497		0050		7/19/2016					
H9	Dihydroxy Acetone		0.512		0050		7/19/2016					
H10	"2,3-Butanediol"		0.548		0050		7/19/2016					
H11	"2,3-Butanone"		0.411		0050		7/19/2016					
H12	3-Hydroxy 2-Butanone		0.498		0050		7/19/2016					
A1	Negative Control		0.328		1336		7/19/2016					
A2	L-Arabinose		0.459		1336		7/19/2016					
A3	N-Acetyl-D-Glucosamine		0.3		1336		7/19/2016					
A4	D-Saccharic Acid		0.441		1336		7/19/2016					
A5	Succinic Acid		0.358		1336		7/19/2016					
A6	D-Galactose		0.407		1336		7/19/2016					
A7	L-Aspartic Acid		0.479		1336		7/19/2016					
A8	L-Proline		0.342		1336		7/19/2016					
A9	D-Alanine		0.344		1336		7/19/2016					
A10	D-Trehalose		0.311		1336		7/19/2016					
A11	D-Mannose		0.454		1336		7/19/2016					
A12	Dulcitol		0.299		1336		7/19/2016					
B1	D-Serine		0.147		1336		7/19/2016					
B2	D-Sorbitol		0.301		1336		7/19/2016					
B3	Glycerol		0.352		1336		7/19/2016					
B4	L-Fucose		0.364		1336		7/19/2016					
B5	D-Glucuronic Acid		0.37		1336		7/19/2016					
B6	D-Gluconic Acid		0.472		1336		7/19/2016					
B7	"D,L-a-Glycerol-Phosphate"		0.246		1336		7/19/2016					
B8	D-Xylose		0.446		1336		7/19/2016					
B9	L-Lactic Acid		0.324		1336		7/19/2016					
B10	Formic Acid		0.321		1336		7/19/2016					
B11	D-Mannitol		0.403		1336		7/19/2016					
B12	L-Glutamic Acid		0.315		1336		7/19/2016					
C1	D-Glucose-6-Phosphate		0.435		1336		7/19/2016					
C2	D-Galactonic Acid-g-Lactone		0.429		1336		7/19/2016					
C3	"D,L-Malic Acid"		0.362		1336		7/19/2016					
C4	D-Ribose		0.394		1336		7/19/2016					
C5	Tween 20		0.018		1336		7/19/2016					
C6	L-Rhamnose		0.355		1336		7/19/2016					
C7	D-Fructose		0.313		1336		7/19/2016					
C8	Acetic Acid		0.366		1336		7/19/2016					
C9	a-D-Glucose		0.34		1336		7/19/2016					
C10	Maltose		0.309		1336		7/19/2016					
C11	D-Melibiose		0.317		1336		7/19/2016					
C12	Thymidine		0.32		1336		7/19/2016					
D1	L-Asparagine		0.382		1336		7/19/2016					
D2	D-Aspartic Acid		0.167		1336		7/19/2016					
D3	D-Glucosaminic Acid		0.398		1336		7/19/2016					
D4	"1,2-Propanediol"		0.333		1336		7/19/2016					
D5	Tween 40		0.083		1336		7/19/2016					
D6	a-Keto-Glutaric Acid		0.237		1336		7/19/2016					
D7	a-Keto-Butyric Acid		0.455		1336		7/19/2016					
D8	a-Methyl-D-Galactoside		0.296		1336		7/19/2016					
D9	a-D-Lactose		0.305		1336		7/19/2016					
D10	Lactulose		0.294		1336		7/19/2016					
D11	Sucrose		0.321		1336		7/19/2016					
D12	Uridine		0.292		1336		7/19/2016					
E1	L-Glutamine		0.413		1336		7/19/2016					
E2	M-Tartaric Acid		0.479		1336		7/19/2016					
E3	D-Glucose-1-Phosphate		0.349		1336		7/19/2016					
E4	D-Fructose-6-Phosphate		0.295		1336		7/19/2016					
E5	Tween 80		0.011		1336		7/19/2016					
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.305		1336		7/19/2016					
E7	a-Hydroxy Butyric Acid		0.54		1336		7/19/2016					
E8	b-Methyl-D-Glucoside		0.303		1336		7/19/2016					
E9	Adonitol		0.315		1336		7/19/2016					
E10	Maltotriose		0.301		1336		7/19/2016					
E11	2-Deoxy Adenosine		0.289		1336		7/19/2016					
E12	Adenosine		0.233		1336		7/19/2016					
F1	Glycil-L-Aspartic Acid		0.35		1336		7/19/2016					
F2	Citric Acid		0.465		1336		7/19/2016					
F3	M-Inositol		0.342		1336		7/19/2016					
F4	D-Threonine		0.434		1336		7/19/2016					
F5	Fumaric Acid		0.369		1336		7/19/2016					
F6	Bromo Succinic Acid		0.271		1336		7/19/2016					
F7	Propionic Acid		0.556		1336		7/19/2016					
F8	Mucic Acid		0.241		1336		7/19/2016					
F9	Glycolic Acid		0.27		1336		7/19/2016					
F10	Glyoxylic Acid		0.436		1336		7/19/2016					
F11	D-Cellobiose		0.322		1336		7/19/2016					
F12	Inosine		0.288		1336		7/19/2016					
G1	Glycil-L-Glutamic Acid		0.325		1336		7/19/2016					
G2	Tricarballylic Acid		0.306		1336		7/19/2016					
G3	L-Serine		0.393		1336		7/19/2016					
G4	L-Threonine		0.453		1336		7/19/2016					
G5	L-Alanine		0.355		1336		7/19/2016					
G6	L-Alanyl-Glycine		0.263		1336		7/19/2016					
G7	Acetoacetic Acid		0.338		1336		7/19/2016					
G8	N-Acetyl-b-D-Mannosamine		0.329		1336		7/19/2016					
G9	Mono Methyl Succinate		0.393		1336		7/19/2016					
G10	Methyl Pyruvate		0.233		1336		7/19/2016					
G11	D-Malic Acid		0.317		1336		7/19/2016					
G12	L-Malic Acid		0.368		1336		7/19/2016					
H1	Glycil-L-Proline		0.281		1336		7/19/2016					
H2	p-Hydroxy Phenyl Acetic Acid		0.274		1336		7/19/2016					
H3	m-Hydroxy Phenyl Acetic Acid		0.293		1336		7/19/2016					
H4	Tyramine		0.352		1336		7/19/2016					
H5	D-Psicose		0.329		1336		7/19/2016					
H6	L-Lyxose		0.387		1336		7/19/2016					
H7	Glucuronamide		0.332		1336		7/19/2016					
H8	Pyruvic Acid		0.302		1336		7/19/2016					
H9	L-Galactonic Acid-g-Lactone		0.331		1336		7/19/2016					
H10	D-Galacturonic Acid		0.375		1336		7/19/2016					
H11	Phenylethyl-amine		0.34		1336		7/19/2016					
H12	2-Aminoethanol		0.35		1336		7/19/2016					
A1	Negative Control		0.26		1336		7/19/2016					
A2	Chondroitin Sulfate C		0.482		1336		7/19/2016					
A3	a-Cyclodextrin		0.442		1336		7/19/2016					
A4	b-Cyclodextrin		0.419		1336		7/19/2016					
A5	g-Cyclodextrin		0.292		1336		7/19/2016					
A6	Dextrin		0.089		1336		7/19/2016					
A7	Gelatin		0.227		1336		7/19/2016					
A8	Glycogen		0.166		1336		7/19/2016					
A9	Inulin		0.219		1336		7/19/2016					
A10	Laminarin		0.2		1336		7/19/2016					
A11	Mannan		0.057		1336		7/19/2016					
A12	Pectin		0.327		1336		7/19/2016					
B1	N-Acetyl-D-Galactosamine		0.23		1336		7/19/2016					
B2	N-Acetyl-Neuraminic Acid		0.262		1336		7/19/2016					
B3	b-D-Allose		0.25		1336		7/19/2016					
B4	Amygdalin		0.233		1336		7/19/2016					
B5	D-Arabinose		0.345		1336		7/19/2016					
B6	D-Arabitol		0.294		1336		7/19/2016					
B7	L-Arabitol		0.224		1336		7/19/2016					
B8	Arbutin		0.253		1336		7/19/2016					
