Cell	Carbon Source	OD 600 Data	OD 550	SMC #	Gene	Plate	Date
H8	Pyruvic Acid		0.35		4008	PM1	5/3/17
H9	L-Galactonic Acid-g-Lactone		0.439		4008	PM1	5/3/17
H10	D-Galacturonic Acid		0.431		4008	PM1	5/3/17
H11	Phenylethyl-amine		0.405		4008	PM1	5/3/17
H12	2-Aminoethanol		0.344		4008	PM1	5/3/17
A1	Negative Control		0.383		4008	PM2A	5/3/17
A2	Chondroitin Sulfate C		0.317		4008	PM2A	5/3/17
A3	a-Cyclodextrin		0.601		4008	PM2A	5/3/17
A4	b-Cyclodextrin		0.495		4008	PM2A	5/3/17
A5	g-Cyclodextrin		0.415		4008	PM2A	5/3/17
A6	Dextrin		0.184		4008	PM2A	5/3/17
A7	Gelatin		0.194		4008	PM2A	5/3/17
A8	Glycogen		0.103		4008	PM2A	5/3/17
A9	Inulin		0.377		4008	PM2A	5/3/17
A10	Laminarin		0.361		4008	PM2A	5/3/17
A11	Mannan		0.057		4008	PM2A	5/3/17
A12	Pectin		0.369		4008	PM2A	5/3/17
B1	N-Acetyl-D-Galactosamine		0.41		4008	PM2A	5/3/17
B2	N-Acetyl-Neuraminic Acid		0.395		4008	PM2A	5/3/17
B3	b-D-Allose		0.492		4008	PM2A	5/3/17
B4	Amygdalin		0.33		4008	PM2A	5/3/17
B5	D-Arabinose		0.453		4008	PM2A	5/3/17
B6	D-Arabitol		0.427		4008	PM2A	5/3/17
B7	L-Arabitol		0.416		4008	PM2A	5/3/17
B8	Arbutin		0.418		4008	PM2A	5/3/17
B9	2-Deoxy-D-Ribose		0.369		4008	PM2A	5/3/17
B10	I-Erythritol		0.369		4008	PM2A	5/3/17
B11	D-Fucose		0.368		4008	PM2A	5/3/17
B12	3-0-b-D-Galactopyranosyl-D-Arabinose		0.272		4008	PM2A	5/3/17
C1	Gentiobiose		0.426		4008	PM2A	5/3/17
C2	L-Glucose		0.449		4008	PM2A	5/3/17
C3	Lactitol		0.423		4008	PM2A	5/3/17
C4	D-Melezitose		0.4		4008	PM2A	5/3/17
C5	Maltitol		0.391		4008	PM2A	5/3/17
C6	a-Methyl-D-Glucoside		0.418		4008	PM2A	5/3/17
C7	b-Methyl-D-Gactoside		0.389		4008	PM2A	5/3/17
C8	3-Methyl-Glucose		0.361		4008	PM2A	5/3/17
C9	b-Methyl-D-Glucuronic Acid		0.409		4008	PM2A	5/3/17
C10	a-Methyl-D-Mannoside		0.371		4008	PM2A	5/3/17
C11	b-Methyl-D-Xyloside		0.338		4008	PM2A	5/3/17
C12	Palatinose		0.303		4008	PM2A	5/3/17
D1	D-Raffinose		0.427		4008	PM2A	5/3/17
D2	Salicin		0.4		4008	PM2A	5/3/17
D3	Sedoheptulosa		0.405		4008	PM2A	5/3/17
D4	L-Sorbose		0.396		4008	PM2A	5/3/17
D5	Stachyose		0.391		4008	PM2A	5/3/17
D6	D-Tagatose		0.415		4008	PM2A	5/3/17
D7	Turanose		0.395		4008	PM2A	5/3/17
D8	Xylitol		0.377		4008	PM2A	5/3/17
D9	N-Acetyl-D-Glucosaminatol		0.371		4008	PM2A	5/3/17
D10	g-Amino Butyric Acid		0.307		4008	PM2A	5/3/17
D11	d-Amino Valeric Acid		0.365		4008	PM2A	5/3/17
D12	Butyric Acid		0.373		4008	PM2A	5/3/17
E1	Capric Acid		0.312		4008	PM2A	5/3/17
E2	Caproic Acid		0.417		4008	PM2A	5/3/17
E3	Citraconic Acid		0.519		4008	PM2A	5/3/17
E4	Citramalic Acid		0.494		4008	PM2A	5/3/17
E5	D-Glucosamine		0.304		4008	PM2A	5/3/17
E6	2-Hydroxy Benzoic Acid		0.451		4008	PM2A	5/3/17
E7	4-Hydroxy Benzoic Acid		0.37		4008	PM2A	5/3/17
E8	b-Hydroxy Butyric Acid		0.328		4008	PM2A	5/3/17
E9	g-Hydroxy Butyric Acid		0.396		4008	PM2A	5/3/17
E10	a-Keto Valeric Acid		0.453		4008	PM2A	5/3/17
E11	Itaconic Acid		0.474		4008	PM2A	5/3/17
E12	5-Keto-D-Gluconic Acid		0.27		4008	PM2A	5/3/17
F1	D-Lactic Acid Methyl Ester		0.304		4008	PM2A	5/3/17
F2	Malonic Acid		0.44		4008	PM2A	5/3/17
F3	Melibionic Acid		0.28		4008	PM2A	5/3/17
F4	Oxalic Acid		0.414		4008	PM2A	5/3/17
F5	Oxalomalic Acid		0.481		4008	PM2A	5/3/17
F6	Quinic Acid		0.295		4008	PM2A	5/3/17
F7	"D-Ribono-1,4-Lactone"		0.353		4008	PM2A	5/3/17
F8	Sebacic Acid		0.36		4008	PM2A	5/3/17
F9	Sorbic Acid		0.197		4008	PM2A	5/3/17
F10	Succinamic Acid		0.353		4008	PM2A	5/3/17
F11	D-Tartaric Acid		0.51		4008	PM2A	5/3/17
F12	L-Tartaric Acid		0.313		4008	PM2A	5/3/17
G1	Acetamide		0.361		4008	PM2A	5/3/17
G2	L-Alaninamide		0.369		4008	PM2A	5/3/17
G3	N-Acetyl-L-Glutamic Acid		0.391		4008	PM2A	5/3/17
G4	L-Arginine		0.406		4008	PM2A	5/3/17
G5	Glycine		0.461		4008	PM2A	5/3/17
G6	L-Histidine		0.282		4008	PM2A	5/3/17
G7	L-Homoserine		0.279		4008	PM2A	5/3/17
G8	Hydroxy-L-Proline		0.565		4008	PM2A	5/3/17
G9	L-Isoleucine		0.507		4008	PM2A	5/3/17
G10	L-Leucine		0.364		4008	PM2A	5/3/17
G11	L-Lysine		0.401		4008	PM2A	5/3/17
G12	L-Methionine		0.34		4008	PM2A	5/3/17
H1	L-Ornithine		0.427		4008	PM2A	5/3/17
H2	Phenylalanine		0.316		4008	PM2A	5/3/17
H3	L-Pyroglutamic Acid		0.28		4008	PM2A	5/3/17
H4	L-Valine		0.344		4008	PM2A	5/3/17
H5	"D,L-Carnitine"		0.329		4008	PM2A	5/3/17
H6	Sec-Butylamine		0.466		4008	PM2A	5/3/17
H7	"D,L-Octopamine"		0.316		4008	PM2A	5/3/17
H8	Putrescine		0.424		4008	PM2A	5/3/17
H9	Dihydroxy Acetone		0.284		4008	PM2A	5/3/17
H10	"2,3-Butanediol"		0.357		4008	PM2A	5/3/17
H11	"2,3-Butanone"		0.247		4008	PM2A	5/3/17
H12	3-Hydroxy 2-Butanone		0.294		4008	PM2A	5/3/17
A1	Negative Control		0.258		4884	PM1	5/3/17
A2	L-Arabinose		0.375		4884	PM1	5/3/17
A3	N-Acetyl-D-Glucosamine		0.312		4884	PM1	5/3/17
A4	D-Saccharic Acid		0.386		4884	PM1	5/3/17
A5	Succinic Acid		0.354		4884	PM1	5/3/17
A6	D-Galactose		0.392		4884	PM1	5/3/17
A7	L-Aspartic Acid		0.389		4884	PM1	5/3/17
A8	L-Proline		0.32		4884	PM1	5/3/17
A9	D-Alanine		0.342		4884	PM1	5/3/17
A10	D-Trehalose		0.319		4884	PM1	5/3/17
A11	D-Mannose		0.483		4884	PM1	5/3/17
A12	Dulcitol		0.336		4884	PM1	5/3/17
B1	D-Serine		0.417		4884	PM1	5/3/17
B2	D-Sorbitol		0.39		4884	PM1	5/3/17
B3	Glycerol		0.332		4884	PM1	5/3/17
B4	L-Fucose		0.347		4884	PM1	5/3/17
B5	D-Glucuronic Acid		0.368		4884	PM1	5/3/17
B6	D-Gluconic Acid		0.454		4884	PM1	5/3/17
B7	"D,L-a-Glycerol-Phosphate"		0.341		4884	PM1	5/3/17
B8	D-Xylose		0.388		4884	PM1	5/3/17
B9	L-Lactic Acid		0.39		4884	PM1	5/3/17
B10	Formic Acid		0.433		4884	PM1	5/3/17
B11	D-Mannitol		0.498		4884	PM1	5/3/17
B12	L-Glutamic Acid		0.437		4884	PM1	5/3/17
C1	D-Glucose-6-Phosphate		0.396		4884	PM1	5/3/17
C2	D-Galactonic Acid-g-Lactone		0.35		4884	PM1	5/3/17
C3	"D,L-Malic Acid"		0.452		4884	PM1	5/3/17
C4	D-Ribose		0.486		4884	PM1	5/3/17
C5	Tween 20		0.02		4884	PM1	5/3/17
C6	L-Rhamnose		0.443		4884	PM1	5/3/17
C7	D-Fructose		0.431		4884	PM1	5/3/17
C8	Acetic Acid		0.464		4884	PM1	5/3/17
C9	a-D-Glucose		0.555		4884	PM1	5/3/17
C10	Maltose		0.405		4884	PM1	5/3/17
C11	D-Melibiose		0.408		4884	PM1	5/3/17
C12	Thymidine		0.332		4884	PM1	5/3/17
D1	L-Asparagine		0.322		4884	PM1	5/3/17
D2	D-Aspartic Acid		0.295		4884	PM1	5/3/17
D3	D-Glucosaminic Acid		0.346		4884	PM1	5/3/17
D4	"1,2-Propanediol"		0.438		4884	PM1	5/3/17
D5	Tween 40		0.019		4884	PM1	5/3/17
D6	a-Keto-Glutaric Acid		0.345		4884	PM1	5/3/17
D7	a-Keto-Butyric Acid		0.462		4884	PM1	5/3/17
D8	a-Methyl-D-Galactoside		0.41		4884	PM1	5/3/17
D9	a-D-Lactose		0.421		4884	PM1	5/3/17
D10	Lactulose		0.412		4884	PM1	5/3/17
D11	Sucrose		0.377		4884	PM1	5/3/17
D12	Uridine		0.285		4884	PM1	5/3/17
E1	L-Glutamine		0.417		4884	PM1	5/3/17
E2	M-Tartaric Acid		0.501		4884	PM1	5/3/17
E3	D-Glucose-1-Phosphate		0.445		4884	PM1	5/3/17
E4	D-Fructose-6-Phosphate		0.43		4884	PM1	5/3/17
E5	Tween 80		0.014		4884	PM1	5/3/17
E6	a-Hydroxy Glutaric Acid-g-Lactone		0.439		4884	PM1	5/3/17
E7	a-Hydroxy Butyric Acid		0.525		4884	PM1	5/3/17
E8	b-Methyl-D-Glucoside		0.448		4884	PM1	5/3/17
E9	Adonitol		0.433		4884	PM1	5/3/17
E10	Maltotriose		0.415		4884	PM1	5/3/17
E11	2-Deoxy Adenosine		0.364		4884	PM1	5/3/17
E12	Adenosine		0.329		4884	PM1	5/3/17
F1	Glycil-L-Aspartic Acid		0.385		4884	PM1	5/3/17
F2	Citric Acid		0.565		4884	PM1	5/3/17
F3	M-Inositol		0.412		4884	PM1	5/3/17
F4	D-Threonine		0.488		4884	PM1	5/3/17
F5	Fumaric Acid		0.435		4884	PM1	5/3/17
F6	Bromo Succinic Acid		0.611		4884	PM1	5/3/17
F7	Propionic Acid		0.552		4884	PM1	5/3/17
F8	Mucic Acid		0.344		4884	PM1	5/3/17
F9	Glycolic Acid		0.368		4884	PM1	5/3/17
F10	Glyoxylic Acid		0.537		4884	PM1	5/3/17
F11	D-Cellobiose		0.396		4884	PM1	5/3/17
F12	Inosine		0.298		4884	PM1	5/3/17
G1	Glycil-L-Glutamic Acid		0.357		4884	PM1	5/3/17
G2	Tricarballylic Acid		0.607		4884	PM1	5/3/17
G3	L-Serine		0.444		4884	PM1	5/3/17
G4	L-Threonine		0.472		4884	PM1	5/3/17
G5	L-Alanine		0.347		4884	PM1	5/3/17
G6	L-Alanyl-Glycine		0.374		4884	PM1	5/3/17
G7	Acetoacetic Acid		0.433		4884	PM1	5/3/17
G8	N-Acetyl-b-D-Mannosamine		0.436		4884	PM1	5/3/17
G9	Mono Methyl Succinate		0.52		4884	PM1	5/3/17
